#run,max_H,min_H,a_BL_mean,a_BL_median,a_BL_var,i_BL_mean_i,i_BL_var_i,i_BL_mean_e,i_BL_var_e,colless,sackin,WD_ratio,DeltaW,max_ladder,staircaseness_1,staircaseness_2,max_L,t_max_L,slope_1,slope_2,slope_ratio
14,49.605713,46.001709,47.36749024,47.469849,1.19394679759752,1.5875,2.83635436366933,31.3527696666667,18.61319439416,103,1184.187256,0.545454545454545,2,46,0.583333333333333,3.89781746031746,25,20.6206055151515,0.824418079648962,-0.857598993071366,-0.961309523809524
15,49.781128,46.007935,47.06943848,46.454102,1.41071957938751,1.78269742857143,8.04909756949396,29.6194661111111,16.648320964286,63,1176.735962,1,6,44,0.625,2.82060185185185,25,16.0091035151515,1.43668257115285,-1.05974186657751,-1.35569105691057
16,49.781128,46.000854,47.4479638,47.459106,1.63502787992734,4.88144817647059,86.1912243443266,32.4497905263158,138.448256922608,140,1186.199095,0.615384615384615,2,48,0.708333333333333,6.07465277777778,24,14.78216,0.405894673038311,-0.676491121730518,-0.6
17,49.912476,46.008423,47.69713388,47.731079,1.79643313615403,3.48610026666667,17.4438491302197,36.2496267058823,19.6169618023098,139,1192.428347,0.428571428571429,2,44,0.708333333333333,5.23611111111111,25,19.2685511515152,0.36328626604858,-0.809609392908263,-0.448717948717949
18,49.756592,46.005371,47.23262692,46.869141,1.36548159324283,4.18359375,18.7325153267779,28.14421,5.96832858368532,58,1180.815673,1.25,6,35,0.541666666666667,2.87227182539683,25,24.6245414141414,0.690368186521322,-0.99452799979062,-0.694166666666667
19,49.343018,46.008423,47.01455572,46.63855,1.01496927062829,5.06617647058824,41.1605353143301,34.2997843888889,75.7462743000356,182,1175.363893,0.375,2,48,0.75,7.48611111111111,30,0,NaN,-0.599879800636361,NaN
20,49.66272,46.008423,47.12549312,46.806152,1.29197716248645,3.32439314285714,50.5964913804398,38.431083625,98.871454021621,172,1178.137328,0.352941176470588,4,45,0.75,6.88194444444444,34,0,NaN,-0.678137185919735,NaN
21,49.756592,46.004272,47.26815916,46.867065,1.49178341401731,3.65226861538462,14.8087771467713,34.6732788125,12.7445865693267,99,1181.703979,0.5,4,48,0.666666666666667,3.875,25,19.6996331313131,0.456861299903816,-0.825963932029498,-0.553125
22,49.781128,46.001099,47.40127928,47.245117,1.19797800636946,2.981781,24.108137778359,35.02025145,51.6335974055692,63,1185.031982,1.5,4,46,0.666666666666667,3.06944444444444,25,26.607888,0.563742601442099,-1.08238579476883,-0.520833333333333
23,49.781128,46.005127,47.08653804,46.672119,1.21832885439271,2.434906,12.307988453044,37.7165527222222,27.1254494016723,154,1177.163451,0.4,4,47,0.708333333333333,6.34027777777778,25,21.6805013333333,0.322870762644111,-0.885588377538133,-0.364583333333333
24,49.781128,46.002808,47.23167,46.97876,1.43289563392092,2.74142635294118,9.85671728031446,37.576077,10.2677281364804,171,1180.79175,0.4,4,45,0.708333333333333,6.93055555555556,25,14.78216,0.338245560865259,-0.705903779197063,-0.479166666666667
25,49.596924,46.008423,47.3810352,47.352539,1.17266164329858,2.21936752941176,8.21498864536636,34.8302645263158,26.7107105746609,112,1184.52588,0.727272727272727,4,46,0.625,4.56944444444444,25,20.6168768484848,0.533543469306235,-0.85775409419567,-0.62202380952381
26,49.828857,46.001221,47.81689944,47.793457,1.85779900760201,5.17710366666667,28.9043484386306,35.0949491764706,66.1873007578797,87,1195.422486,0.909090909090909,4,43,0.708333333333333,3.4375,25,25.6474804444444,0.194950923574369,-1.03531384093963,-0.188301282051282
27,49.605713,46.008423,47.167793,46.54419,1.54292631685608,1.55505371428571,8.40670149765192,41.750419625,25.5610808573304,152,1179.194825,0.375,4,46,0.75,5.88541666666667,32,0,NaN,-0.637785109746256,NaN
28,49.781128,46.001221,47.41247564,46.94397,1.85736828214649,4.26966688888889,39.4251658359836,35.7247058421053,39.4576392196986,172,1185.311891,0.5,6,43,0.708333333333333,7.21875,25,24.1441946666667,0.0414178237794195,-0.974147215291946,-0.0425170068027211
29,49.38977,46.006348,47.25986816,46.788696,1.47013473676914,6.918396,74.2658535318933,33.2458966153846,133.488202201704,115,1181.496704,0.571428571428571,4,47,0.708333333333333,4.55555555555556,25,36.1701311111111,0.0276471212373574,-1.96405149270187,-0.0140765765765766
30,49.811157,46.008301,47.4088232,47.465332,1.36130964924891,2.23333333333333,9.79939639982436,40.0330667058824,25.358735822175,186,1185.22058,0.235294117647059,2,43,0.75,7.52083333333333,28,0,NaN,-0.553152222964106,NaN
31,49.605713,46.001709,47.10349612,46.748657,1.02331893775761,3.21280342857143,9.1277106008271,34.4300393529412,14.7540612753537,95,1177.587403,0.727272727272727,4,44,0.708333333333333,3.51388888888889,25,20.1296387171717,0.645813875879961,-0.842812803535653,-0.766260162601626
32,49.343018,46.005737,47.37282712,47.640137,1.24336958322894,1.06640625,4.86493549096394,41.5948055294118,12.1064362226268,222,1184.320678,0.210526315789474,2,44,0.708333333333333,9.4375,28,0,NaN,-0.558508779902819,NaN
33,49.605713,46.006348,47.51824716,47.395996,1.42553080976323,1.40197035294118,3.07318443059588,35.0234825789474,16.0426596406699,116,1187.956179,0.666666666666667,4,42,0.625,5.07638888888889,25,21.1115723131313,0.805245566168753,-0.872913260804783,-0.922480620155039
34,49.785767,46.000122,47.33589836,47.095703,1.20740699518791,4.17918293333333,39.8995026552394,36.5629576875,122.01321046386,169,1183.397459,0.4,2,48,0.791666666666667,7.29513888888889,28,0,NaN,-0.553440104774821,NaN
35,49.841553,46.001099,47.19860352,46.626831,1.41429361136793,2.42424981818182,26.6851745368185,41.56637575,48.6769327973907,154,1179.965088,0.470588235294118,6,47,0.791666666666667,6.17361111111111,32,0,NaN,-0.634705452547752,NaN
36,49.811157,46.007324,47.60100096,47.731079,1.76661863035229,3.1289215,38.4875083986257,36.8397647647059,94.5627431597038,212,1190.025024,0.352941176470588,2,45,0.833333333333333,9.42361111111111,26,0,NaN,-0.512177984226024,NaN
37,49.817505,46.00293,46.9831396,46.540771,1.17070606448775,2.99511717647059,8.0484764933925,33.3567215263158,19.0555896297344,127,1174.57849,0.666666666666667,4,45,0.625,5.61111111111111,25,18.2449261111111,0.602907347117236,-0.785017190967897,-0.768018018018018
38,49.756592,46.004639,47.3451318,47.327271,1.256628025045,3.6940155,12.6731425778578,35.0133123333333,22.0876706061283,116,1183.628295,0.666666666666667,2,47,0.666666666666667,4.81076388888889,25,18.2221606464646,0.493904108004126,-0.785997935318393,-0.628378378378379
39,49.071533,46.003418,47.16244136,46.766357,0.99791875636674,1.33088235294118,1.55200929475023,32.1151064761905,6.62643653700479,49,1179.061034,1.42857142857143,4,48,0.666666666666667,2.18571428571429,25,11.8283123636364,1.94448703187013,-0.800180823892667,-2.43005952380952
40,49.80603,46.000977,47.49238776,47.009644,1.78564570423552,3.0472168,33.2937902056324,39.4766465,65.9739284799548,181,1187.309694,0.235294117647059,2,46,0.791666666666667,7.68402777777778,32,0,NaN,-0.635167416813045,NaN
41,49.154907,46.00647,46.90379888,46.678223,0.920047837716526,1.82639566666667,20.3081720267399,42.051165,41.0274518987178,166,1172.594972,0.235294117647059,2,44,0.666666666666667,6.27083333333333,34,0,NaN,-0.685288417232329,NaN
42,49.737793,46.001709,47.14550288,46.876587,1.19568951209328,3.01470588235294,6.99041785420634,34.4209754736842,28.5894857079788,73,1178.637572,1.33333333333333,6,48,0.625,3.4212962962963,25,23.6304450909091,0.550137754493725,-0.955895464821677,-0.575520833333333
43,49.605713,46.003662,47.32997548,46.71167,1.72505208772742,2.11229111111111,10.8114791907885,32.7870544,22.5850122162128,112,1183.249387,1.09090909090909,8,28,0.541666666666667,4.53333333333333,25,25.5302734949495,0.744214510814334,-1.04006686393761,-0.715544871794872
44,49.389771,46.008423,47.3691456,47.020264,1.61720701283417,2.64694694736842,5.78948447129742,34.7034791,14.6529521380662,125,1184.22864,0.666666666666667,6,48,0.708333333333333,5.77430555555556,25,18.0850659292929,0.829413619980453,-0.791956230691013,-1.0472972972973
45,49.398437,46.007813,47.2984424,46.952881,1.29754160306942,3.73776423529412,24.0596792245938,37.234304368421,26.5162984626404,145,1182.46106,0.571428571428571,4,41,0.708333333333333,5.99722222222222,25,18.5771778383838,0.0538294895327867,-0.804794991047565,-0.0668859649122807
46,49.776856,46.002686,47.37654784,46.983398,1.52703548039639,4.725708,49.244835186656,32.5248150714286,137.881889085575,125,1184.413696,0.428571428571429,2,37,0.666666666666667,4.61805555555556,25,35.9667726060606,0.1390171994236,-1.87352410300113,-0.0742009132420091
47,49.95105,46.006958,47.38465812,46.915039,1.85551936439069,1.76944986666667,8.87244861759118,31.6794975,28.5332760446018,63,1184.616453,1.11111111111111,4,48,0.708333333333333,2.39930555555556,25,17.7282444444444,1.29736478262559,-1.08301755767006,-1.19791666666667
48,49.762207,46.008423,46.89641604,46.578979,0.959829543265704,2.35279946666667,13.9454790333224,39.1045281176471,20.562703190343,144,1172.410401,0.428571428571429,2,46,0.666666666666667,5.7625,25,13.7913312727273,0.0725093161946974,-0.686285358913192,-0.105654761904762
49,49.611328,46.008423,47.2965674,47.088135,1.41171672171567,4.18229675,31.2211189480984,35.6191745555556,37.4104054658935,184,1182.414185,0.375,2,47,0.75,7.70138888888889,26,0,NaN,-0.514283419700034,NaN
50,49.901123,46.000977,47.38208496,46.834961,1.98071943365879,2.753891,25.220881207343,34.8026259444444,69.6860864599907,125,1184.552124,0.461538461538462,2,47,0.666666666666667,4.85416666666667,25,32.6007486666667,0.2760672796819,-1.47235882497013,-0.1875
