p_child_circ eff_circ_vmmc eff_circ_tmc rr_circ_unhealed t0_pmtct t50_pmtct average_log_viral_load average_annual_hazard RRacute_trans RRmale_to_female_trans RRCD4_1 RRCD4_2 RRCD4_3 RRCD4_4 SPVL_beta_k SPVL_beta_50 ART_VS_INITIAL ART_VS_EFFECT ART_VU_EFFECT Dur_acute_range_1 Dur_acute_range_2 p_initial_cd4_gt500_spvl0 p_initial_cd4_350_500_spvl0 p_initial_cd4_200_350_spvl0 p_initial_cd4_lt200_spvl0 p_initial_cd4_gt500_spvl1 p_initial_cd4_350_500_spvl1 p_initial_cd4_200_350_spvl1 p_initial_cd4_lt200_spvl1 p_initial_cd4_gt500_spvl2 p_initial_cd4_350_500_spvl2 p_initial_cd4_200_350_spvl2 p_initial_cd4_lt200_spvl2 p_initial_cd4_gt500_spvl3 p_initial_cd4_350_500_spvl3 p_initial_cd4_200_350_spvl3 p_initial_cd4_lt200_spvl3 initial_SPVL_mu initial_SPVL_sigma SPVL_sigma_M SPVL_sigma_E p_misclassify_cd4_0_1 p_misclassify_cd4_0_2 p_misclassify_cd4_0_3 p_misclassify_cd4_0_4 p_misclassify_cd4_1_1 p_misclassify_cd4_1_2 p_misclassify_cd4_1_3 p_misclassify_cd4_1_4 p_misclassify_cd4_2_1 p_misclassify_cd4_2_2 p_misclassify_cd4_2_3 p_misclassify_cd4_2_4 p_misclassify_cd4_3_1 p_misclassify_cd4_3_2 p_misclassify_cd4_3_3 p_misclassify_cd4_3_4 time_gt500_to_500_spvl0 time_350to500_to_350_spvl0 time_200to350_to_200_spvl0 time_lt200_to_death_spvl0 time_gt500_to_500_spvl1 time_350to500_to_350_spvl1 time_200to350_to_200_spvl1 time_lt200_to_death_spvl1 time_gt500_to_500_spvl2 time_350to500_to_350_spvl2 time_200to350_to_200_spvl2 time_lt200_to_death_spvl2 time_gt500_to_500_spvl3 time_350to500_to_350_spvl3 time_200to350_to_200_spvl3 time_lt200_to_death_spvl3 cox_RRspvl_gt500_to_500 cox_RRspvl_500_to_350 cox_RRspvl_350_to_200 cox_RRspvl_200_to_death factor_for_slower_progression_ART_VU
0.0659 0.6 0 0.33 1990 2000 4 0.211044011148796 5.3 1.90859357048023 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.141021289192353 5.3 2.23366491302626 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.195250516929938 5.3 1.89138602253735 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.155859564596662 5.3 2.32033598680724 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.174275863715962 5.3 1.63512479904524 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.198307145965168 5.3 2.34923860329946 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.174807498522547 5.3 1.8156586804606 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.142918291670815 5.3 2.39424846556335 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.162326967181933 5.3 2.49840514496754 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.148227633465826 5.3 2.62946571690438 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.144626671212733 5.3 2.74514199657786 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.175664170255301 5.3 1.49620270263599 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.239386810899267 5.3 2.49699486572394 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.15676001166064 5.3 2.2987832413571 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.136563215735689 5.3 2.46606995755613 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.205019043004923 5.3 2.51484882968268 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.146703010493876 5.3 2.64245651366485 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.19291377337798 5.3 2.16092791896719 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.168034197624908 5.3 1.94180269673983 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.165320904331108 5.3 1.66259392748735 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0584345348931903 5.3 2.41290675355141 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0702152493786236 5.3 2.17355226666182 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0720267718068141 5.3 1.9373773043351 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0645872123275357 5.3 2.30901636773231 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.077491033699064 5.3 1.5547509914265 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.072663716225648 5.3 2.74908283462312 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0779897091368769 5.3 2.66689646412316 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0549651114480692 5.3 2.34021640352309 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0820640968006831 5.3 1.93852179614104 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0821345077224882 5.3 2.39107309488014 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0764777901550183 5.3 2.7550517218008 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0806250146145425 5.3 1.64287391598213 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0567864299502092 5.3 1.94381502466429 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0737916415670322 5.3 1.44595881372837 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0775766559531801 5.3 1.9055345088479 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0822678475582158 5.3 2.07530057252821 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0506220403024943 5.3 2.39099353469872 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0669679428727871 5.3 2.8888221068841 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0773407991519624 5.3 1.32804307900117 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0811531457458016 5.3 2.41712235819221 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0629591319162387 5.3 2.29204637994565 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0544188565712575 5.3 2.64926177576117 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.078170651416806 5.3 2.19613063197514 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0741463855383775 5.3 2.58209127953818 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0638123222013025 5.3 2.25807450205593 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0717017649911169 5.3 2.22325002068263 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0803480448044539 5.3 1.91372443737459 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0704179588724721 5.3 1.67707868165804 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0726169548031282 5.3 1.36975771818396 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
