63593_1	2010.8333
44960_1	2010.8333
65284_1	2010.8958
52808_0	2010.9375
63758_0	2011.0
71781_0	2011.0
66407_0	2011.0208
61386_0	2011.0417
60851_0	2011.0833
63149_0	2011.1458
54014_1	2011.1875
42085_1	2011.2292
54690_0	2011.4375
58009_1	2011.5
42550_0	2011.5833
41645_1	2011.6042
33524_0	2011.6042
65514_0	2011.6042
33347_0	2011.6458
60336_0	2011.7708
40574_0	2011.8542
66605_1	2011.8542
64330_1	2011.875
71410_0	2011.9167
26722_1	2011.9583
37684_1	2012.0208
41566_1	2012.0417
58468_0	2012.0833
70388_1	2012.1667
58489_1	2012.2083
46695_0	2012.2292
12510_1	2012.2917
60497_1	2012.3958
37267_1	2012.4375
36741_1	2012.4375
56613_0	2012.4583
66041_0	2012.4583
68670_0	2012.5208
40133_1	2012.5417
72919_1	2012.5625
59770_0	2012.75
55125_0	2012.8125
51372_0	2012.875
71384_1	2012.9583
45813_1	2012.9792
26938_1	2013.0208
74958_1	2013.1458
71387_1	2013.1667
56801_1	2013.2708
64644_0	2013.2708
49019_0	2013.2708
60679_1	2013.3125
41601_0	2013.375
66650_0	2013.3958
61798_0	2013.3958
32488_0	2013.3958
58042_1	2013.4583
72721_0	2013.5
58358_0	2013.5417
79396_1	2013.5625
67163_0	2013.625
50471_0	2013.625
49085_0	2013.6875
34850_1	2013.7708
66403_0	2013.7917
72320_1	2013.875
65896_1	2013.8958
48897_1	2013.9167
60111_0	2014.0
74902_0	2014.1458
35564_0	2014.1667
68087_1	2014.2708
31466_0	2014.2708
73657_1	2014.3125
66160_1	2014.4583
77581_1	2014.4792
60445_0	2014.5833
41057_1	2014.6667
54175_0	2014.7083
75909_0	2014.7708
70865_1	2014.7917
64076_0	2014.7917
57000_0	2014.8958
69273_1	2014.9375
71909_1	2014.9792
56025_1	2015.0417
52181_0	2015.125
50391_0	2015.1667
69066_1	2015.3333
70340_0	2015.3542
60311_1	2015.4167
52968_1	2015.4792
75030_0	2015.5417
63693_0	2015.5833
77261_1	2015.6042
75472_0	2015.625
24675_0	2015.7708
74367_1	2015.8125
69711_0	2015.8542
37481_0	2015.9792
64797_1	2016.0833
63069_1	2016.1042
57195_1	2016.1042
58949_0	2016.25
61012_0	2016.2708
72688_0	2016.3125
84038_0	2016.375
71005_0	2016.375
51711_0	2016.4167
63114_0	2016.4167
59817_1	2016.4167
22111_0	2016.4583
78855_1	2016.5208
71931_0	2016.5417
74458_0	2016.6042
84773_1	2016.625
83708_1	2016.6667
71795_0	2016.6875
76270_1	2016.7083
40078_0	2016.75
71021_0	2016.7708
63627_1	2016.7917
70301_0	2016.8125
70196_1	2016.8333
71790_1	2017.25
85449_0	2017.3958
66601_1	2017.6875
68873_0	2017.7708
60588_0	2017.9792
74773_1	2018.0208
19833_1	2018.0625
70979_1	2018.1667
67784_1	2018.3333
86947_0	2018.3333
82122_0	2018.375
68324_1	2018.3958
77523_1	2018.4792
34120_0	2018.5833
69666_1	2018.6875
38541_1	2018.75
87267_1	2018.8542
81285_1	2018.875
77860_1	2018.9583
