57292_1	2008.9375
56754_0	2009.0417
29632_1	2009.2083
43099_0	2009.3542
38516_1	2009.4375
52605_0	2009.4583
57174_1	2009.4792
66567_0	2009.5417
49878_1	2009.6875
57916_0	2009.7292
31626_0	2009.8333
70773_1	2009.8542
42102_1	2009.8542
40315_0	2009.8542
28981_1	2009.9583
14949_0	2010.0833
56504_1	2010.25
34338_1	2010.2917
71488_0	2010.375
68271_0	2010.4583
57435_1	2010.6875
41644_1	2010.7292
55628_1	2010.8958
73504_0	2011.0625
50162_1	2011.125
65392_0	2011.1875
37342_0	2011.2083
62816_0	2011.4167
53523_1	2011.5833
64659_0	2011.6042
37759_1	2011.7292
26788_1	2011.7708
37655_1	2011.8542
72642_0	2011.9583
28244_1	2011.9792
54495_0	2012.25
17358_1	2012.2917
27372_1	2012.4583
45712_0	2012.5833
31744_0	2012.7292
67048_0	2012.7917
39723_0	2012.9167
55133_0	2012.9375
72031_0	2013.1042
54086_0	2013.1042
63134_0	2013.1667
20936_1	2013.375
19177_1	2013.5
54180_1	2013.5417
76248_1	2013.9375
61489_1	2013.9583
78458_0	2014.0208
21883_1	2014.0208
55396_1	2014.1667
30245_1	2014.3125
76822_1	2014.5
69315_0	2014.5208
65797_0	2014.5417
69798_0	2014.8542
37136_1	2015.0208
73032_1	2015.0417
55797_1	2015.1458
36187_0	2015.3542
77969_0	2015.4583
18290_1	2015.5
59381_1	2015.5
70271_0	2015.5417
67541_0	2015.6458
62864_1	2015.7708
74415_1	2015.8333
63049_1	2015.875
42075_0	2015.9583
58674_0	2015.9583
75382_0	2016.1042
45189_0	2016.1458
75064_0	2016.2708
70075_0	2016.5
78855_1	2016.5208
53236_0	2016.5625
70554_1	2016.625
45986_1	2016.75
56607_0	2016.8333
61349_1	2016.8333
58007_0	2016.9167
39531_0	2016.9375
75668_0	2017.0
74867_1	2017.0417
31665_0	2017.125
81462_0	2017.5208
64397_1	2017.9583
86164_0	2018.125
79118_1	2018.7083
69617_1	2018.7917
