Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2146,0,1089,0,1057,0,0,0,0,0,0,0,0,0,0.0579,0,0,0,30,0.3933,0.4860,0.1207,0.0000,0.0000,0.0000,0,0,0,0,0,0,197,182,200,194,145,89,82,183,171,202,195,140,88,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2288,0,1160,0,1128,0,0,0,0,0,0,0,0,0,0.0552,0,0,0,67,0.3960,0.4860,0.1180,0.0000,0.0000,0.0000,0,0,0,0,0,0,255,184,205,198,145,95,78,229,177,210,194,149,89,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2424,0,1220,0,1204,0,0,0,0,0,0,0,0,0,0.0557,0,0,0,93,0.3977,0.4814,0.1209,0.0000,0.0000,0.0000,0,0,0,0,0,0,279,200,193,218,156,93,81,283,173,219,203,152,87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2579,0,1303,0,1276,0,0,0,0,0,0,0,0,0,0.0591,0,0,0,120,0.3998,0.4777,0.1225,0.0000,0.0000,0.0000,0,0,0,0,0,0,339,197,207,216,168,93,83,325,188,201,223,157,86,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2706,0,1366,0,1340,0,0,0,0,0,0,0,0,0,0.0586,0,0,0,169,0.3965,0.4793,0.1242,0.0000,0.0000,0.0000,0,0,0,0,0,0,355,234,208,220,171,92,86,342,226,198,226,159,95,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2820,0,1430,0,1390,0,0,0,0,0,0,0,0,0,0.0580,0,0,0,211,0.3965,0.4784,0.1252,0.0000,0.0000,0.0000,0,0,0,0,0,0,342,285,216,230,168,100,89,327,265,217,230,164,92,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2937,0,1496,0,1441,0,0,0,0,0,0,0,0,0,0.0602,0,0,0,248,0.3929,0.4818,0.1253,0.0000,0.0000,0.0000,0,0,0,0,0,0,349,320,225,235,163,113,91,311,314,231,232,165,97,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3064,0,1572,0,1492,0,0,0,0,0,0,0,0,0,0.0598,0,0,0,303,0.3897,0.4850,0.1253,0.0000,0.0000,0.0000,0,0,0,0,0,0,347,372,246,230,170,116,91,304,357,233,241,166,102,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3185,0,1632,0,1553,0,0,0,0,0,0,0,0,0,0.0600,0,0,0,341,0.3918,0.4835,0.1246,0.0000,0.0000,0.0000,0,0,0,0,0,0,346,416,246,238,187,112,87,293,404,241,251,168,110,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3305,0,1696,0,1609,0,0,0,0,0,0,0,0,0,0.0607,0,0,0,379,0.3936,0.4835,0.1228,0.0000,0.0000,0.0000,0,0,0,0,0,0,353,422,287,247,180,121,86,293,400,273,265,169,119,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
