Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2155,0,1095,0,1060,0,0,0,0,0,0,0,0,0,0.0548,0,0,0,31,0.5030,0.3527,0.1443,0.0000,0.0000,0.0000,0,0,0,0,0,0,195,181,200,205,147,83,84,194,173,180,214,143,79,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2297,0,1165,0,1132,0,0,0,0,0,0,0,0,0,0.0558,0,0,0,78,0.5024,0.3518,0.1458,0.0000,0.0000,0.0000,0,0,0,0,0,0,252,193,204,193,157,87,79,241,174,195,216,152,78,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2422,0,1232,0,1190,0,0,0,0,0,0,0,0,0,0.0601,0,0,0,115,0.5078,0.3481,0.1441,0.0000,0.0000,0.0000,0,0,0,0,0,0,300,193,211,204,159,82,83,276,180,200,220,149,89,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2568,0,1301,0,1267,0,0,0,0,0,0,0,0,0,0.0600,0,0,0,150,0.5093,0.3497,0.1410,0.0000,0.0000,0.0000,0,0,0,0,0,0,348,191,221,202,167,89,83,334,182,204,218,159,91,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2709,0,1375,0,1334,0,0,0,0,0,0,0,0,0,0.0575,0,0,0,192,0.5105,0.3481,0.1414,0.0000,0.0000,0.0000,0,0,0,0,0,0,371,232,228,202,167,94,81,338,233,208,218,163,95,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2842,0,1435,0,1407,0,0,0,0,0,0,0,0,0,0.0544,0,0,0,228,0.5109,0.3490,0.1400,0.0000,0.0000,0.0000,0,0,0,0,0,0,350,286,233,215,171,98,82,339,277,223,225,167,98,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,3000,0,1519,0,1481,0,0,0,0,0,0,0,0,0,0.0553,0,0,0,254,0.5147,0.3463,0.1390,0.0000,0.0000,0.0000,0,0,0,0,0,0,358,330,239,233,171,102,86,351,311,233,234,170,100,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3164,0,1618,0,1546,0,0,0,0,0,0,0,0,0,0.0556,0,0,0,281,0.5133,0.3496,0.1372,0.0000,0.0000,0.0000,0,0,0,0,0,0,382,379,242,245,176,109,85,336,366,237,232,185,105,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3297,0,1697,0,1600,0,0,0,0,0,0,0,0,0,0.0548,0,0,0,320,0.5138,0.3479,0.1383,0.0000,0.0000,0.0000,0,0,0,0,0,0,377,435,254,249,177,116,89,333,412,232,244,180,114,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3436,0,1767,0,1669,0,0,0,0,0,0,0,0,0,0.0532,0,0,0,353,0.5105,0.3498,0.1397,0.0000,0.0000,0.0000,0,0,0,0,0,0,387,437,294,258,183,117,91,327,419,280,255,179,118,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
