Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2154,0,1086,0,1068,0,0,0,0,0,0,0,0,0,0.0571,0,0,0,38,0.4401,0.3858,0.1741,0.0000,0.0000,0.0000,0,0,0,0,0,0,197,171,207,209,138,89,75,200,175,182,208,138,89,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2298,0,1151,0,1147,0,0,0,0,0,0,0,0,0,0.0565,0,0,0,57,0.4386,0.3860,0.1754,0.0000,0.0000,0.0000,0,0,0,0,0,0,235,178,202,216,150,90,80,243,189,185,219,141,87,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2430,0,1214,0,1216,0,0,0,0,0,0,0,0,0,0.0535,0,0,0,93,0.4395,0.3881,0.1724,0.0000,0.0000,0.0000,0,0,0,0,0,0,272,187,200,225,155,93,82,296,181,201,211,149,97,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2559,0,1285,0,1274,0,0,0,0,0,0,0,0,0,0.0553,0,0,0,138,0.4388,0.3888,0.1723,0.0000,0.0000,0.0000,0,0,0,0,0,0,328,188,208,234,154,93,80,330,184,206,212,150,108,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2712,0,1362,0,1350,0,0,0,0,0,0,0,0,0,0.0558,0,0,0,175,0.4388,0.3890,0.1722,0.0000,0.0000,0.0000,0,0,0,0,0,0,344,233,208,234,166,92,85,337,235,210,209,160,113,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2836,0,1425,0,1411,0,0,0,0,0,0,0,0,0,0.0554,0,0,0,216,0.4404,0.3917,0.1678,0.0000,0.0000,0.0000,0,0,0,0,0,0,356,262,217,242,171,93,84,328,280,226,215,164,112,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2950,0,1480,0,1470,0,0,0,0,0,0,0,0,0,0.0547,0,0,0,261,0.4376,0.3925,0.1698,0.0000,0.0000,0.0000,0,0,0,0,0,0,355,297,227,252,163,102,84,320,321,236,225,172,112,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3090,0,1555,0,1535,0,0,0,0,0,0,0,0,0,0.0540,0,0,0,298,0.4366,0.3942,0.1693,0.0000,0.0000,0.0000,0,0,0,0,0,0,345,350,232,262,173,104,89,332,358,235,236,169,117,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3208,0,1610,0,1598,0,0,0,0,0,0,0,0,0,0.0547,0,0,0,342,0.4370,0.3900,0.1730,0.0000,0.0000,0.0000,0,0,0,0,0,0,327,406,238,266,176,111,86,324,413,239,240,173,119,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3325,0,1685,0,1640,0,0,0,0,0,0,0,0,0,0.0534,0,0,0,387,0.4316,0.3913,0.1771,0.0000,0.0000,0.0000,0,0,0,0,0,0,331,415,278,269,185,119,88,317,403,282,256,172,119,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
