Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2184,0,1106,0,1078,0,0,0,0,0,0,0,0,0,0.0570,0,0,0,24,0.3938,0.4432,0.1630,0.0000,0.0000,0.0000,0,0,0,0,0,0,213,183,191,215,132,92,80,202,168,201,204,136,88,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2307,0,1159,0,1148,0,0,0,0,0,0,0,0,0,0.0561,0,0,0,55,0.3923,0.4430,0.1647,0.0000,0.0000,0.0000,0,0,0,0,0,0,235,181,209,220,140,91,83,248,171,200,213,145,82,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2442,0,1227,0,1215,0,0,0,0,0,0,0,0,0,0.0570,0,0,0,87,0.3984,0.4390,0.1626,0.0000,0.0000,0.0000,0,0,0,0,0,0,283,183,204,228,152,93,84,292,178,200,220,146,92,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2575,0,1283,0,1292,0,0,0,0,0,0,0,0,0,0.0585,0,0,0,122,0.4000,0.4404,0.1596,0.0000,0.0000,0.0000,0,0,0,0,0,0,324,191,199,235,156,97,81,336,188,201,232,151,96,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2691,0,1341,0,1350,0,0,0,0,0,0,0,0,0,0.0582,0,0,0,160,0.3958,0.4422,0.1620,0.0000,0.0000,0.0000,0,0,0,0,0,0,305,251,208,239,160,96,82,330,236,203,246,145,104,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2825,0,1413,0,1412,0,0,0,0,0,0,0,0,0,0.0573,0,0,0,197,0.3908,0.4471,0.1621,0.0000,0.0000,0.0000,0,0,0,0,0,0,334,276,214,237,174,97,81,323,277,220,248,144,114,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2950,0,1477,0,1473,0,0,0,0,0,0,0,0,0,0.0596,0,0,0,225,0.3925,0.4447,0.1627,0.0000,0.0000,0.0000,0,0,0,0,0,0,332,311,237,236,169,109,83,309,325,232,247,154,116,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3046,0,1526,0,1520,0,0,0,0,0,0,0,0,0,0.0629,0,0,0,274,0.3910,0.4458,0.1632,0.0000,0.0000,0.0000,0,0,0,0,0,0,320,353,245,241,171,110,86,294,371,230,259,164,117,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3140,0,1567,0,1573,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,317,0.3889,0.4475,0.1637,0.0000,0.0000,0.0000,0,0,0,0,0,0,305,388,236,267,165,113,93,286,409,236,262,179,112,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3262,0,1616,0,1646,0,0,0,0,0,0,0,0,0,0.0613,0,0,0,361,0.3924,0.4448,0.1628,0.0000,0.0000,0.0000,0,0,0,0,0,0,288,380,297,270,178,113,90,299,401,287,265,183,122,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
