Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2158,0,1091,0,1067,0,0,0,0,0,0,0,0,0,0.0541,0,0,0,19,0.5607,0.3443,0.0950,0.0000,0.0000,0.0000,0,0,0,0,0,0,206,162,202,212,141,87,81,200,165,198,193,145,88,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2290,0,1172,0,1118,0,0,0,0,0,0,0,0,0,0.0589,0,0,0,49,0.5559,0.3489,0.0952,0.0000,0.0000,0.0000,0,0,0,0,0,0,261,166,206,215,152,91,81,219,177,196,203,151,94,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2442,0,1253,0,1189,0,0,0,0,0,0,0,0,0,0.0607,0,0,0,78,0.5549,0.3489,0.0962,0.0000,0.0000,0.0000,0,0,0,0,0,0,308,182,198,224,166,84,91,265,178,204,206,156,96,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2567,0,1327,0,1240,0,0,0,0,0,0,0,0,0,0.0603,0,0,0,114,0.5551,0.3490,0.0958,0.0000,0.0000,0.0000,0,0,0,0,0,0,361,190,207,216,171,96,86,283,191,204,219,153,106,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2704,0,1398,0,1306,0,0,0,0,0,0,0,0,0,0.0594,0,0,0,137,0.5558,0.3484,0.0958,0.0000,0.0000,0.0000,0,0,0,0,0,0,371,233,216,213,177,101,87,287,229,220,218,158,110,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2837,0,1466,0,1371,0,0,0,0,0,0,0,0,0,0.0593,0,0,0,177,0.5530,0.3504,0.0966,0.0000,0.0000,0.0000,0,0,0,0,0,0,365,295,214,227,173,107,85,303,257,221,230,156,119,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2935,0,1519,0,1416,0,0,0,0,0,0,0,0,0,0.0606,0,0,0,219,0.5540,0.3492,0.0968,0.0000,0.0000,0.0000,0,0,0,0,0,0,342,349,227,235,169,111,86,286,290,232,245,163,113,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3048,0,1574,0,1474,0,0,0,0,0,0,0,0,0,0.0623,0,0,0,260,0.5525,0.3520,0.0955,0.0000,0.0000,0.0000,0,0,0,0,0,0,324,392,236,256,164,115,87,297,317,234,246,174,114,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3164,0,1620,0,1544,0,0,0,0,0,0,0,0,0,0.0617,0,0,0,307,0.5512,0.3552,0.0936,0.0000,0.0000,0.0000,0,0,0,0,0,0,311,426,245,265,167,116,90,311,347,242,257,174,115,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3313,0,1707,0,1606,0,0,0,0,0,0,0,0,0,0.0644,0,0,0,338,0.5512,0.3571,0.0918,0.0000,0.0000,0.0000,0,0,0,0,0,0,320,449,283,269,179,114,93,309,354,282,268,181,114,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1910,0.000000,0.000000,0,0,0,0,0.000000,0,3437,0,1781,0,1656,0,0,0,0,0,0,0,0,0,0.0646,0,0,0,393,0.5490,0.3576,0.0934,0.0000,0.0000,0.0000,0,0,0,0,0,0,353,428,334,274,182,115,95,316,358,310,277,172,120,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
