Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2163,0,1095,0,1068,0,0,0,0,0,0,0,0,0,0.0566,0,0,0,18,0.5321,0.3306,0.1373,0.0000,0.0000,0.0000,0,0,0,0,0,0,199,174,197,216,140,85,84,188,169,198,201,139,91,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2287,0,1152,0,1135,0,0,0,0,0,0,0,0,0,0.0582,0,0,0,52,0.5321,0.3323,0.1355,0.0000,0.0000,0.0000,0,0,0,0,0,0,234,178,212,215,145,84,84,232,176,187,222,141,92,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2427,0,1216,0,1211,0,0,0,0,0,0,0,0,0,0.0592,0,0,0,86,0.5361,0.3296,0.1343,0.0000,0.0000,0.0000,0,0,0,0,0,0,279,182,208,220,145,95,87,289,184,183,236,127,105,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2556,0,1277,0,1279,0,0,0,0,0,0,0,0,0,0.0603,0,0,0,118,0.5368,0.3298,0.1334,0.0000,0.0000,0.0000,0,0,0,0,0,0,303,197,226,216,152,92,91,335,186,184,243,138,105,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2685,0,1340,0,1345,0,0,0,0,0,0,0,0,0,0.0604,0,0,0,143,0.5367,0.3300,0.1333,0.0000,0.0000,0.0000,0,0,0,0,0,0,301,235,220,238,154,101,91,337,229,188,242,147,110,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2827,0,1415,0,1412,0,0,0,0,0,0,0,0,0,0.0608,0,0,0,179,0.5370,0.3279,0.1351,0.0000,0.0000,0.0000,0,0,0,0,0,0,317,268,223,255,147,110,95,340,263,212,238,154,111,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2981,0,1493,0,1488,0,0,0,0,0,0,0,0,0,0.0610,0,0,0,220,0.5377,0.3291,0.1332,0.0000,0.0000,0.0000,0,0,0,0,0,0,336,305,233,257,152,112,98,342,318,228,234,160,110,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3098,0,1545,0,1553,0,0,0,0,0,0,0,0,0,0.0602,0,0,0,258,0.5378,0.3270,0.1352,0.0000,0.0000,0.0000,0,0,0,0,0,0,329,344,235,259,160,118,100,345,365,228,252,160,113,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3201,0,1612,0,1589,0,0,0,0,0,0,0,0,0,0.0608,0,0,0,304,0.5370,0.3258,0.1371,0.0000,0.0000,0.0000,0,0,0,0,0,0,338,366,252,258,175,123,100,327,399,232,258,175,110,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3330,0,1672,0,1658,0,0,0,0,0,0,0,0,0,0.0616,0,0,0,342,0.5387,0.3246,0.1366,0.0000,0.0000,0.0000,0,0,0,0,0,0,323,383,296,264,180,123,103,332,406,279,258,183,116,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
