Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2160,0,1088,0,1072,0,0,0,0,0,0,0,0,0,0.0588,0,0,0,42,0.5069,0.3542,0.1389,0.0000,0.0000,0.0000,0,0,0,0,0,0,208,173,196,213,144,80,74,204,175,187,206,140,83,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2292,0,1147,0,1145,0,0,0,0,0,0,0,0,0,0.0636,0,0,0,78,0.5048,0.3551,0.1401,0.0000,0.0000,0.0000,0,0,0,0,0,0,248,178,206,208,149,81,77,253,179,181,218,145,86,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2439,0,1209,0,1230,0,0,0,0,0,0,0,0,0,0.0637,0,0,0,108,0.4998,0.3567,0.1435,0.0000,0.0000,0.0000,0,0,0,0,0,0,282,199,190,220,156,86,76,310,182,191,218,154,89,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2591,0,1278,0,1313,0,0,0,0,0,0,0,0,0,0.0618,0,0,0,127,0.5014,0.3551,0.1436,0.0000,0.0000,0.0000,0,0,0,0,0,0,322,196,203,231,153,94,79,360,185,203,221,160,93,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2740,0,1352,0,1388,0,0,0,0,0,0,0,0,0,0.0614,0,0,0,159,0.5026,0.3555,0.1420,0.0000,0.0000,0.0000,0,0,0,0,0,0,326,236,210,229,173,89,89,362,241,212,226,160,95,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2861,0,1406,0,1455,0,0,0,0,0,0,0,0,0,0.0612,0,0,0,191,0.5023,0.3527,0.1451,0.0000,0.0000,0.0000,0,0,0,0,0,0,319,281,217,225,176,99,89,356,281,224,240,157,103,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2971,0,1455,0,1516,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,240,0.5015,0.3511,0.1474,0.0000,0.0000,0.0000,0,0,0,0,0,0,312,319,223,234,175,104,88,344,338,232,239,155,112,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3078,0,1510,0,1568,0,0,0,0,0,0,0,0,0,0.0636,0,0,0,277,0.5006,0.3522,0.1472,0.0000,0.0000,0.0000,0,0,0,0,0,0,304,347,241,235,180,108,95,326,387,237,244,156,119,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3201,0,1584,0,1617,0,0,0,0,0,0,0,0,0,0.0644,0,0,0,321,0.5005,0.3546,0.1450,0.0000,0.0000,0.0000,0,0,0,0,0,0,315,390,245,245,183,117,89,300,441,243,255,163,117,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3339,0,1655,0,1684,0,0,0,0,0,0,0,0,0,0.0640,0,0,0,352,0.4987,0.3564,0.1450,0.0000,0.0000,0.0000,0,0,0,0,0,0,326,386,298,249,188,116,92,305,430,292,263,172,121,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
