Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2166,0,1101,0,1065,0,0,0,0,0,0,0,0,0,0.0572,0,0,0,33,0.4658,0.3920,0.1422,0.0000,0.0000,0.0000,0,0,0,0,0,0,208,162,210,212,141,93,75,193,173,200,195,138,82,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2317,0,1183,0,1134,0,0,0,0,0,0,0,0,0,0.0558,0,0,0,65,0.4704,0.3880,0.1416,0.0000,0.0000,0.0000,0,0,0,0,0,0,264,169,212,219,148,94,77,242,178,203,198,145,83,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2462,0,1242,0,1220,0,0,0,0,0,0,0,0,0,0.0588,0,0,0,97,0.4691,0.3883,0.1426,0.0000,0.0000,0.0000,0,0,0,0,0,0,294,179,224,225,147,101,72,309,182,203,209,148,85,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2585,0,1318,0,1267,0,0,0,0,0,0,0,0,0,0.0577,0,0,0,127,0.4673,0.3907,0.1420,0.0000,0.0000,0.0000,0,0,0,0,0,0,344,187,217,233,152,109,76,330,190,206,216,156,86,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2722,0,1395,0,1327,0,0,0,0,0,0,0,0,0,0.0602,0,0,0,163,0.4666,0.3938,0.1396,0.0000,0.0000,0.0000,0,0,0,0,0,0,353,245,212,234,160,110,81,324,231,210,229,158,87,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2829,0,1454,0,1375,0,0,0,0,0,0,0,0,0,0.0626,0,0,0,204,0.4602,0.3970,0.1428,0.0000,0.0000,0.0000,0,0,0,0,0,0,336,297,224,237,159,116,85,304,274,226,232,156,97,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2967,0,1528,0,1439,0,0,0,0,0,0,0,0,0,0.0628,0,0,0,241,0.4580,0.3980,0.1439,0.0000,0.0000,0.0000,0,0,0,0,0,0,351,331,234,240,165,120,87,289,333,230,241,156,103,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3103,0,1596,0,1507,0,0,0,0,0,0,0,0,0,0.0633,0,0,0,287,0.4589,0.3974,0.1437,0.0000,0.0000,0.0000,0,0,0,0,0,0,352,369,236,261,168,123,87,320,359,231,240,166,106,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3222,0,1653,0,1569,0,0,0,0,0,0,0,0,0,0.0647,0,0,0,330,0.4612,0.3982,0.1406,0.0000,0.0000,0.0000,0,0,0,0,0,0,339,426,239,268,175,120,86,322,390,244,244,170,111,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3326,0,1710,0,1616,0,0,0,0,0,0,0,0,0,0.0661,0,0,0,380,0.4645,0.3963,0.1392,0.0000,0.0000,0.0000,0,0,0,0,0,0,343,417,284,277,182,115,92,320,383,288,253,173,110,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
