Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2143,0,1096,0,1047,0,0,0,0,0,0,0,0,0,0.0566,0,0,0,36,0.4988,0.3770,0.1241,0.0000,0.0000,0.0000,0,0,0,0,0,0,204,175,199,207,145,84,82,171,180,188,208,133,86,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2258,0,1155,0,1103,0,0,0,0,0,0,0,0,0,0.0563,0,0,0,76,0.4934,0.3813,0.1253,0.0000,0.0000,0.0000,0,0,0,0,0,0,240,182,197,209,156,91,80,208,181,185,219,134,96,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2374,0,1205,0,1169,0,0,0,0,0,0,0,0,0,0.0581,0,0,0,113,0.4928,0.3799,0.1272,0.0000,0.0000,0.0000,0,0,0,0,0,0,266,187,213,200,164,97,78,244,182,196,211,150,104,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2502,0,1267,0,1235,0,0,0,0,0,0,0,0,0,0.0584,0,0,0,157,0.4892,0.3825,0.1283,0.0000,0.0000,0.0000,0,0,0,0,0,0,310,191,214,203,166,97,86,307,174,207,211,151,107,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2633,0,1331,0,1302,0,0,0,0,0,0,0,0,0,0.0609,0,0,0,181,0.4884,0.3821,0.1295,0.0000,0.0000,0.0000,0,0,0,0,0,0,300,241,217,215,166,102,90,322,210,211,214,156,112,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2759,0,1398,0,1361,0,0,0,0,0,0,0,0,0,0.0637,0,0,0,218,0.4864,0.3820,0.1316,0.0000,0.0000,0.0000,0,0,0,0,0,0,305,276,226,228,171,98,94,324,233,231,217,166,115,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2884,0,1460,0,1424,0,0,0,0,0,0,0,0,0,0.0623,0,0,0,256,0.4886,0.3821,0.1293,0.0000,0.0000,0.0000,0,0,0,0,0,0,317,298,240,234,179,95,97,323,280,233,220,172,116,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3010,0,1524,0,1486,0,0,0,0,0,0,0,0,0,0.0623,0,0,0,293,0.4884,0.3821,0.1296,0.0000,0.0000,0.0000,0,0,0,0,0,0,321,329,250,244,187,97,96,316,326,242,233,164,119,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3131,0,1575,0,1556,0,0,0,0,0,0,0,0,0,0.0641,0,0,0,333,0.4896,0.3833,0.1271,0.0000,0.0000,0.0000,0,0,0,0,0,0,322,370,246,253,183,112,89,323,372,238,239,177,118,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3269,0,1644,0,1625,0,0,0,0,0,0,0,0,0,0.0627,0,0,0,375,0.4873,0.3851,0.1276,0.0000,0.0000,0.0000,0,0,0,0,0,0,329,367,287,271,182,119,89,332,387,259,265,175,115,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
