Time,Year,Timestep,N_m,N_f,NPos_m,NPos_f,N_knowpos_m,N_knowpos_f,NART_m,NART_f,NVS_m,NVS_f,NNotKnowStatus_m,NNotKnowStatus_f,PropMenCirc,Cumulative_Infected_m,Cumulative_Infected_f
1975.0833,1975,4,5529,5551,0,0,0,0,0,0,0,0,0,0,0.0684,0,0
1975.1667,1975,8,5554,5557,0,0,0,0,0,0,0,0,0,0,0.0688,0,0
1975.2500,1975,12,5568,5565,0,0,0,0,0,0,0,0,0,0,0.0686,0,0
1975.3333,1975,16,5575,5576,0,0,0,0,0,0,0,0,0,0,0.0687,0,0
1975.4167,1975,20,5579,5584,0,0,0,0,0,0,0,0,0,0,0.0683,0,0
1975.5000,1975,24,5582,5593,0,0,0,0,0,0,0,0,0,0,0.0686,0,0
1975.5833,1975,28,5587,5602,0,0,0,0,0,0,0,0,0,0,0.0689,0,0
1975.6667,1975,32,5610,5623,0,0,0,0,0,0,0,0,0,0,0.0690,0,0
1975.7500,1975,36,5613,5624,0,0,0,0,0,0,0,0,0,0,0.0691,0,0
1975.8333,1975,40,5633,5639,0,0,0,0,0,0,0,0,0,0,0.0692,0,0
1975.9167,1975,44,5643,5658,0,0,0,0,0,0,0,0,0,0,0.0691,0,0
1976.0000,1976,0,5653,5664,0,0,0,0,0,0,0,0,0,0,0.0692,0,0
1976.0833,1976,4,5657,5690,1,3,0,0,0,0,0,0,1,3,0.0695,1,3
1976.1667,1976,8,5667,5723,1,3,0,0,0,0,0,0,1,3,0.0695,1,3
1976.2500,1976,12,5672,5724,1,3,0,0,0,0,0,0,1,3,0.0693,1,3
1976.3333,1976,16,5693,5722,1,3,0,0,0,0,0,0,1,3,0.0690,1,3
1976.4167,1976,20,5708,5746,1,3,0,0,0,0,0,0,1,3,0.0692,1,3
1976.5000,1976,24,5715,5750,2,3,0,0,0,0,0,0,2,3,0.0689,2,3
1976.5833,1976,28,5720,5762,2,4,0,0,0,0,0,0,2,4,0.0691,2,4
1976.6667,1976,32,5722,5791,2,5,0,0,0,0,0,0,2,5,0.0690,2,4
1976.7500,1976,36,5725,5796,2,5,0,0,0,0,0,0,2,5,0.0688,2,4
1976.8333,1976,40,5739,5821,2,5,0,0,0,0,0,0,2,5,0.0688,2,4
1976.9167,1976,44,5759,5840,2,5,0,0,0,0,0,0,2,5,0.0693,2,4
1977.0000,1977,0,5773,5847,2,5,0,0,0,0,0,0,2,5,0.0693,2,4
1977.0833,1977,4,5786,5871,2,6,0,0,0,0,0,0,2,6,0.0695,2,5
1977.1667,1977,8,5799,5886,2,6,0,0,0,0,0,0,2,6,0.0695,2,5
1977.2500,1977,12,5812,5898,2,6,0,0,0,0,0,0,2,6,0.0693,2,5
1977.3333,1977,16,5810,5919,2,6,0,0,0,0,0,0,2,6,0.0699,2,5
1977.4167,1977,20,5837,5943,2,6,0,0,0,0,0,0,2,6,0.0694,2,5
1977.5000,1977,24,5839,5959,2,6,0,0,0,0,0,0,2,6,0.0697,2,5
1977.5833,1977,28,5853,5980,2,6,0,0,0,0,0,0,2,6,0.0695,2,5
1977.6667,1977,32,5872,6007,2,6,0,0,0,0,0,0,2,6,0.0695,2,5
1977.7500,1977,36,5875,6014,2,6,0,0,0,0,0,0,2,6,0.0694,2,5
1977.8333,1977,40,5880,6024,2,6,0,0,0,0,0,0,2,6,0.0692,2,5
1977.9167,1977,44,5915,6043,2,6,0,0,0,0,0,0,2,6,0.0691,2,5
1978.0000,1978,0,5917,6044,2,6,0,0,0,0,0,0,2,6,0.0693,2,5
1978.0833,1978,4,5938,6065,5,6,0,0,0,0,0,0,5,6,0.0689,5,5
1978.1667,1978,8,5967,6090,5,6,0,0,0,0,0,0,5,6,0.0684,5,5
1978.2500,1978,12,5973,6107,5,7,0,0,0,0,0,0,5,7,0.0683,5,6
1978.3333,1978,16,6002,6127,5,8,0,0,0,0,0,0,5,8,0.0681,5,6
1978.4167,1978,20,6016,6158,5,8,0,0,0,0,0,0,5,8,0.0678,5,6
