Time,Year,Timestep,N_m,N_f,NPos_m,NPos_f,N_knowpos_m,N_knowpos_f,NART_m,NART_f,NVS_m,NVS_f,NNotKnowStatus_m,NNotKnowStatus_f,PropMenCirc,Cumulative_Infected_m,Cumulative_Infected_f
1975.0833,1975,4,5562,5469,7,5,0,0,0,0,0,0,7,5,0.0705,7,5
1975.1667,1975,8,5572,5483,7,5,0,0,0,0,0,0,7,5,0.0698,7,5
1975.2500,1975,12,5578,5486,7,6,0,0,0,0,0,0,7,6,0.0703,7,6
1975.3333,1975,16,5595,5496,7,6,0,0,0,0,0,0,7,6,0.0704,7,6
1975.4167,1975,20,5606,5512,7,6,0,0,0,0,0,0,7,6,0.0701,7,6
1975.5000,1975,24,5617,5527,7,6,0,0,0,0,0,0,7,6,0.0700,7,6
1975.5833,1975,28,5635,5536,7,7,0,0,0,0,0,0,7,7,0.0696,7,7
1975.6667,1975,32,5655,5532,8,7,0,0,0,0,0,0,8,7,0.0697,8,7
1975.7500,1975,36,5661,5533,8,7,0,0,0,0,0,0,8,7,0.0692,8,7
1975.8333,1975,40,5663,5547,8,8,0,0,0,0,0,0,8,8,0.0692,8,8
1975.9167,1975,44,5692,5583,8,8,0,0,0,0,0,0,8,8,0.0692,8,8
1976.0000,1976,0,5704,5587,8,8,0,0,0,0,0,0,8,8,0.0687,8,8
1976.0833,1976,4,5718,5608,19,15,0,0,0,0,0,0,19,15,0.0684,20,14
1976.1667,1976,8,5751,5651,20,15,0,0,0,0,0,0,20,15,0.0680,21,14
1976.2500,1976,12,5766,5670,20,17,0,0,0,0,0,0,20,17,0.0682,21,16
1976.3333,1976,16,5773,5682,21,18,0,0,0,0,0,0,21,18,0.0686,22,17
1976.4167,1976,20,5804,5709,22,19,0,0,0,0,0,0,22,19,0.0687,23,18
1976.5000,1976,24,5816,5711,22,19,0,0,0,0,0,0,22,19,0.0688,23,18
1976.5833,1976,28,5820,5722,23,20,0,0,0,0,0,0,23,20,0.0687,24,18
1976.6667,1976,32,5854,5736,24,20,0,0,0,0,0,0,24,20,0.0688,25,18
1976.7500,1976,36,5867,5755,24,21,0,0,0,0,0,0,24,21,0.0685,25,19
1976.8333,1976,40,5882,5776,25,21,0,0,0,0,0,0,25,21,0.0683,26,19
1976.9167,1976,44,5896,5789,26,21,0,0,0,0,0,0,26,21,0.0682,27,19
1977.0000,1977,0,5908,5790,27,23,0,0,0,0,0,0,27,23,0.0674,28,21
1977.0833,1977,4,5923,5807,36,38,0,0,0,0,0,0,36,38,0.0674,37,36
1977.1667,1977,8,5942,5834,40,39,0,0,0,0,0,0,40,39,0.0675,41,37
1977.2500,1977,12,5949,5851,42,43,0,0,0,0,0,0,42,43,0.0679,43,41
1977.3333,1977,16,5976,5866,43,44,0,0,0,0,0,0,43,44,0.0678,44,42
1977.4167,1977,20,5994,5870,45,46,0,0,0,0,0,0,45,46,0.0674,46,44
1977.5000,1977,24,6011,5879,45,47,0,0,0,0,0,0,45,47,0.0675,46,45
1977.5833,1977,28,6032,5898,45,47,0,0,0,0,0,0,45,47,0.0676,46,46
1977.6667,1977,32,6062,5919,46,49,0,0,0,0,0,0,46,49,0.0678,48,48
1977.7500,1977,36,6068,5928,47,53,0,0,0,0,0,0,47,53,0.0676,49,52
1977.8333,1977,40,6079,5944,49,55,0,0,0,0,0,0,49,55,0.0673,51,53
1977.9167,1977,44,6092,5967,49,56,0,0,0,0,0,0,49,56,0.0673,51,54
1978.0000,1978,0,6097,5974,49,59,0,0,0,0,0,0,49,59,0.0676,51,58
1978.0833,1978,4,6116,5984,56,69,0,0,0,0,0,0,56,69,0.0675,58,68
1978.1667,1978,8,6139,5988,58,69,0,0,0,0,0,0,58,69,0.0676,60,69
1978.2500,1978,12,6150,5993,60,68,0,0,0,0,0,0,60,68,0.0676,62,70
1978.3333,1978,16,6172,6014,64,71,0,0,0,0,0,0,64,71,0.0679,66,72
1978.4167,1978,20,6205,6035,65,69,0,0,0,0,0,0,65,69,0.0680,67,72
1978.5000,1978,24,6209,6042,67,72,0,0,0,0,0,0,67,72,0.0678,69,75
1978.5833,1978,28,6207,6062,72,73,0,0,0,0,0,0,72,73,0.0675,74,76
1978.6667,1978,32,6237,6075,73,78,0,0,0,0,0,0,73,78,0.0675,75,80
1978.7500,1978,36,6243,6074,75,78,0,0,0,0,0,0,75,78,0.0671,77,81
1978.8333,1978,40,6267,6072,74,78,0,0,0,0,0,0,74,78,0.0670,77,81
1978.9167,1978,44,6278,6092,75,79,0,0,0,0,0,0,75,79,0.0672,78,82
1979.0000,1979,0,6282,6101,75,83,0,0,0,0,0,0,75,83,0.0673,79,85
1979.0833,1979,4,6300,6125,83,91,0,0,0,0,0,0,83,91,0.0675,88,92
1979.1667,1979,8,6313,6152,85,96,0,0,0,0,0,0,85,96,0.0673,90,97
1979.2500,1979,12,6320,6165,87,98,0,0,0,0,0,0,87,98,0.0672,93,99
1979.3333,1979,16,6338,6187,88,98,0,0,0,0,0,0,88,98,0.0672,94,99
1979.4167,1979,20,6364,6223,89,99,0,0,0,0,0,0,89,99,0.0669,95,100
1979.5000,1979,24,6374,6232,90,99,0,0,0,0,0,0,90,99,0.0673,97,100
1979.5833,1979,28,6399,6242,89,98,0,0,0,0,0,0,89,98,0.0670,99,100
1979.6667,1979,32,6410,6253,92,100,0,0,0,0,0,0,92,100,0.0669,102,103
1979.7500,1979,36,6430,6265,95,103,0,0,0,0,0,0,95,103,0.0666,105,106
1979.8333,1979,40,6451,6290,96,104,0,0,0,0,0,0,96,104,0.0665,106,108
1979.9167,1979,44,6472,6321,97,105,0,0,0,0,0,0,97,105,0.0669,108,110
1980.0000,1980,0,6473,6332,98,108,0,0,0,0,0,0,98,108,0.0667,110,113
1980.0833,1980,4,6497,6359,105,116,0,0,0,0,0,0,105,116,0.0668,117,122
1980.1667,1980,8,6519,6381,110,118,0,0,0,0,0,0,110,118,0.0672,122,125
1980.2500,1980,12,6530,6385,114,119,0,0,0,0,0,0,114,119,0.0672,127,128
1980.3333,1980,16,6557,6400,114,121,0,0,0,0,0,0,114,121,0.0674,127,130
1980.4167,1980,20,6572,6435,118,122,0,0,0,0,0,0,118,122,0.0673,131,131
1980.5000,1980,24,6579,6432,120,125,0,0,0,0,0,0,120,125,0.0675,133,134
1980.5833,1980,28,6600,6445,121,126,0,0,0,0,0,0,121,126,0.0679,135,137
1980.6667,1980,32,6618,6463,122,128,0,0,0,0,0,0,122,128,0.0675,136,138
1980.7500,1980,36,6616,6470,128,132,0,0,0,0,0,0,128,132,0.0676,143,142
1980.8333,1980,40,6620,6491,129,136,0,0,0,0,0,0,129,136,0.0674,146,146
1980.9167,1980,44,6653,6518,133,139,0,0,0,0,0,0,133,139,0.0673,150,150
1981.0000,1981,0,6652,6524,136,146,0,0,0,0,0,0,136,146,0.0672,154,157
1981.0833,1981,4,6670,6540,135,148,0,0,0,0,0,0,135,148,0.0672,154,161
1981.1667,1981,8,6694,6578,137,150,0,0,0,0,0,0,137,150,0.0671,156,165
1981.2500,1981,12,6710,6591,143,150,0,0,0,0,0,0,143,150,0.0672,162,166
1981.3333,1981,16,6720,6613,145,153,0,0,0,0,0,0,145,153,0.0673,163,169
1981.4167,1981,20,6753,6630,150,156,0,0,0,0,0,0,150,156,0.0680,167,171
1981.5000,1981,24,6758,6636,155,157,0,0,0,0,0,0,155,157,0.0678,172,173
1981.5833,1981,28,6783,6666,158,162,0,0,0,0,0,0,158,162,0.0680,177,178
1981.6667,1981,32,6808,6688,160,169,0,0,0,0,0,0,160,169,0.0677,180,184
1981.7500,1981,36,6816,6701,162,170,0,0,0,0,0,0,162,170,0.0678,183,186
1981.8333,1981,40,6839,6717,164,173,0,0,0,0,0,0,164,173,0.0677,186,189
1981.9167,1981,44,6869,6735,167,175,0,0,0,0,0,0,167,175,0.0673,189,190
1982.0000,1982,0,6874,6752,174,182,0,0,0,0,0,0,174,182,0.0672,196,197
1982.0833,1982,4,6899,6780,178,184,0,0,0,0,0,0,178,184,0.0674,201,199
1982.1667,1982,8,6924,6816,179,188,0,0,0,0,0,0,179,188,0.0674,203,203
1982.2500,1982,12,6935,6825,183,192,0,0,0,0,0,0,183,192,0.0676,207,209
1982.3333,1982,16,6959,6840,186,196,0,0,0,0,0,0,186,196,0.0678,212,214
1982.4167,1982,20,6981,6867,189,199,0,0,0,0,0,0,189,199,0.0679,216,220
1982.5000,1982,24,6992,6870,191,201,0,0,0,0,0,0,191,201,0.0678,219,224
1982.5833,1982,28,7006,6893,193,209,0,0,0,0,0,0,193,209,0.0678,223,232
1982.6667,1982,32,7021,6923,200,210,0,0,0,0,0,0,200,210,0.0677,230,234
1982.7500,1982,36,7028,6932,204,212,0,0,0,0,0,0,204,212,0.0676,234,237
1982.8333,1982,40,7041,6957,205,213,0,0,0,0,0,0,205,213,0.0675,237,239
1982.9167,1982,44,7074,6976,208,215,0,0,0,0,0,0,208,215,0.0677,240,242
1983.0000,1983,0,7087,6991,213,218,0,0,0,0,0,0,213,218,0.0674,245,245
1983.0833,1983,4,7104,7013,217,223,0,0,0,0,0,0,217,223,0.0670,249,252
1983.1667,1983,8,7143,7037,215,225,0,0,0,0,0,0,215,225,0.0672,249,254
1983.2500,1983,12,7160,7044,218,227,0,0,0,0,0,0,218,227,0.0673,253,259
1983.3333,1983,16,7185,7060,221,232,0,0,0,0,0,0,221,232,0.0672,257,264
1983.4167,1983,20,7215,7073,225,236,0,0,0,0,0,0,225,236,0.0671,262,270
1983.5000,1983,24,7224,7099,227,238,0,0,0,0,0,0,227,238,0.0670,266,273
1983.5833,1983,28,7243,7122,231,241,0,0,0,0,0,0,231,241,0.0670,272,274
1983.6667,1983,32,7261,7147,238,249,0,0,0,0,0,0,238,249,0.0668,280,283
1983.7500,1983,36,7276,7160,243,259,0,0,0,0,0,0,243,259,0.0671,285,293
1983.8333,1983,40,7293,7181,245,261,0,0,0,0,0,0,245,261,0.0669,287,297
1983.9167,1983,44,7328,7201,249,264,0,0,0,0,0,0,249,264,0.0666,290,302
1984.0000,1984,0,7335,7219,252,270,0,0,0,0,0,0,252,270,0.0665,295,308
1984.0833,1984,4,7352,7223,258,274,0,0,0,0,0,0,258,274,0.0668,303,314
1984.1667,1984,8,7376,7245,260,277,0,0,0,0,0,0,260,277,0.0672,305,320
1984.2500,1984,12,7393,7268,263,279,0,0,0,0,0,0,263,279,0.0674,309,324
1984.3333,1984,16,7412,7277,270,279,0,0,0,0,0,0,270,279,0.0672,318,329
