Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2159,0,1094,0,1065,0,0,0,0,0,0,0,0,0,0.0567,0,0,0,35,0.4280,0.3673,0.2047,0.0000,0.0000,0.0000,0,0,0,0,0,0,193,185,198,207,142,90,79,211,161,189,212,133,86,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2299,0,1159,0,1140,0,0,0,0,0,0,0,0,0,0.0587,0,0,0,65,0.4302,0.3689,0.2010,0.0000,0.0000,0.0000,0,0,0,0,0,0,237,185,205,216,141,93,82,254,171,191,222,135,89,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2428,0,1226,0,1202,0,0,0,0,0,0,0,0,0,0.0612,0,0,0,99,0.4263,0.3690,0.2047,0.0000,0.0000,0.0000,0,0,0,0,0,0,282,193,210,217,147,96,81,279,180,199,223,147,88,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2552,0,1292,0,1260,0,0,0,0,0,0,0,0,0,0.0604,0,0,0,134,0.4252,0.3734,0.2014,0.0000,0.0000,0.0000,0,0,0,0,0,0,328,197,214,221,159,97,76,317,185,196,230,157,85,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2676,0,1343,0,1333,0,0,0,0,0,0,0,0,0,0.0603,0,0,0,167,0.4238,0.3748,0.2014,0.0000,0.0000,0.0000,0,0,0,0,0,0,315,237,219,227,170,96,79,323,235,202,232,159,91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2813,0,1412,0,1401,0,0,0,0,0,0,0,0,0,0.0637,0,0,0,209,0.4213,0.3786,0.2001,0.0000,0.0000,0.0000,0,0,0,0,0,0,319,269,232,240,167,109,76,330,291,198,239,163,93,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2930,0,1478,0,1452,0,0,0,0,0,0,0,0,0,0.0636,0,0,0,247,0.4164,0.3823,0.2014,0.0000,0.0000,0.0000,0,0,0,0,0,0,319,313,239,234,181,116,76,328,317,220,237,170,92,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3068,0,1549,0,1519,0,0,0,0,0,0,0,0,0,0.0633,0,0,0,297,0.4198,0.3807,0.1995,0.0000,0.0000,0.0000,0,0,0,0,0,0,327,359,242,246,181,119,75,345,340,235,239,179,95,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3221,0,1615,0,1606,0,0,0,0,0,0,0,0,0,0.0607,0,0,0,327,0.4201,0.3819,0.1981,0.0000,0.0000,0.0000,0,0,0,0,0,0,340,385,243,265,186,115,81,356,394,236,242,187,104,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3355,0,1689,0,1666,0,0,0,0,0,0,0,0,0,0.0628,0,0,0,361,0.4212,0.3773,0.2015,0.0000,0.0000,0.0000,0,0,0,0,0,0,347,386,288,275,185,122,86,341,403,277,264,183,114,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1910,0.000000,0.000000,0,0,0,0,0.000000,0,3484,0,1746,0,1738,0,0,0,0,0,0,0,0,0,0.0630,0,0,0,393,0.4242,0.3766,0.1992,0.0000,0.0000,0.0000,0,0,0,0,0,0,338,391,332,279,190,120,96,356,389,336,262,192,113,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
