Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2154,0,1095,0,1059,0,0,0,0,0,0,0,0,0,0.0557,0,0,0,36,0.4350,0.3895,0.1755,0.0000,0.0000,0.0000,0,0,0,0,0,0,202,182,191,223,135,90,72,199,158,197,201,141,86,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2286,0,1162,0,1124,0,0,0,0,0,0,0,0,0,0.0568,0,0,0,71,0.4396,0.3858,0.1745,0.0000,0.0000,0.0000,0,0,0,0,0,0,248,178,206,210,150,95,75,228,175,206,206,145,91,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2421,0,1228,0,1193,0,0,0,0,0,0,0,0,0,0.0578,0,0,0,111,0.4420,0.3854,0.1727,0.0000,0.0000,0.0000,0,0,0,0,0,0,294,190,207,214,154,93,76,269,184,208,215,140,100,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2558,0,1289,0,1269,0,0,0,0,0,0,0,0,0,0.0566,0,0,0,148,0.4371,0.3894,0.1736,0.0000,0.0000,0.0000,0,0,0,0,0,0,341,195,207,224,148,100,74,330,188,207,223,147,93,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2698,0,1365,0,1333,0,0,0,0,0,0,0,0,0,0.0564,0,0,0,179,0.4403,0.3851,0.1746,0.0000,0.0000,0.0000,0,0,0,0,0,0,345,241,219,225,157,103,75,333,229,219,217,159,95,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2811,0,1410,0,1401,0,0,0,0,0,0,0,0,0,0.0603,0,0,0,214,0.4422,0.3838,0.1740,0.0000,0.0000,0.0000,0,0,0,0,0,0,330,277,229,234,161,101,78,329,279,217,236,154,105,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2937,0,1477,0,1460,0,0,0,0,0,0,0,0,0,0.0562,0,0,0,256,0.4433,0.3790,0.1777,0.0000,0.0000,0.0000,0,0,0,0,0,0,322,327,240,233,173,103,79,329,305,236,244,156,102,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3072,0,1542,0,1530,0,0,0,0,0,0,0,0,0,0.0564,0,0,0,302,0.4473,0.3760,0.1768,0.0000,0.0000,0.0000,0,0,0,0,0,0,333,362,247,242,177,105,76,325,355,243,257,156,101,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3233,0,1623,0,1610,0,0,0,0,0,0,0,0,0,0.0567,0,0,0,338,0.4457,0.3783,0.1760,0.0000,0.0000,0.0000,0,0,0,0,0,0,346,409,243,264,175,106,80,341,400,236,268,167,105,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3339,0,1688,0,1651,0,0,0,0,0,0,0,0,0,0.0575,0,0,0,380,0.4432,0.3795,0.1773,0.0000,0.0000,0.0000,0,0,0,0,0,0,361,397,290,270,182,110,78,324,401,276,268,178,109,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1910,0.000000,0.000000,0,0,0,0,0.000000,0,3495,0,1759,0,1736,0,0,0,0,0,0,0,0,0,0.0580,0,0,0,410,0.4389,0.3820,0.1791,0.0000,0.0000,0.0000,0,0,0,0,0,0,362,405,334,268,197,110,83,342,399,332,266,179,118,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1911,0.000000,0.000000,0,0,0,0,0.000000,0,3621,0,1815,0,1806,0,0,0,0,0,0,0,0,0,0.0584,0,0,0,465,0.4413,0.3811,0.1776,0.0000,0.0000,0.0000,0,0,0,0,0,0,352,407,385,278,182,124,87,352,400,378,269,184,121,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1912,0.000000,0.000000,0,0,0,0,0.000000,0,3735,0,1881,0,1854,0,0,0,0,0,0,0,0,0,0.0601,0,0,0,515,0.4396,0.3802,0.1802,0.0000,0.0000,0.0000,0,0,0,0,0,0,338,421,425,288,185,133,91,331,413,427,271,186,119,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1913,0.000000,0.000000,0,0,0,0,0.000000,0,3854,0,1936,0,1918,0,0,0,0,0,0,0,0,0,0.0594,0,0,0,561,0.4411,0.3778,0.1811,0.0000,0.0000,0.0000,0,0,0,0,0,0,332,415,468,294,198,130,99,353,394,447,296,193,125,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1914,0.000000,0.000000,0,0,0,0,0.000000,0,3933,0,1961,0,1972,0,0,0,0,0,0,0,0,0,0.0586,0,0,0,594,0.4406,0.3791,0.1803,0.0000,0.0000,0.0000,0,0,0,0,0,0,290,429,494,310,197,138,103,325,415,482,315,191,133,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1915,0.000000,0.000000,0,0,0,0,0.000000,0,4026,0,2017,0,2009,0,0,0,0,0,0,0,0,0,0.0570,0,0,0,633,0.4396,0.3808,0.1796,0.0000,0.0000,0.0000,0,0,0,0,0,0,277,431,535,314,205,146,109,289,428,529,318,203,124,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1916,0.000000,0.000000,0,0,0,0,0.000000,0,4087,0,2045,0,2042,0,0,0,0,0,0,0,0,0,0.0572,0,0,0,691,0.4407,0.3793,0.1801,0.0000,0.0000,0.0000,0,0,0,0,0,0,249,425,543,364,201,154,109,272,415,541,352,214,127,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1917,0.000000,0.000000,0,0,0,0,0.000000,0,4162,0,2070,0,2092,0,0,0,0,0,0,0,0,0,0.0570,0,0,0,738,0.4399,0.3803,0.1797,0.0000,0.0000,0.0000,0,0,0,0,0,0,223,401,566,405,208,157,110,260,402,552,396,228,132,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
