Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2170,0,1108,0,1062,0,0,0,0,0,0,0,0,0,0.0587,0,0,0,34,0.3512,0.4207,0.2281,0.0000,0.0000,0.0000,0,0,0,0,0,0,213,176,191,215,151,87,75,189,174,194,198,147,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2318,0,1181,0,1137,0,0,0,0,0,0,0,0,0,0.0610,0,0,0,61,0.3464,0.4223,0.2312,0.0000,0.0000,0.0000,0,0,0,0,0,0,260,178,197,213,159,94,80,228,186,196,206,147,88,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2471,0,1258,0,1213,0,0,0,0,0,0,0,0,0,0.0628,0,0,0,87,0.3428,0.4229,0.2343,0.0000,0.0000,0.0000,0,0,0,0,0,0,309,182,202,224,165,96,80,288,180,205,213,152,90,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2591,0,1314,0,1277,0,0,0,0,0,0,0,0,0,0.0624,0,0,0,120,0.3439,0.4238,0.2323,0.0000,0.0000,0.0000,0,0,0,0,0,0,341,183,210,228,172,97,83,332,186,209,215,150,98,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2721,0,1391,0,1330,0,0,0,0,0,0,0,0,0,0.0618,0,0,0,160,0.3447,0.4237,0.2315,0.0000,0.0000,0.0000,0,0,0,0,0,0,341,249,214,228,173,96,90,327,235,199,224,156,99,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2825,0,1442,0,1383,0,0,0,0,0,0,0,0,0,0.0624,0,0,0,195,0.3437,0.4248,0.2315,0.0000,0.0000,0.0000,0,0,0,0,0,0,321,291,224,240,180,99,87,312,274,220,231,154,104,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2954,0,1505,0,1449,0,0,0,0,0,0,0,0,0,0.0638,0,0,0,226,0.3439,0.4235,0.2326,0.0000,0.0000,0.0000,0,0,0,0,0,0,309,341,233,244,183,104,91,304,309,244,226,166,108,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3075,0,1572,0,1503,0,0,0,0,0,0,0,0,0,0.0649,0,0,0,267,0.3463,0.4231,0.2306,0.0000,0.0000,0.0000,0,0,0,0,0,0,331,366,242,255,181,107,90,292,362,237,249,162,115,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3194,0,1634,0,1560,0,0,0,0,0,0,0,0,0,0.0655,0,0,0,312,0.3444,0.4258,0.2298,0.0000,0.0000,0.0000,0,0,0,0,0,0,319,422,245,259,187,113,89,299,395,241,252,169,119,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3300,0,1678,0,1622,0,0,0,0,0,0,0,0,0,0.0667,0,0,0,354,0.3448,0.4300,0.2252,0.0000,0.0000,0.0000,0,0,0,0,0,0,321,395,295,271,183,122,91,305,389,284,262,177,120,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
