Time,Year,Timestep,N_m,N_f,NPos_m,NPos_f,N_knowpos_m,N_knowpos_f,NART_m,NART_f,NVS_m,NVS_f,NNotKnowStatus_m,NNotKnowStatus_f,PropMenCirc,Cumulative_Infected_m,Cumulative_Infected_f
1975.0833,1975,4,5439,5405,5,3,0,0,0,0,0,0,5,3,0.0684,5,3
1975.1667,1975,8,5456,5423,5,3,0,0,0,0,0,0,5,3,0.0687,5,3
1975.2500,1975,12,5458,5423,5,3,0,0,0,0,0,0,5,3,0.0687,5,3
1975.3333,1975,16,5473,5422,5,3,0,0,0,0,0,0,5,3,0.0685,5,3
1975.4167,1975,20,5481,5433,5,3,0,0,0,0,0,0,5,3,0.0682,5,3
1975.5000,1975,24,5487,5444,5,3,0,0,0,0,0,0,5,3,0.0687,5,3
1975.5833,1975,28,5511,5479,5,3,0,0,0,0,0,0,5,3,0.0690,5,3
1975.6667,1975,32,5530,5497,5,4,0,0,0,0,0,0,5,4,0.0682,5,4
1975.7500,1975,36,5541,5498,5,5,0,0,0,0,0,0,5,5,0.0682,5,5
1975.8333,1975,40,5553,5515,5,5,0,0,0,0,0,0,5,5,0.0679,5,5
1975.9167,1975,44,5578,5522,5,6,0,0,0,0,0,0,5,6,0.0678,5,6
1976.0000,1976,0,5587,5527,5,6,0,0,0,0,0,0,5,6,0.0678,5,6
1976.0833,1976,4,5600,5549,10,15,0,0,0,0,0,0,10,15,0.0682,10,15
1976.1667,1976,8,5621,5571,10,15,0,0,0,0,0,0,10,15,0.0674,10,15
1976.2500,1976,12,5620,5584,10,15,0,0,0,0,0,0,10,15,0.0674,10,15
1976.3333,1976,16,5637,5606,10,15,0,0,0,0,0,0,10,15,0.0674,10,15
1976.4167,1976,20,5662,5622,10,15,0,0,0,0,0,0,10,15,0.0675,10,15
1976.5000,1976,24,5669,5632,10,16,0,0,0,0,0,0,10,16,0.0676,10,16
1976.5833,1976,28,5685,5652,10,16,0,0,0,0,0,0,10,16,0.0672,10,16
1976.6667,1976,32,5709,5677,10,16,0,0,0,0,0,0,10,16,0.0671,10,16
1976.7500,1976,36,5721,5685,10,16,0,0,0,0,0,0,10,16,0.0671,10,16
1976.8333,1976,40,5726,5694,10,16,0,0,0,0,0,0,10,16,0.0674,10,16
1976.9167,1976,44,5737,5711,10,16,0,0,0,0,0,0,10,16,0.0675,10,16
1977.0000,1977,0,5751,5725,10,16,0,0,0,0,0,0,10,16,0.0671,10,16
1977.0833,1977,4,5762,5753,14,21,0,0,0,0,0,0,14,21,0.0670,14,21
1977.1667,1977,8,5783,5775,14,21,0,0,0,0,0,0,14,21,0.0669,14,21
1977.2500,1977,12,5792,5786,14,21,0,0,0,0,0,0,14,21,0.0668,14,21
1977.3333,1977,16,5809,5803,14,21,0,0,0,0,0,0,14,21,0.0666,14,21
1977.4167,1977,20,5830,5814,14,23,0,0,0,0,0,0,14,23,0.0672,14,23
1977.5000,1977,24,5830,5821,14,23,0,0,0,0,0,0,14,23,0.0667,14,23
1977.5833,1977,28,5848,5830,14,23,0,0,0,0,0,0,14,23,0.0672,14,23
1977.6667,1977,32,5873,5854,14,23,0,0,0,0,0,0,14,23,0.0683,14,23
1977.7500,1977,36,5873,5862,16,24,0,0,0,0,0,0,16,24,0.0681,16,24
1977.8333,1977,40,5887,5879,16,26,0,0,0,0,0,0,16,26,0.0679,16,26
1977.9167,1977,44,5900,5891,17,26,0,0,0,0,0,0,17,26,0.0676,17,26
