Time,Year,Timestep,N_m,N_f,NPos_m,NPos_f,N_knowpos_m,N_knowpos_f,NART_m,NART_f,NVS_m,NVS_f,NNotKnowStatus_m,NNotKnowStatus_f,PropMenCirc,Cumulative_Infected_m,Cumulative_Infected_f
1975.0833,1975,4,5448,5269,10,10,0,0,0,0,0,0,10,10,0.0655,10,10
1975.1667,1975,8,5458,5285,10,11,0,0,0,0,0,0,10,11,0.0654,10,11
1975.2500,1975,12,5456,5292,10,12,0,0,0,0,0,0,10,12,0.0652,10,12
1975.3333,1975,16,5472,5304,10,12,0,0,0,0,0,0,10,12,0.0654,10,12
1975.4167,1975,20,5479,5316,10,12,0,0,0,0,0,0,10,12,0.0653,10,12
1975.5000,1975,24,5485,5326,10,12,0,0,0,0,0,0,10,12,0.0655,10,12
1975.5833,1975,28,5495,5351,11,12,0,0,0,0,0,0,11,12,0.0657,11,12
1975.6667,1975,32,5509,5377,11,13,0,0,0,0,0,0,11,13,0.0659,11,13
1975.7500,1975,36,5507,5378,12,13,0,0,0,0,0,0,12,13,0.0657,12,13
1975.8333,1975,40,5517,5391,12,14,0,0,0,0,0,0,12,14,0.0658,12,14
1975.9167,1975,44,5551,5421,12,14,0,0,0,0,0,0,12,14,0.0661,12,15
1976.0000,1976,0,5554,5434,12,14,0,0,0,0,0,0,12,14,0.0663,12,15
1976.0833,1976,4,5571,5453,21,26,0,0,0,0,0,0,21,26,0.0661,21,27
1976.1667,1976,8,5601,5472,22,26,0,0,0,0,0,0,22,26,0.0659,22,27
1976.2500,1976,12,5610,5478,23,27,0,0,0,0,0,0,23,27,0.0658,23,28
1976.3333,1976,16,5626,5497,24,29,0,0,0,0,0,0,24,29,0.0654,24,30
1976.4167,1976,20,5646,5519,24,30,0,0,0,0,0,0,24,30,0.0652,24,31
1976.5000,1976,24,5653,5532,24,31,0,0,0,0,0,0,24,31,0.0647,24,32
1976.5833,1976,28,5670,5535,24,31,0,0,0,0,0,0,24,31,0.0651,24,32
1976.6667,1976,32,5684,5547,24,34,0,0,0,0,0,0,24,34,0.0647,24,34
1976.7500,1976,36,5687,5562,24,35,0,0,0,0,0,0,24,35,0.0651,24,35
1976.8333,1976,40,5702,5573,25,35,0,0,0,0,0,0,25,35,0.0652,25,35
1976.9167,1976,44,5730,5591,25,38,0,0,0,0,0,0,25,38,0.0654,25,38
1977.0000,1977,0,5733,5599,27,40,0,0,0,0,0,0,27,40,0.0656,27,40
1977.0833,1977,4,5755,5609,39,56,0,0,0,0,0,0,39,56,0.0655,39,56
1977.1667,1977,8,5776,5625,39,57,0,0,0,0,0,0,39,57,0.0660,39,57
1977.2500,1977,12,5794,5639,42,61,0,0,0,0,0,0,42,61,0.0656,42,61
1977.3333,1977,16,5807,5661,42,61,0,0,0,0,0,0,42,61,0.0654,42,61
1977.4167,1977,20,5841,5673,43,61,0,0,0,0,0,0,43,61,0.0659,43,62
1977.5000,1977,24,5851,5678,44,60,0,0,0,0,0,0,44,60,0.0658,44,62
1977.5833,1977,28,5870,5694,46,63,0,0,0,0,0,0,46,63,0.0658,45,65
1977.6667,1977,32,5901,5715,48,65,0,0,0,0,0,0,48,65,0.0659,47,67
1977.7500,1977,36,5920,5729,50,66,0,0,0,0,0,0,50,66,0.0660,49,68
1977.8333,1977,40,5931,5739,51,69,0,0,0,0,0,0,51,69,0.0664,50,71
1977.9167,1977,44,5951,5751,52,73,0,0,0,0,0,0,52,73,0.0662,51,77
1978.0000,1978,0,5967,5759,56,72,0,0,0,0,0,0,56,72,0.0662,55,77
1978.0833,1978,4,5983,5774,67,91,0,0,0,0,0,0,67,91,0.0662,66,96
1978.1667,1978,8,6007,5801,69,95,0,0,0,0,0,0,69,95,0.0658,68,100
1978.2500,1978,12,6014,5820,71,98,0,0,0,0,0,0,71,98,0.0655,70,103
1978.3333,1978,16,6030,5825,73,99,0,0,0,0,0,0,73,99,0.0658,72,104
1978.4167,1978,20,6054,5845,74,99,0,0,0,0,0,0,74,99,0.0657,73,104
1978.5000,1978,24,6071,5847,74,101,0,0,0,0,0,0,74,101,0.0657,73,106
1978.5833,1978,28,6088,5868,75,103,0,0,0,0,0,0,75,103,0.0655,74,108
1978.6667,1978,32,6122,5902,76,106,0,0,0,0,0,0,76,106,0.0655,75,109
1978.7500,1978,36,6125,5906,75,109,0,0,0,0,0,0,75,109,0.0656,75,111
1978.8333,1978,40,6140,5926,78,112,0,0,0,0,0,0,78,112,0.0656,79,114
1978.9167,1978,44,6162,5949,82,115,0,0,0,0,0,0,82,115,0.0657,82,116
1979.0000,1979,0,6184,5955,83,117,0,0,0,0,0,0,83,117,0.0657,83,118
1979.0833,1979,4,6192,5967,98,134,0,0,0,0,0,0,98,134,0.0656,98,136
1979.1667,1979,8,6204,5989,101,139,0,0,0,0,0,0,101,139,0.0658,101,141
1979.2500,1979,12,6213,6001,105,145,0,0,0,0,0,0,105,145,0.0657,106,147
1979.3333,1979,16,6237,6018,107,147,0,0,0,0,0,0,107,147,0.0659,108,149
1979.4167,1979,20,6265,6047,108,151,0,0,0,0,0,0,108,151,0.0659,109,153
1979.5000,1979,24,6275,6056,108,155,0,0,0,0,0,0,108,155,0.0655,110,158
1979.5833,1979,28,6286,6069,109,158,0,0,0,0,0,0,109,158,0.0655,111,161
1979.6667,1979,32,6320,6086,112,161,0,0,0,0,0,0,112,161,0.0653,115,165
1979.7500,1979,36,6318,6098,113,164,0,0,0,0,0,0,113,164,0.0654,119,169
1979.8333,1979,40,6337,6108,116,171,0,0,0,0,0,0,116,171,0.0655,122,176
1979.9167,1979,44,6365,6132,120,177,0,0,0,0,0,0,120,177,0.0655,127,182
1980.0000,1980,0,6384,6131,121,183,0,0,0,0,0,0,121,183,0.0656,129,188
1980.0833,1980,4,6401,6142,146,201,0,0,0,0,0,0,146,201,0.0650,154,205
1980.1667,1980,8,6419,6164,148,203,0,0,0,0,0,0,148,203,0.0651,157,206
1980.2500,1980,12,6425,6178,149,205,0,0,0,0,0,0,149,205,0.0651,159,210
1980.3333,1980,16,6441,6197,149,208,0,0,0,0,0,0,149,208,0.0657,162,215
1980.4167,1980,20,6463,6224,155,211,0,0,0,0,0,0,155,211,0.0658,168,220
1980.5000,1980,24,6481,6227,157,224,0,0,0,0,0,0,157,224,0.0659,171,233
1980.5833,1980,28,6497,6236,160,233,0,0,0,0,0,0,160,233,0.0657,174,242
1980.6667,1980,32,6521,6261,166,238,0,0,0,0,0,0,166,238,0.0661,181,248
1980.7500,1980,36,6534,6267,170,241,0,0,0,0,0,0,170,241,0.0657,185,253
1980.8333,1980,40,6552,6282,171,249,0,0,0,0,0,0,171,249,0.0659,187,262
1980.9167,1980,44,6570,6301,170,260,0,0,0,0,0,0,170,260,0.0658,189,275
1981.0000,1981,0,6572,6303,182,274,0,0,0,0,0,0,182,274,0.0656,201,289
1981.0833,1981,4,6588,6313,191,293,0,0,0,0,0,0,191,293,0.0657,210,309
1981.1667,1981,8,6617,6320,190,299,0,0,0,0,0,0,190,299,0.0656,212,316
1981.2500,1981,12,6629,6324,193,303,0,0,0,0,0,0,193,303,0.0653,215,322
1981.3333,1981,16,6636,6361,194,317,0,0,0,0,0,0,194,317,0.0645,217,337
1981.4167,1981,20,6668,6383,203,322,0,0,0,0,0,0,203,322,0.0648,225,344
1981.5000,1981,24,6686,6383,211,335,0,0,0,0,0,0,211,335,0.0648,233,356
1981.5833,1981,28,6699,6412,214,339,0,0,0,0,0,0,214,339,0.0649,236,362
1981.6667,1981,32,6719,6445,221,347,0,0,0,0,0,0,221,347,0.0653,243,370
1981.7500,1981,36,6722,6453,223,353,0,0,0,0,0,0,223,353,0.0655,246,375
1981.8333,1981,40,6748,6470,228,357,0,0,0,0,0,0,228,357,0.0661,252,379
1981.9167,1981,44,6778,6499,232,363,0,0,0,0,0,0,232,363,0.0658,257,388
1982.0000,1982,0,6790,6512,238,370,0,0,0,0,0,0,238,370,0.0661,263,396
1982.0833,1982,4,6811,6538,243,379,0,0,0,0,0,0,243,379,0.0658,271,407
1982.1667,1982,8,6840,6571,248,392,0,0,0,0,0,0,248,392,0.0656,279,419
1982.2500,1982,12,6848,6579,255,406,0,0,0,0,0,0,255,406,0.0657,286,431
1982.3333,1982,16,6884,6604,268,422,0,0,0,0,0,0,268,422,0.0658,298,446
1982.4167,1982,20,6911,6637,273,432,0,0,0,0,0,0,273,432,0.0658,305,456
1982.5000,1982,24,6909,6641,276,435,0,0,0,0,0,0,276,435,0.0660,311,463
1982.5833,1982,28,6921,6660,285,449,0,0,0,0,0,0,285,449,0.0663,320,478
1982.6667,1982,32,6952,6682,294,457,0,0,0,0,0,0,294,457,0.0659,330,488
1982.7500,1982,36,6951,6693,301,477,0,0,0,0,0,0,301,477,0.0653,341,511
1982.8333,1982,40,6971,6719,308,483,0,0,0,0,0,0,308,483,0.0660,350,519
1982.9167,1982,44,7009,6736,313,496,0,0,0,0,0,0,313,496,0.0661,356,534
1983.0000,1983,0,7023,6748,316,508,0,0,0,0,0,0,316,508,0.0664,361,545
1983.0833,1983,4,7053,6762,326,514,0,0,0,0,0,0,326,514,0.0669,372,553
1983.1667,1983,8,7081,6794,332,525,0,0,0,0,0,0,332,525,0.0669,379,567
1983.2500,1983,12,7089,6799,336,533,0,0,0,0,0,0,336,533,0.0673,384,582
1983.3333,1983,16,7103,6816,340,539,0,0,0,0,0,0,340,539,0.0670,388,589
1983.4167,1983,20,7141,6859,349,548,0,0,0,0,0,0,349,548,0.0669,399,601
1983.5000,1983,24,7151,6876,361,557,0,0,0,0,0,0,361,557,0.0667,411,610
1983.5833,1983,28,7160,6894,366,565,0,0,0,0,0,0,366,565,0.0668,418,620
1983.6667,1983,32,7182,6918,372,579,0,0,0,0,0,0,372,579,0.0670,429,638
1983.7500,1983,36,7191,6919,389,592,0,0,0,0,0,0,389,592,0.0670,446,653
1983.8333,1983,40,7208,6937,392,601,0,0,0,0,0,0,392,601,0.0674,450,666
1983.9167,1983,44,7239,6979,395,619,0,0,0,0,0,0,395,619,0.0680,455,684
