Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2164,0,1093,0,1071,0,0,0,0,0,0,0,0,0,0.0595,0,0,0,30,0.4644,0.4150,0.1206,0.0000,0.0000,0.0000,0,0,0,0,0,0,207,164,198,212,146,87,79,210,153,194,211,141,89,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2312,0,1183,0,1129,0,0,0,0,0,0,0,0,0,0.0617,0,0,0,65,0.4654,0.4152,0.1194,0.0000,0.0000,0.0000,0,0,0,0,0,0,276,166,206,218,146,90,81,231,164,208,215,141,91,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2417,0,1231,0,1186,0,0,0,0,0,0,0,0,0,0.0617,0,0,0,99,0.4663,0.4121,0.1216,0.0000,0.0000,0.0000,0,0,0,0,0,0,292,188,197,235,144,89,86,272,170,212,204,152,97,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2541,0,1284,0,1257,0,0,0,0,0,0,0,0,0,0.0600,0,0,0,137,0.4652,0.4144,0.1204,0.0000,0.0000,0.0000,0,0,0,0,0,0,323,204,184,243,152,96,82,317,178,212,213,160,99,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2686,0,1367,0,1319,0,0,0,0,0,0,0,0,0,0.0636,0,0,0,184,0.4631,0.4114,0.1255,0.0000,0.0000,0.0000,0,0,0,0,0,0,344,242,203,236,165,94,83,321,234,201,229,156,99,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2802,0,1421,0,1381,0,0,0,0,0,0,0,0,0,0.0654,0,0,0,233,0.4643,0.4094,0.1263,0.0000,0.0000,0.0000,0,0,0,0,0,0,318,306,209,239,168,95,86,327,276,203,229,159,104,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2911,0,1477,0,1434,0,0,0,0,0,0,0,0,0,0.0650,0,0,0,273,0.4617,0.4112,0.1271,0.0000,0.0000,0.0000,0,0,0,0,0,0,332,328,223,241,162,101,90,324,300,230,226,160,108,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3041,0,1533,0,1508,0,0,0,0,0,0,0,0,0,0.0659,0,0,0,309,0.4623,0.4107,0.1269,0.0000,0.0000,0.0000,0,0,0,0,0,0,332,354,235,250,175,101,86,328,345,227,243,162,118,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3183,0,1605,0,1578,0,0,0,0,0,0,0,0,0,0.0673,0,0,0,336,0.4653,0.4090,0.1257,0.0000,0.0000,0.0000,0,0,0,0,0,0,314,410,245,266,174,110,86,326,389,226,259,170,120,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3285,0,1654,0,1631,0,0,0,0,0,0,0,0,0,0.0653,0,0,0,379,0.4642,0.4116,0.1242,0.0000,0.0000,0.0000,0,0,0,0,0,0,305,408,299,263,183,109,87,315,391,276,270,166,115,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1910,0.000000,0.000000,0,0,0,0,0.000000,0,3384,0,1704,0,1680,0,0,0,0,0,0,0,0,0,0.0646,0,0,0,431,0.4657,0.4131,0.1212,0.0000,0.0000,0.0000,0,0,0,0,0,0,306,380,368,253,190,117,90,310,386,316,269,178,120,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1911,0.000000,0.000000,0,0,0,0,0.000000,0,3493,0,1758,0,1735,0,0,0,0,0,0,0,0,0,0.0671,0,0,0,485,0.4641,0.4163,0.1197,0.0000,0.0000,0.0000,0,0,0,0,0,0,309,393,380,273,192,115,96,305,400,362,264,181,120,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1912,0.000000,0.000000,0,0,0,0,0.000000,0,3585,0,1814,0,1771,0,0,0,0,0,0,0,0,0,0.0650,0,0,0,527,0.4647,0.4139,0.1213,0.0000,0.0000,0.0000,0,0,0,0,0,0,303,399,418,274,208,113,99,280,398,412,268,173,129,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1913,0.000000,0.000000,0,0,0,0,0.000000,0,3686,0,1871,0,1815,0,0,0,0,0,0,0,0,0,0.0652,0,0,0,579,0.4658,0.4129,0.1213,0.0000,0.0000,0.0000,0,0,0,0,0,0,317,367,479,275,215,121,97,274,389,442,286,181,135,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1914,0.000000,0.000000,0,0,0,0,0.000000,0,3746,0,1910,0,1836,0,0,0,0,0,0,0,0,0,0.0649,0,0,0,628,0.4637,0.4135,0.1228,0.0000,0.0000,0.0000,0,0,0,0,0,0,298,371,506,296,205,135,99,249,372,486,286,198,133,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1915,0.000000,0.000000,0,0,0,0,0.000000,0,3819,0,1935,0,1884,0,0,0,0,0,0,0,0,0,0.0636,0,0,0,672,0.4627,0.4135,0.1239,0.0000,0.0000,0.0000,0,0,0,0,0,0,272,371,534,306,213,141,98,233,383,511,300,202,135,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1916,0.000000,0.000000,0,0,0,0,0.000000,0,3872,0,1963,0,1909,0,0,0,0,0,0,0,0,0,0.0632,0,0,0,727,0.4618,0.4137,0.1245,0.0000,0.0000,0.0000,0,0,0,0,0,0,250,370,529,356,219,135,104,232,348,517,353,195,141,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1917,0.000000,0.000000,0,0,0,0,0.000000,0,3929,0,1981,0,1948,0,0,0,0,0,0,0,0,0,0.0606,0,0,0,786,0.4594,0.4166,0.1240,0.0000,0.0000,0.0000,0,0,0,0,0,0,208,375,507,419,219,151,102,235,332,520,383,207,144,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1918,0.000000,0.000000,0,0,0,0,0.000000,0,3997,0,2019,0,1978,0,0,0,0,0,0,0,0,0,0.0619,0,0,0,835,0.4598,0.4168,0.1233,0.0000,0.0000,0.0000,0,0,0,0,0,0,209,364,513,439,232,152,110,242,309,517,414,220,148,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1919,0.000000,0.000000,0,0,0,0,0.000000,0,4094,0,2064,0,2030,0,0,0,0,0,0,0,0,0,0.0635,0,0,0,887,0.4617,0.4155,0.1229,0.0000,0.0000,0.0000,0,0,0,0,0,0,232,336,513,482,228,155,118,253,304,507,460,231,145,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1920,0.000000,0.000000,0,0,0,0,0.000000,0,4185,0,2106,0,2079,0,0,0,0,0,0,0,0,0,0.0636,0,0,0,947,0.4626,0.4160,0.1214,0.0000,0.0000,0.0000,0,0,0,0,0,0,248,310,489,548,221,165,125,277,275,504,504,231,151,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1921,0.000000,0.000000,0,0,0,0,0.000000,0,4281,0,2158,0,2123,0,0,0,0,0,0,0,0,0,0.0635,0,0,0,1026,0.4616,0.4167,0.1217,0.0000,0.0000,0.0000,0,0,0,0,0,0,297,274,486,573,237,165,126,291,290,473,549,223,157,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1922,0.000000,0.000000,0,0,0,0,0.000000,0,4365,0,2198,0,2167,0,0,0,0,0,0,0,0,0,0.0637,0,0,0,1099,0.4619,0.4172,0.1210,0.0000,0.0000,0.0000,0,0,0,0,0,0,313,251,493,598,237,172,134,313,277,471,577,231,150,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1923,0.000000,0.000000,0,0,0,0,0.000000,0,4480,0,2258,0,2222,0,0,0,0,0,0,0,0,0,0.0660,0,0,0,1161,0.4627,0.4163,0.1210,0.0000,0.0000,0.0000,0,0,0,0,0,0,333,269,479,623,238,177,139,319,307,434,612,246,157,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1924,0.000000,0.000000,0,0,0,0,0.000000,0,4610,0,2329,0,2281,0,0,0,0,0,0,0,0,0,0.0674,0,0,0,1220,0.4629,0.4167,0.1204,0.0000,0.0000,0.0000,0,0,0,0,0,0,363,296,451,647,260,165,147,326,323,416,649,249,170,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1925,0.000000,0.000000,0,0,0,0,0.000000,0,4756,0,2390,0,2366,0,0,0,0,0,0,0,0,0,0.0669,0,0,0,1273,0.4605,0.4199,0.1196,0.0000,0.0000,0.0000,0,0,0,0,0,0,364,328,440,665,276,166,151,351,354,400,665,262,174,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1926,0.000000,0.000000,0,0,0,0,0.000000,0,4911,0,2463,0,2448,0,0,0,0,0,0,0,0,0,0.0662,0,0,0,1333,0.4612,0.4197,0.1191,0.0000,0.0000,0.0000,0,0,0,0,0,0,393,362,408,664,315,168,153,380,364,402,662,308,167,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1927,0.000000,0.000000,0,0,0,0,0.000000,0,5071,0,2544,0,2527,0,0,0,0,0,0,0,0,0,0.0676,0,0,0,1397,0.4620,0.4192,0.1187,0.0000,0.0000,0.0000,0,0,0,0,0,0,415,396,389,647,370,171,156,404,389,374,670,337,183,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1928,0.000000,0.000000,0,0,0,0,0.000000,0,5235,0,2636,0,2599,0,0,0,0,0,0,0,0,0,0.0668,0,0,0,1464,0.4625,0.4168,0.1207,0.0000,0.0000,0.0000,0,0,0,0,0,0,436,425,387,658,390,184,156,424,392,399,659,360,189,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1929,0.000000,0.000000,0,0,0,0,0.000000,0,5381,0,2721,0,2660,0,0,0,0,0,0,0,0,0,0.0684,0,0,0,1533,0.4616,0.4181,0.1202,0.0000,0.0000,0.0000,0,0,0,0,0,0,461,439,381,669,428,181,162,415,426,409,644,401,199,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1930,0.000000,0.000000,0,0,0,0,0.000000,0,5537,0,2797,0,2740,0,0,0,0,0,0,0,0,0,0.0690,0,0,0,1594,0.4604,0.4181,0.1215,0.0000,0.0000,0.0000,0,0,0,0,0,0,464,459,410,634,479,184,167,416,453,445,609,443,192,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1931,0.000000,0.000000,0,0,0,0,0.000000,0,5677,0,2870,0,2807,0,0,0,0,0,0,0,0,0,0.0697,0,0,0,1680,0.4576,0.4194,0.1230,0.0000,0.0000,0.0000,0,0,0,0,0,0,468,494,436,611,495,204,162,414,480,466,590,489,188,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1932,0.000000,0.000000,0,0,0,0,0.000000,0,5823,0,2953,0,2870,0,0,0,0,0,0,0,0,0,0.0721,0,0,0,1778,0.4560,0.4221,0.1219,0.0000,0.0000,0.0000,0,0,0,0,0,0,474,521,472,597,518,198,173,419,498,494,573,515,198,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1933,0.000000,0.000000,0,0,0,0,0.000000,0,5961,0,2998,0,2963,0,0,0,0,0,0,0,0,0,0.0717,0,0,0,1858,0.4556,0.4234,0.1210,0.0000,0.0000,0.0000,0,0,0,0,0,0,457,528,528,565,541,195,184,438,515,509,560,546,208,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1934,0.000000,0.000000,0,0,0,0,0.000000,0,6122,0,3080,0,3042,0,0,0,0,0,0,0,0,0,0.0724,0,0,0,1937,0.4546,0.4249,0.1205,0.0000,0.0000,0.0000,0,0,0,0,0,0,474,549,552,549,563,210,183,445,508,559,539,583,210,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1935,0.000000,0.000000,0,0,0,0,0.000000,0,6298,0,3171,0,3127,0,0,0,0,0,0,0,0,0,0.0728,0,0,0,1999,0.4578,0.4227,0.1196,0.0000,0.0000,0.0000,0,0,0,0,0,0,473,569,586,550,581,223,189,463,504,583,550,599,224,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1936,0.000000,0.000000,0,0,0,0,0.000000,0,6450,0,3243,0,3207,0,0,0,0,0,0,0,0,0,0.0728,0,0,0,2090,0.4594,0.4217,0.1189,0.0000,0.0000,0.0000,0,0,0,0,0,0,460,582,620,556,582,254,189,473,506,615,555,596,264,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1937,0.000000,0.000000,0,0,0,0,0.000000,0,6626,0,3333,0,3293,0,0,0,0,0,0,0,0,0,0.0717,0,0,0,2188,0.4612,0.4203,0.1185,0.0000,0.0000,0.0000,0,0,0,0,0,0,495,553,657,562,574,298,194,489,521,629,557,599,289,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1938,0.000000,0.000000,0,0,0,0,0.000000,0,6772,0,3396,0,3376,0,0,0,0,0,0,0,0,0,0.0716,0,0,0,2293,0.4588,0.4213,0.1199,0.0000,0.0000,0.0000,0,0,0,0,0,0,490,567,682,555,586,310,206,502,536,642,586,575,315,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1939,0.000000,0.000000,0,0,0,0,0.000000,0,6941,0,3484,0,3457,0,0,0,0,0,0,0,0,0,0.0729,0,0,0,2392,0.4606,0.4195,0.1199,0.0000,0.0000,0.0000,0,0,0,0,0,0,509,579,693,569,590,339,205,512,545,662,594,566,351,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1940,0.000000,0.000000,0,0,0,0,0.000000,0,7080,0,3559,0,3521,0,0,0,0,0,0,0,0,0,0.0728,0,0,0,2496,0.4597,0.4212,0.1191,0.0000,0.0000,0.0000,0,0,0,0,0,0,519,573,714,614,549,388,202,501,572,670,630,535,384,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
