Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2166,0,1111,0,1055,0,0,0,0,0,0,0,0,0,0.0531,0,0,0,27,0.5540,0.3744,0.0716,0.0000,0.0000,0.0000,0,0,0,0,0,0,206,178,186,228,143,82,88,190,166,198,193,149,83,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2279,0,1168,0,1111,0,0,0,0,0,0,0,0,0,0.0514,0,0,0,64,0.5524,0.3725,0.0750,0.0000,0.0000,0.0000,0,0,0,0,0,0,252,169,201,219,151,92,84,218,171,205,198,152,87,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2384,0,1216,0,1168,0,0,0,0,0,0,0,0,0,0.0526,0,0,0,103,0.5554,0.3683,0.0763,0.0000,0.0000,0.0000,0,0,0,0,0,0,281,177,210,228,147,90,83,250,176,209,202,157,90,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2518,0,1289,0,1229,0,0,0,0,0,0,0,0,0,0.0551,0,0,0,141,0.5528,0.3709,0.0763,0.0000,0.0000,0.0000,0,0,0,0,0,0,329,186,212,231,153,91,87,289,178,213,215,156,95,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2645,0,1364,0,1281,0,0,0,0,0,0,0,0,0,0.0565,0,0,0,182,0.5486,0.3735,0.0779,0.0000,0.0000,0.0000,0,0,0,0,0,0,334,251,208,236,153,95,87,292,223,201,223,162,101,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2763,0,1425,0,1338,0,0,0,0,0,0,0,0,0,0.0561,0,0,0,210,0.5480,0.3735,0.0785,0.0000,0.0000,0.0000,0,0,0,0,0,0,330,281,226,241,152,102,93,293,250,217,219,171,102,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2881,0,1473,0,1408,0,0,0,0,0,0,0,0,0,0.0563,0,0,0,248,0.5484,0.3728,0.0788,0.0000,0.0000,0.0000,0,0,0,0,0,0,331,315,235,243,156,105,88,300,284,229,225,174,109,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,2995,0,1536,0,1459,0,0,0,0,0,0,0,0,0,0.0566,0,0,0,293,0.5449,0.3773,0.0778,0.0000,0.0000,0.0000,0,0,0,0,0,0,327,364,240,258,157,105,85,289,322,238,238,169,115,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3126,0,1599,0,1527,0,0,0,0,0,0,0,0,0,0.0550,0,0,0,331,0.5451,0.3772,0.0777,0.0000,0.0000,0.0000,0,0,0,0,0,0,316,416,236,270,168,107,86,306,348,242,254,172,113,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3262,0,1674,0,1588,0,0,0,0,0,0,0,0,0,0.0550,0,0,0,385,0.5472,0.3752,0.0776,0.0000,0.0000,0.0000,0,0,0,0,0,0,349,397,289,279,176,108,76,317,347,273,267,175,116,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1910,0.000000,0.000000,0,0,0,0,0.000000,0,3388,0,1741,0,1647,0,0,0,0,0,0,0,0,0,0.0528,0,0,0,435,0.5466,0.3749,0.0785,0.0000,0.0000,0.0000,0,0,0,0,0,0,368,389,335,263,195,111,80,320,361,300,280,171,122,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1911,0.000000,0.000000,0,0,0,0,0.000000,0,3519,0,1809,0,1710,0,0,0,0,0,0,0,0,0,0.0531,0,0,0,479,0.5459,0.3751,0.0790,0.0000,0.0000,0.0000,0,0,0,0,0,0,373,404,378,261,187,117,89,332,358,346,281,174,123,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1912,0.000000,0.000000,0,0,0,0,0.000000,0,3639,0,1860,0,1779,0,0,0,0,0,0,0,0,0,0.0527,0,0,0,522,0.5444,0.3765,0.0791,0.0000,0.0000,0.0000,0,0,0,0,0,0,366,392,416,283,196,116,91,332,366,380,288,181,131,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1913,0.000000,0.000000,0,0,0,0,0.000000,0,3769,0,1933,0,1836,0,0,0,0,0,0,0,0,0,0.0538,0,0,0,565,0.5439,0.3789,0.0772,0.0000,0.0000,0.0000,0,0,0,0,0,0,349,408,470,294,194,122,96,331,379,404,292,194,129,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1914,0.000000,0.000000,0,0,0,0,0.000000,0,3824,0,1965,0,1859,0,0,0,0,0,0,0,0,0,0.0545,0,0,0,611,0.5439,0.3787,0.0774,0.0000,0.0000,0.0000,0,0,0,0,0,0,311,428,500,300,199,123,104,292,392,433,295,202,138,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1915,0.000000,0.000000,0,0,0,0,0.000000,0,3896,0,2007,0,1889,0,0,0,0,0,0,0,0,0,0.0553,0,0,0,649,0.5465,0.3755,0.0780,0.0000,0.0000,0.0000,0,0,0,0,0,0,278,445,534,308,202,128,112,261,392,471,313,197,145,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1916,0.000000,0.000000,0,0,0,0,0.000000,0,3952,0,2029,0,1923,0,0,0,0,0,0,0,0,0,0.0572,0,0,0,705,0.5481,0.3745,0.0774,0.0000,0.0000,0.0000,0,0,0,0,0,0,255,429,529,369,207,128,112,234,409,469,345,202,147,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1917,0.000000,0.000000,0,0,0,0,0.000000,0,4019,0,2071,0,1948,0,0,0,0,0,0,0,0,0,0.0594,0,0,0,761,0.5481,0.3745,0.0774,0.0000,0.0000,0.0000,0,0,0,0,0,0,237,443,519,405,228,126,113,206,401,488,372,216,145,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1918,0.000000,0.000000,0,0,0,0,0.000000,0,4120,0,2121,0,1999,0,0,0,0,0,0,0,0,0,0.0613,0,0,0,813,0.5498,0.3733,0.0769,0.0000,0.0000,0.0000,0,0,0,0,0,0,258,389,555,431,242,135,111,235,363,501,402,230,151,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1919,0.000000,0.000000,0,0,0,0,0.000000,0,4221,0,2167,0,2054,0,0,0,0,0,0,0,0,0,0.0646,0,0,0,869,0.5484,0.3753,0.0763,0.0000,0.0000,0.0000,0,0,0,0,0,0,274,355,551,486,250,140,111,265,332,501,448,239,150,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1920,0.000000,0.000000,0,0,0,0,0.000000,0,4305,0,2213,0,2092,0,0,0,0,0,0,0,0,0,0.0655,0,0,0,930,0.5482,0.3775,0.0743,0.0000,0.0000,0.0000,0,0,0,0,0,0,303,320,549,533,237,159,112,268,315,512,471,253,147,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1921,0.000000,0.000000,0,0,0,0,0.000000,0,4398,0,2258,0,2140,0,0,0,0,0,0,0,0,0,0.0673,0,0,0,979,0.5518,0.3743,0.0739,0.0000,0.0000,0.0000,0,0,0,0,0,0,301,318,552,569,235,160,123,289,279,525,510,256,152,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1922,0.000000,0.000000,0,0,0,0,0.000000,0,4522,0,2302,0,2220,0,0,0,0,0,0,0,0,0,0.0682,0,0,0,1025,0.5544,0.3733,0.0723,0.0000,0.0000,0.0000,0,0,0,0,0,0,299,302,568,590,256,161,126,306,275,530,549,259,161,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1923,0.000000,0.000000,0,0,0,0,0.000000,0,4626,0,2346,0,2280,0,0,0,0,0,0,0,0,0,0.0678,0,0,0,1093,0.5536,0.3742,0.0722,0.0000,0.0000,0.0000,0,0,0,0,0,0,307,323,527,633,270,154,132,312,310,507,569,261,172,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1924,0.000000,0.000000,0,0,0,0,0.000000,0,4752,0,2410,0,2342,0,0,0,0,0,0,0,0,0,0.0660,0,0,0,1153,0.5537,0.3756,0.0707,0.0000,0.0000,0.0000,0,0,0,0,0,0,321,341,517,657,280,159,135,341,324,468,609,265,182,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
