Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2158,0,1099,0,1059,0,0,0,0,0,0,0,0,0,0.0591,0,0,0,30,0.4407,0.4555,0.1038,0.0000,0.0000,0.0000,0,0,0,0,0,0,205,177,202,200,152,85,78,177,178,195,208,135,85,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2298,0,1164,0,1134,0,0,0,0,0,0,0,0,0,0.0619,0,0,0,59,0.4487,0.4513,0.1001,0.0000,0.0000,0.0000,0,0,0,0,0,0,247,177,225,191,160,79,85,228,180,204,209,145,80,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2426,0,1225,0,1201,0,0,0,0,0,0,0,0,0,0.0612,0,0,0,107,0.4534,0.4456,0.1010,0.0000,0.0000,0.0000,0,0,0,0,0,0,295,177,227,193,165,81,87,281,185,202,211,155,84,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2558,0,1291,0,1267,0,0,0,0,0,0,0,0,0,0.0651,0,0,0,146,0.4519,0.4437,0.1044,0.0000,0.0000,0.0000,0,0,0,0,0,0,337,186,218,207,173,81,89,329,181,211,212,162,83,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2697,0,1364,0,1333,0,0,0,0,0,0,0,0,0,0.0645,0,0,0,177,0.4512,0.4461,0.1027,0.0000,0.0000,0.0000,0,0,0,0,0,0,341,240,211,216,185,79,92,340,221,217,210,163,89,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2827,0,1430,0,1397,0,0,0,0,0,0,0,0,0,0.0650,0,0,0,222,0.4560,0.4429,0.1012,0.0000,0.0000,0.0000,0,0,0,0,0,0,349,277,225,220,182,84,93,334,255,239,221,161,99,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2954,0,1492,0,1462,0,0,0,0,0,0,0,0,0,0.0670,0,0,0,255,0.4577,0.4411,0.1012,0.0000,0.0000,0.0000,0,0,0,0,0,0,342,326,229,234,177,86,98,325,305,238,238,153,108,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3083,0,1567,0,1516,0,0,0,0,0,0,0,0,0,0.0676,0,0,0,295,0.4564,0.4424,0.1012,0.0000,0.0000,0.0000,0,0,0,0,0,0,351,368,234,244,168,103,99,314,354,234,249,157,115,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3233,0,1658,0,1575,0,0,0,0,0,0,0,0,0,0.0676,0,0,0,334,0.4578,0.4414,0.1008,0.0000,0.0000,0.0000,0,0,0,0,0,0,376,412,236,260,169,109,96,309,397,234,256,164,116,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3377,0,1740,0,1637,0,0,0,0,0,0,0,0,0,0.0661,0,0,0,369,0.4566,0.4433,0.1001,0.0000,0.0000,0.0000,0,0,0,0,0,0,386,416,281,270,177,114,96,302,411,275,259,172,121,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
