Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2156,0,1084,0,1072,0,0,0,0,0,0,0,0,0,0.0544,0,0,0,30,0.4532,0.3335,0.2134,0.0000,0.0000,0.0000,0,0,0,0,0,0,194,176,196,211,138,86,83,212,160,192,206,132,91,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2281,0,1138,0,1143,0,0,0,0,0,0,0,0,0,0.0518,0,0,0,72,0.4559,0.3306,0.2135,0.0000,0.0000,0.0000,0,0,0,0,0,0,230,178,205,207,148,87,83,263,159,199,207,142,91,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2424,0,1211,0,1213,0,0,0,0,0,0,0,0,0,0.0504,0,0,0,102,0.4571,0.3280,0.2149,0.0000,0.0000,0.0000,0,0,0,0,0,0,274,192,212,214,144,88,87,302,171,206,207,147,96,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2535,0,1264,0,1271,0,0,0,0,0,0,0,0,0,0.0498,0,0,0,139,0.4584,0.3254,0.2162,0.0000,0.0000,0.0000,0,0,0,0,0,0,314,186,226,218,141,93,86,328,191,203,213,148,109,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2670,0,1335,0,1335,0,0,0,0,0,0,0,0,0,0.0502,0,0,0,173,0.4584,0.3225,0.2191,0.0000,0.0000,0.0000,0,0,0,0,0,0,326,229,220,220,157,93,90,328,235,208,217,153,115,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2803,0,1405,0,1398,0,0,0,0,0,0,0,0,0,0.0505,0,0,0,216,0.4606,0.3214,0.2180,0.0000,0.0000,0.0000,0,0,0,0,0,0,344,264,225,226,159,98,89,318,291,211,218,167,114,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2893,0,1456,0,1437,0,0,0,0,0,0,0,0,0,0.0501,0,0,0,259,0.4604,0.3239,0.2157,0.0000,0.0000,0.0000,0,0,0,0,0,0,325,309,235,237,153,107,90,296,335,216,225,168,110,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3004,0,1512,0,1492,0,0,0,0,0,0,0,0,0,0.0503,0,0,0,288,0.4587,0.3242,0.2170,0.0000,0.0000,0.0000,0,0,0,0,0,0,321,340,248,249,158,106,90,291,367,225,238,176,107,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3129,0,1578,0,1551,0,0,0,0,0,0,0,0,0,0.0488,0,0,0,329,0.4634,0.3228,0.2138,0.0000,0.0000,0.0000,0,0,0,0,0,0,320,390,242,265,158,113,90,292,396,241,249,174,115,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3228,0,1640,0,1588,0,0,0,0,0,0,0,0,0,0.0488,0,0,0,376,0.4607,0.3240,0.2153,0.0000,0.0000,0.0000,0,0,0,0,0,0,307,409,282,267,173,114,88,276,396,286,263,168,116,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
