Time,Year,Timestep,N_m,N_f,NPos_m,NPos_f,N_knowpos_m,N_knowpos_f,NART_m,NART_f,NVS_m,NVS_f,NNotKnowStatus_m,NNotKnowStatus_f,PropMenCirc,Cumulative_Infected_m,Cumulative_Infected_f
1975.0833,1975,4,8623,8810,6,10,0,0,0,0,0,0,6,10,0.0661,6,10
1975.1667,1975,8,8651,8829,6,10,0,0,0,0,0,0,6,10,0.0661,6,10
1975.2500,1975,12,8682,8847,6,10,0,0,0,0,0,0,6,10,0.0665,6,10
1975.3333,1975,16,8705,8859,7,11,0,0,0,0,0,0,7,11,0.0666,7,11
1975.4167,1975,20,8719,8887,8,13,0,0,0,0,0,0,8,13,0.0668,8,13
1975.5000,1975,24,8737,8922,9,14,0,0,0,0,0,0,9,14,0.0668,9,14
1975.5833,1975,28,8762,8948,10,14,0,0,0,0,0,0,10,14,0.0667,10,14
1975.6667,1975,32,8790,8969,11,14,0,0,0,0,0,0,11,14,0.0667,11,14
1975.7500,1975,36,8813,8995,11,16,0,0,0,0,0,0,11,16,0.0665,11,16
1975.8333,1975,40,8829,9013,11,19,0,0,0,0,0,0,11,19,0.0663,11,19
1975.9167,1975,44,8856,9030,11,20,0,0,0,0,0,0,11,20,0.0662,11,20
1976.0000,1976,0,8883,9064,12,20,0,0,0,0,0,0,12,20,0.0661,12,20
1976.0833,1976,4,8911,9081,21,27,0,0,0,0,0,0,21,27,0.0663,21,27
1976.1667,1976,8,8917,9118,22,29,0,0,0,0,0,0,22,29,0.0666,22,29
1976.2500,1976,12,8932,9140,22,30,0,0,0,0,0,0,22,30,0.0667,22,30
1976.3333,1976,16,8947,9146,22,30,0,0,0,0,0,0,22,30,0.0666,22,30
1976.4167,1976,20,8979,9169,24,31,0,0,0,0,0,0,24,31,0.0664,24,31
1976.5000,1976,24,8996,9182,27,33,0,0,0,0,0,0,27,33,0.0666,27,33
1976.5833,1976,28,9027,9205,30,35,0,0,0,0,0,0,30,35,0.0666,30,35
1976.6667,1976,32,9053,9235,30,37,0,0,0,0,0,0,30,37,0.0664,30,37
1976.7500,1976,36,9080,9254,35,39,0,0,0,0,0,0,35,39,0.0666,35,39
1976.8333,1976,40,9111,9276,40,42,0,0,0,0,0,0,40,42,0.0668,40,42
1976.9167,1976,44,9136,9305,42,45,0,0,0,0,0,0,42,45,0.0669,42,45
1977.0000,1977,0,9148,9327,44,48,0,0,0,0,0,0,44,48,0.0671,44,48
1977.0833,1977,4,9168,9343,62,66,0,0,0,0,0,0,62,66,0.0672,62,66
1977.1667,1977,8,9189,9371,66,69,0,0,0,0,0,0,66,69,0.0671,66,69
1977.2500,1977,12,9213,9402,66,73,0,0,0,0,0,0,66,73,0.0672,67,73
1977.3333,1977,16,9222,9431,69,76,0,0,0,0,0,0,69,76,0.0673,70,76
1977.4167,1977,20,9261,9461,75,81,0,0,0,0,0,0,75,81,0.0674,76,81
1977.5000,1977,24,9295,9496,79,85,0,0,0,0,0,0,79,85,0.0672,80,85
1977.5833,1977,28,9312,9521,85,88,0,0,0,0,0,0,85,88,0.0672,86,89
1977.6667,1977,32,9337,9533,93,96,0,0,0,0,0,0,93,96,0.0674,95,97
1977.7500,1977,36,9361,9564,97,107,0,0,0,0,0,0,97,107,0.0676,99,108
1977.8333,1977,40,9386,9592,102,113,0,0,0,0,0,0,102,113,0.0671,104,114
1977.9167,1977,44,9422,9616,115,128,0,0,0,0,0,0,115,128,0.0670,117,130
1978.0000,1978,0,9439,9647,123,132,0,0,0,0,0,0,123,132,0.0672,125,134
1978.0833,1978,4,9478,9673,144,149,0,0,0,0,0,0,144,149,0.0673,146,151
1978.1667,1978,8,9503,9698,154,157,0,0,0,0,0,0,154,157,0.0673,156,159
1978.2500,1978,12,9520,9714,165,165,0,0,0,0,0,0,165,165,0.0675,167,168
1978.3333,1978,16,9544,9749,176,178,0,0,0,0,0,0,176,178,0.0674,179,181
1978.4167,1978,20,9579,9761,190,181,0,0,0,0,0,0,190,181,0.0674,193,185
1978.5000,1978,24,9618,9785,205,193,0,0,0,0,0,0,205,193,0.0673,208,198
1978.5833,1978,28,9641,9817,218,203,0,0,0,0,0,0,218,203,0.0669,221,209
1978.6667,1978,32,9659,9835,233,223,0,0,0,0,0,0,233,223,0.0672,236,229
1978.7500,1978,36,9675,9871,245,234,0,0,0,0,0,0,245,234,0.0671,248,241
1978.8333,1978,40,9695,9897,263,242,0,0,0,0,0,0,263,242,0.0670,267,250
1978.9167,1978,44,9718,9932,270,253,0,0,0,0,0,0,270,253,0.0670,274,262
1979.0000,1979,0,9747,9958,283,261,0,0,0,0,0,0,283,261,0.0669,287,270
1979.0833,1979,4,9773,9999,301,282,0,0,0,0,0,0,301,282,0.0664,307,291
1979.1667,1979,8,9801,10030,310,290,0,0,0,0,0,0,310,290,0.0666,316,299
1979.2500,1979,12,9828,10048,319,296,0,0,0,0,0,0,319,296,0.0666,326,305
1979.3333,1979,16,9857,10065,331,310,0,0,0,0,0,0,331,310,0.0667,338,319
1979.4167,1979,20,9885,10099,344,327,0,0,0,0,0,0,344,327,0.0664,352,337
1979.5000,1979,24,9919,10130,364,341,0,0,0,0,0,0,364,341,0.0660,374,351
1979.5833,1979,28,9962,10162,380,353,0,0,0,0,0,0,380,353,0.0661,392,365
1979.6667,1979,32,9993,10195,384,367,0,0,0,0,0,0,384,367,0.0660,399,380
1979.7500,1979,36,10007,10213,398,379,0,0,0,0,0,0,398,379,0.0660,415,393
1979.8333,1979,40,10047,10249,409,394,0,0,0,0,0,0,409,394,0.0660,426,408
1979.9167,1979,44,10067,10260,423,410,0,0,0,0,0,0,423,410,0.0661,441,426
1980.0000,1980,0,10095,10280,442,425,0,0,0,0,0,0,442,425,0.0663,461,443
1980.0833,1980,4,10120,10311,466,462,0,0,0,0,0,0,466,462,0.0664,489,480
1980.1667,1980,8,10158,10346,477,472,0,0,0,0,0,0,477,472,0.0663,500,491
1980.2500,1980,12,10183,10364,493,481,0,0,0,0,0,0,493,481,0.0661,517,502
1980.3333,1980,16,10209,10394,511,492,0,0,0,0,0,0,511,492,0.0661,537,513
1980.4167,1980,20,10248,10417,527,510,0,0,0,0,0,0,527,510,0.0662,554,532
1980.5000,1980,24,10275,10442,536,524,0,0,0,0,0,0,536,524,0.0663,564,546
1980.5833,1980,28,10296,10474,546,530,0,0,0,0,0,0,546,530,0.0665,575,554
1980.6667,1980,32,10331,10503,551,537,0,0,0,0,0,0,551,537,0.0669,583,562
1980.7500,1980,36,10354,10524,565,545,0,0,0,0,0,0,565,545,0.0670,598,571
1980.8333,1980,40,10392,10556,582,560,0,0,0,0,0,0,582,560,0.0672,615,586
1980.9167,1980,44,10420,10586,603,579,0,0,0,0,0,0,603,579,0.0671,639,607
1981.0000,1981,0,10443,10616,617,594,0,0,0,0,0,0,617,594,0.0670,655,622
1981.0833,1981,4,10477,10640,628,603,0,0,0,0,0,0,628,603,0.0669,668,631
1981.1667,1981,8,10500,10679,635,618,0,0,0,0,0,0,635,618,0.0669,681,649
1981.2500,1981,12,10532,10699,648,633,0,0,0,0,0,0,648,633,0.0668,697,667
1981.3333,1981,16,10563,10730,660,650,0,0,0,0,0,0,660,650,0.0673,712,685
1981.4167,1981,20,10597,10778,677,673,0,0,0,0,0,0,677,673,0.0672,730,711
1981.5000,1981,24,10618,10815,691,681,0,0,0,0,0,0,691,681,0.0670,747,721
1981.5833,1981,28,10654,10859,711,691,0,0,0,0,0,0,711,691,0.0670,769,734
1981.6667,1981,32,10671,10871,726,702,0,0,0,0,0,0,726,702,0.0668,785,750
1981.7500,1981,36,10700,10896,737,716,0,0,0,0,0,0,737,716,0.0671,798,767
1981.8333,1981,40,10731,10921,747,724,0,0,0,0,0,0,747,724,0.0670,809,780
1981.9167,1981,44,10750,10954,769,739,0,0,0,0,0,0,769,739,0.0671,835,797
1982.0000,1982,0,10772,10990,782,754,0,0,0,0,0,0,782,754,0.0671,850,813
1982.0833,1982,4,10795,11017,790,761,0,0,0,0,0,0,790,761,0.0671,862,822
1982.1667,1982,8,10815,11048,803,775,0,0,0,0,0,0,803,775,0.0670,877,838
1982.2500,1982,12,10862,11086,814,790,0,0,0,0,0,0,814,790,0.0670,891,855
1982.3333,1982,16,10897,11112,834,810,0,0,0,0,0,0,834,810,0.0673,913,877
1982.4167,1982,20,10929,11144,849,822,0,0,0,0,0,0,849,822,0.0675,932,893
1982.5000,1982,24,10942,11171,865,828,0,0,0,0,0,0,865,828,0.0676,952,904
1982.5833,1982,28,10969,11194,884,843,0,0,0,0,0,0,884,843,0.0678,976,920
1982.6667,1982,32,10987,11238,892,858,0,0,0,0,0,0,892,858,0.0678,989,938
1982.7500,1982,36,11005,11255,904,868,0,0,0,0,0,0,904,868,0.0680,1005,953
1982.8333,1982,40,11045,11278,913,886,0,0,0,0,0,0,913,886,0.0682,1016,973
1982.9167,1982,44,11070,11300,925,901,0,0,0,0,0,0,925,901,0.0681,1031,988
1983.0000,1983,0,11108,11318,931,911,0,0,0,0,0,0,931,911,0.0678,1043,1006
1983.0833,1983,4,11133,11357,938,918,0,0,0,0,0,0,938,918,0.0677,1057,1017
1983.1667,1983,8,11167,11378,949,933,0,0,0,0,0,0,949,933,0.0675,1074,1035
1983.2500,1983,12,11196,11402,960,947,0,0,0,0,0,0,960,947,0.0674,1086,1050
1983.3333,1983,16,11216,11422,967,957,0,0,0,0,0,0,967,957,0.0673,1098,1066
1983.4167,1983,20,11246,11457,977,969,0,0,0,0,0,0,977,969,0.0670,1110,1084
1983.5000,1983,24,11279,11479,984,976,0,0,0,0,0,0,984,976,0.0668,1124,1096
1983.5833,1983,28,11307,11507,996,992,0,0,0,0,0,0,996,992,0.0669,1139,1116
1983.6667,1983,32,11337,11529,1005,1003,0,0,0,0,0,0,1005,1003,0.0668,1157,1131
1983.7500,1983,36,11361,11551,1021,1008,0,0,0,0,0,0,1021,1008,0.0668,1176,1145
1983.8333,1983,40,11391,11565,1032,1021,0,0,0,0,0,0,1032,1021,0.0669,1195,1165
1983.9167,1983,44,11419,11573,1039,1027,0,0,0,0,0,0,1039,1027,0.0667,1206,1180
1984.0000,1984,0,11440,11599,1043,1040,0,0,0,0,0,0,1043,1040,0.0669,1218,1200
1984.0833,1984,4,11475,11627,1057,1045,0,0,0,0,0,0,1057,1045,0.0669,1235,1213
1984.1667,1984,8,11518,11647,1075,1057,0,0,0,0,0,0,1075,1057,0.0672,1255,1231
1984.2500,1984,12,11543,11675,1086,1069,0,0,0,0,0,0,1086,1069,0.0673,1275,1251
1984.3333,1984,16,11569,11719,1102,1085,0,0,0,0,0,0,1102,1085,0.0673,1296,1272
1984.4167,1984,20,11603,11756,1111,1096,0,0,0,0,0,0,1111,1096,0.0672,1310,1287
1984.5000,1984,24,11633,11785,1120,1101,0,0,0,0,0,0,1120,1101,0.0674,1326,1299
1984.5833,1984,28,11650,11810,1127,1117,0,0,0,0,0,0,1127,1117,0.0674,1343,1322
1984.6667,1984,32,11687,11843,1130,1126,0,0,0,0,0,0,1130,1126,0.0676,1351,1336
1984.7500,1984,36,11722,11875,1142,1141,0,0,0,0,0,0,1142,1141,0.0677,1367,1354
1984.8333,1984,40,11751,11905,1152,1152,0,0,0,0,0,0,1152,1152,0.0678,1382,1371
1984.9167,1984,44,11779,11942,1149,1167,0,0,0,0,0,0,1149,1167,0.0678,1390,1390
1985.0000,1985,0,11802,11954,1155,1169,0,0,0,0,0,0,1155,1169,0.0679,1403,1406
1985.0833,1985,4,11816,11982,1162,1186,0,0,0,0,0,0,1162,1186,0.0680,1417,1427
1985.1667,1985,8,11851,12010,1171,1198,0,0,0,0,0,0,1171,1198,0.0676,1430,1444
1985.2500,1985,12,11882,12030,1171,1215,0,0,0,0,0,0,1171,1215,0.0677,1440,1463
1985.3333,1985,16,11917,12057,1183,1219,0,0,0,0,0,0,1183,1219,0.0677,1458,1474
1985.4167,1985,20,11951,12085,1192,1241,0,0,0,0,0,0,1192,1241,0.0676,1473,1502
1985.5000,1985,24,11987,12121,1203,1259,0,0,0,0,0,0,1203,1259,0.0676,1488,1521
1985.5833,1985,28,12017,12144,1207,1264,0,0,0,0,0,0,1207,1264,0.0677,1499,1532
1985.6667,1985,32,12052,12178,1213,1272,0,0,0,0,0,0,1213,1272,0.0676,1513,1548
1985.7500,1985,36,12091,12204,1224,1287,0,0,0,0,0,0,1224,1287,0.0681,1528,1568
1985.8333,1985,40,12111,12233,1231,1306,0,0,0,0,0,0,1231,1306,0.0681,1548,1590
1985.9167,1985,44,12132,12259,1236,1323,0,0,0,0,0,0,1236,1323,0.0685,1561,1615
1986.0000,1986,0,12167,12280,1236,1338,0,0,0,0,0,0,1236,1338,0.0686,1573,1638
1986.0833,1986,4,12211,12314,1250,1345,0,0,0,0,0,0,1250,1345,0.0685,1594,1653
1986.1667,1986,8,12240,12348,1265,1351,0,0,0,0,0,0,1265,1351,0.0685,1614,1668
1986.2500,1986,12,12271,12390,1279,1358,0,0,0,0,0,0,1279,1358,0.0683,1635,1682
1986.3333,1986,16,12291,12423,1288,1367,0,0,0,0,0,0,1288,1367,0.0685,1649,1697
1986.4167,1986,20,12309,12449,1300,1373,0,0,0,0,0,0,1300,1373,0.0686,1669,1714
1986.5000,1986,24,12337,12472,1317,1394,0,0,0,0,0,0,1317,1394,0.0686,1694,1742
1986.5833,1986,28,12378,12508,1326,1419,0,0,0,0,0,0,1326,1419,0.0688,1711,1771
1986.6667,1986,32,12423,12527,1336,1433,0,0,0,0,0,0,1336,1433,0.0687,1727,1794
1986.7500,1986,36,12451,12548,1342,1439,0,0,0,0,0,0,1342,1439,0.0691,1743,1807
1986.8333,1986,40,12467,12569,1340,1448,0,0,0,0,0,0,1340,1448,0.0692,1753,1824
1986.9167,1986,44,12498,12598,1344,1451,0,0,0,0,0,0,1344,1451,0.0691,1766,1839
1987.0000,1987,0,12519,12621,1348,1460,0,0,0,0,0,0,1348,1460,0.0690,1782,1859
1987.0833,1987,4,12534,12639,1357,1474,0,0,0,0,0,0,1357,1474,0.0691,1801,1880
1987.1667,1987,8,12563,12674,1370,1492,0,0,0,0,0,0,1370,1492,0.0690,1822,1903
1987.2500,1987,12,12589,12714,1382,1505,0,0,0,0,0,0,1382,1505,0.0690,1840,1922
1987.3333,1987,16,12624,12733,1393,1512,0,0,0,0,0,0,1393,1512,0.0691,1858,1936
1987.4167,1987,20,12658,12773,1403,1530,0,0,0,0,0,0,1403,1530,0.0691,1877,1963
1987.5000,1987,24,12687,12806,1414,1539,0,0,0,0,0,0,1414,1539,0.0689,1896,1981
1987.5833,1987,28,12719,12820,1418,1542,0,0,0,0,0,0,1418,1542,0.0687,1908,1999
1987.6667,1987,32,12740,12847,1429,1555,0,0,0,0,0,0,1429,1555,0.0688,1926,2031
1987.7500,1987,36,12774,12860,1431,1567,0,0,0,0,0,0,1431,1567,0.0687,1936,2053
1987.8333,1987,40,12814,12866,1436,1581,0,0,0,0,0,0,1436,1581,0.0687,1952,2078
1987.9167,1987,44,12850,12900,1441,1597,0,0,0,0,0,0,1441,1597,0.0686,1969,2106
1988.0000,1988,0,12880,12935,1460,1619,0,0,0,0,0,0,1460,1619,0.0684,1991,2133
1988.0833,1988,4,12905,12962,1464,1623,0,0,0,0,0,0,1464,1623,0.0680,2004,2147
1988.1667,1988,8,12926,13000,1476,1634,0,0,0,0,0,0,1476,1634,0.0682,2024,2168
1988.2500,1988,12,12959,13047,1484,1636,0,0,0,0,0,0,1484,1636,0.0687,2040,2184
1988.3333,1988,16,12986,13078,1493,1647,0,0,0,0,0,0,1493,1647,0.0687,2062,2208
1988.4167,1988,20,13017,13112,1501,1647,0,0,0,0,0,0,1501,1647,0.0688,2079,2220
1988.5000,1988,24,13043,13137,1505,1666,0,0,0,0,0,0,1505,1666,0.0688,2093,2250
1988.5833,1988,28,13075,13168,1519,1676,0,0,0,0,0,0,1519,1676,0.0687,2113,2270
1988.6667,1988,32,13119,13202,1529,1685,0,0,0,0,0,0,1529,1685,0.0691,2130,2293
1988.7500,1988,36,13145,13229,1542,1697,0,0,0,0,0,0,1542,1697,0.0692,2147,2316
1988.8333,1988,40,13180,13262,1553,1707,0,0,0,0,0,0,1553,1707,0.0691,2169,2336
1988.9167,1988,44,13225,13286,1559,1728,0,0,0,0,0,0,1559,1728,0.0691,2185,2368
1989.0000,1989,0,13255,13315,1579,1743,0,0,0,0,0,0,1579,1743,0.0693,2213,2393
1989.0833,1989,4,13289,13348,1585,1764,0,0,0,0,0,0,1585,1764,0.0697,2231,2417
1989.1667,1989,8,13304,13384,1596,1772,0,0,0,0,0,0,1596,1772,0.0698,2256,2438
1989.2500,1989,12,13343,13427,1603,1788,0,0,0,0,0,0,1603,1788,0.0698,2270,2468
