Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2183,0,1100,0,1083,0,0,0,0,0,0,0,0,0,0.0545,0,0,0,31,0.4631,0.4769,0.0600,0.0000,0.0000,0.0000,0,0,0,0,0,0,207,182,190,212,141,88,80,225,146,205,203,140,84,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2305,0,1162,0,1143,0,0,0,0,0,0,0,0,0,0.0559,0,0,0,71,0.4603,0.4790,0.0607,0.0000,0.0000,0.0000,0,0,0,0,0,0,252,184,187,226,139,94,80,273,150,202,210,136,94,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2460,0,1225,0,1235,0,0,0,0,0,0,0,0,0,0.0555,0,0,0,102,0.4598,0.4797,0.0606,0.0000,0.0000,0.0000,0,0,0,0,0,0,289,178,203,223,152,89,91,332,170,199,219,138,95,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2589,0,1299,0,1290,0,0,0,0,0,0,0,0,0,0.0570,0,0,0,134,0.4596,0.4805,0.0599,0.0000,0.0000,0.0000,0,0,0,0,0,0,335,194,205,225,153,94,93,352,187,210,215,148,96,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2712,0,1360,0,1352,0,0,0,0,0,0,0,0,0,0.0574,0,0,0,164,0.4624,0.4779,0.0597,0.0000,0.0000,0.0000,0,0,0,0,0,0,324,242,212,236,155,98,93,332,250,210,223,157,97,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2848,0,1421,0,1427,0,0,0,0,0,0,0,0,0,0.0598,0,0,0,202,0.4617,0.4807,0.0576,0.0000,0.0000,0.0000,0,0,0,0,0,0,323,281,224,240,158,101,94,340,298,208,236,153,108,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2969,0,1475,0,1494,0,0,0,0,0,0,0,0,0,0.0583,0,0,0,246,0.4598,0.4827,0.0576,0.0000,0.0000,0.0000,0,0,0,0,0,0,322,321,229,242,165,102,94,323,370,213,231,156,114,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3105,0,1534,0,1571,0,0,0,0,0,0,0,0,0,0.0593,0,0,0,281,0.4628,0.4805,0.0567,0.0000,0.0000,0.0000,0,0,0,0,0,0,312,368,242,248,165,109,90,343,393,214,254,163,111,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3214,0,1596,0,1618,0,0,0,0,0,0,0,0,0,0.0620,0,0,0,325,0.4583,0.4854,0.0563,0.0000,0.0000,0.0000,0,0,0,0,0,0,312,398,254,254,172,113,93,341,413,235,259,165,114,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3316,0,1654,0,1662,0,0,0,0,0,0,0,0,0,0.0629,0,0,0,376,0.4632,0.4831,0.0537,0.0000,0.0000,0.0000,0,0,0,0,0,0,313,387,294,268,181,118,93,318,411,297,259,172,115,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
