Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2172,0,1105,0,1067,0,0,0,0,0,0,0,0,0,0.0597,0,0,0,26,0.4857,0.4070,0.1073,0.0000,0.0000,0.0000,0,0,0,0,0,0,217,161,200,207,148,91,81,211,168,182,204,138,87,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2275,0,1156,0,1119,0,0,0,0,0,0,0,0,0,0.0597,0,0,0,67,0.4844,0.4105,0.1051,0.0000,0.0000,0.0000,0,0,0,0,0,0,241,175,213,204,154,88,81,228,190,177,217,141,91,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2391,0,1215,0,1176,0,0,0,0,0,0,0,0,0,0.0593,0,0,0,106,0.4889,0.4069,0.1041,0.0000,0.0000,0.0000,0,0,0,0,0,0,272,188,212,211,155,89,88,259,192,188,223,145,98,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2522,0,1284,0,1238,0,0,0,0,0,0,0,0,0,0.0631,0,0,0,142,0.4921,0.4052,0.1027,0.0000,0.0000,0.0000,0,0,0,0,0,0,320,187,222,208,165,94,88,303,187,196,234,148,97,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2680,0,1361,0,1319,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,179,0.4910,0.4060,0.1030,0.0000,0.0000,0.0000,0,0,0,0,0,0,340,240,220,215,166,94,86,312,241,209,230,155,97,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2790,0,1400,0,1390,0,0,0,0,0,0,0,0,0,0.0600,0,0,0,221,0.4871,0.4115,0.1014,0.0000,0.0000,0.0000,0,0,0,0,0,0,338,277,215,217,173,95,85,328,274,206,242,162,101,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2914,0,1475,0,1439,0,0,0,0,0,0,0,0,0,0.0603,0,0,0,248,0.4900,0.4053,0.1047,0.0000,0.0000,0.0000,0,0,0,0,0,0,346,305,235,226,177,96,90,315,295,236,233,169,108,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3051,0,1549,0,1502,0,0,0,0,0,0,0,0,0,0.0594,0,0,0,285,0.4910,0.4035,0.1055,0.0000,0.0000,0.0000,0,0,0,0,0,0,353,341,242,240,182,102,89,314,336,249,238,173,107,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3176,0,1609,0,1567,0,0,0,0,0,0,0,0,0,0.0590,0,0,0,336,0.4887,0.4052,0.1061,0.0000,0.0000,0.0000,0,0,0,0,0,0,334,404,243,261,176,108,83,308,391,253,243,168,111,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3305,0,1680,0,1625,0,0,0,0,0,0,0,0,0,0.0601,0,0,0,374,0.4896,0.4057,0.1047,0.0000,0.0000,0.0000,0,0,0,0,0,0,348,398,282,276,177,115,84,307,388,297,249,176,115,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
