Time,Year,Timestep,N_m,N_f,NPos_m,NPos_f,N_knowpos_m,N_knowpos_f,NART_m,NART_f,NVS_m,NVS_f,NNotKnowStatus_m,NNotKnowStatus_f,PropMenCirc,Cumulative_Infected_m,Cumulative_Infected_f
1975.0833,1975,4,5359,5353,9,5,0,0,0,0,0,0,9,5,0.0687,9,5
1975.1667,1975,8,5372,5365,9,5,0,0,0,0,0,0,9,5,0.0689,9,5
1975.2500,1975,12,5377,5373,9,5,0,0,0,0,0,0,9,5,0.0692,9,5
1975.3333,1975,16,5400,5398,9,5,0,0,0,0,0,0,9,5,0.0685,9,5
1975.4167,1975,20,5413,5406,9,6,0,0,0,0,0,0,9,6,0.0689,9,6
1975.5000,1975,24,5413,5415,9,6,0,0,0,0,0,0,9,6,0.0691,9,6
1975.5833,1975,28,5426,5418,9,6,0,0,0,0,0,0,9,6,0.0695,9,6
1975.6667,1975,32,5438,5418,9,7,0,0,0,0,0,0,9,7,0.0693,9,7
1975.7500,1975,36,5445,5419,9,7,0,0,0,0,0,0,9,7,0.0691,9,7
1975.8333,1975,40,5472,5438,11,7,0,0,0,0,0,0,11,7,0.0693,11,7
1975.9167,1975,44,5491,5457,11,7,0,0,0,0,0,0,11,7,0.0696,11,7
1976.0000,1976,0,5488,5458,11,7,0,0,0,0,0,0,11,7,0.0696,11,7
1976.0833,1976,4,5495,5475,15,11,0,0,0,0,0,0,15,11,0.0695,15,11
1976.1667,1976,8,5510,5504,17,12,0,0,0,0,0,0,17,12,0.0699,17,12
1976.2500,1976,12,5512,5504,17,12,0,0,0,0,0,0,17,12,0.0700,17,12
1976.3333,1976,16,5525,5518,17,12,0,0,0,0,0,0,17,12,0.0697,17,12
1976.4167,1976,20,5551,5534,17,12,0,0,0,0,0,0,17,12,0.0694,17,12
1976.5000,1976,24,5559,5538,17,13,0,0,0,0,0,0,17,13,0.0694,17,13
1976.5833,1976,28,5572,5545,17,13,0,0,0,0,0,0,17,13,0.0689,17,13
1976.6667,1976,32,5595,5560,17,14,0,0,0,0,0,0,17,14,0.0686,17,14
1976.7500,1976,36,5605,5562,16,14,0,0,0,0,0,0,16,14,0.0685,17,14
1976.8333,1976,40,5619,5582,16,14,0,0,0,0,0,0,16,14,0.0687,17,14
1976.9167,1976,44,5652,5599,16,15,0,0,0,0,0,0,16,15,0.0686,17,15
1977.0000,1977,0,5658,5606,16,15,0,0,0,0,0,0,16,15,0.0684,18,15
1977.0833,1977,4,5667,5611,20,22,0,0,0,0,0,0,20,22,0.0685,23,22
1977.1667,1977,8,5688,5638,20,23,0,0,0,0,0,0,20,23,0.0682,23,23
1977.2500,1977,12,5692,5642,19,24,0,0,0,0,0,0,19,24,0.0683,23,24
1977.3333,1977,16,5700,5660,19,24,0,0,0,0,0,0,19,24,0.0682,23,24
1977.4167,1977,20,5714,5675,18,25,0,0,0,0,0,0,18,25,0.0681,23,25
1977.5000,1977,24,5714,5681,19,25,0,0,0,0,0,0,19,25,0.0681,24,25
1977.5833,1977,28,5731,5707,20,26,0,0,0,0,0,0,20,26,0.0677,25,27
1977.6667,1977,32,5746,5725,21,26,0,0,0,0,0,0,21,26,0.0679,26,27
1977.7500,1977,36,5747,5730,21,29,0,0,0,0,0,0,21,29,0.0680,26,30
1977.8333,1977,40,5770,5753,21,29,0,0,0,0,0,0,21,29,0.0678,26,30
1977.9167,1977,44,5797,5785,22,30,0,0,0,0,0,0,22,30,0.0678,27,31
1978.0000,1978,0,5817,5792,22,32,0,0,0,0,0,0,22,32,0.0677,27,33
