Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2175,0,1104,0,1071,0,0,0,0,0,0,0,0,0,0.0589,0,0,0,28,0.5251,0.3517,0.1232,0.0000,0.0000,0.0000,0,0,0,0,0,0,209,182,194,213,140,89,77,199,168,190,202,145,87,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2322,0,1177,0,1145,0,0,0,0,0,0,0,0,0,0.0595,0,0,0,55,0.5271,0.3467,0.1262,0.0000,0.0000,0.0000,0,0,0,0,0,0,261,181,193,225,145,92,80,241,187,186,199,155,95,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2469,0,1256,0,1213,0,0,0,0,0,0,0,0,0,0.0629,0,0,0,85,0.5265,0.3495,0.1239,0.0000,0.0000,0.0000,0,0,0,0,0,0,316,178,209,221,150,96,86,293,183,201,201,159,93,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2591,0,1318,0,1273,0,0,0,0,0,0,0,0,0,0.0615,0,0,0,129,0.5272,0.3470,0.1258,0.0000,0.0000,0.0000,0,0,0,0,0,0,353,186,213,231,154,97,84,334,190,202,209,163,91,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2729,0,1383,0,1346,0,0,0,0,0,0,0,0,0,0.0607,0,0,0,166,0.5255,0.3499,0.1246,0.0000,0.0000,0.0000,0,0,0,0,0,0,344,248,211,244,154,101,81,341,236,208,214,162,103,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2842,0,1443,0,1399,0,0,0,0,0,0,0,0,0,0.0617,0,0,0,209,0.5289,0.3476,0.1235,0.0000,0.0000,0.0000,0,0,0,0,0,0,345,288,228,239,162,103,78,323,283,219,218,164,111,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2978,0,1512,0,1466,0,0,0,0,0,0,0,0,0,0.0642,0,0,0,247,0.5269,0.3475,0.1256,0.0000,0.0000,0.0000,0,0,0,0,0,0,335,348,234,246,165,106,78,327,319,240,224,166,118,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3104,0,1579,0,1525,0,0,0,0,0,0,0,0,0,0.0646,0,0,0,288,0.5287,0.3460,0.1253,0.0000,0.0000,0.0000,0,0,0,0,0,0,334,393,240,250,173,107,82,329,360,238,238,163,123,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3232,0,1627,0,1605,0,0,0,0,0,0,0,0,0,0.0615,0,0,0,322,0.5297,0.3465,0.1238,0.0000,0.0000,0.0000,0,0,0,0,0,0,318,427,247,260,175,113,87,332,409,250,245,168,121,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3361,0,1696,0,1665,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,356,0.5293,0.3451,0.1256,0.0000,0.0000,0.0000,0,0,0,0,0,0,320,415,294,279,181,116,91,341,394,292,262,177,118,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
