Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2168,0,1085,0,1083,0,0,0,0,0,0,0,0,0,0.0544,0,0,0,28,0.5517,0.3732,0.0752,0.0000,0.0000,0.0000,0,0,0,0,0,0,192,162,206,212,137,95,81,217,172,178,207,143,82,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2297,0,1143,0,1154,0,0,0,0,0,0,0,0,0,0.0551,0,0,0,59,0.5477,0.3766,0.0758,0.0000,0.0000,0.0000,0,0,0,0,0,0,224,172,203,222,141,98,83,264,175,193,214,130,92,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2449,0,1212,0,1237,0,0,0,0,0,0,0,0,0,0.0569,0,0,0,87,0.5488,0.3748,0.0764,0.0000,0.0000,0.0000,0,0,0,0,0,0,266,182,200,230,145,99,90,323,187,198,211,138,92,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2560,0,1268,0,1292,0,0,0,0,0,0,0,0,0,0.0599,0,0,0,125,0.5492,0.3738,0.0770,0.0000,0.0000,0.0000,0,0,0,0,0,0,300,197,196,232,150,105,88,348,192,204,218,135,104,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2724,0,1352,0,1372,0,0,0,0,0,0,0,0,0,0.0643,0,0,0,161,0.5529,0.3704,0.0767,0.0000,0.0000,0.0000,0,0,0,0,0,0,328,224,209,226,162,114,89,353,246,214,220,136,117,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2849,0,1411,0,1438,0,0,0,0,0,0,0,0,0,0.0666,0,0,0,203,0.5500,0.3731,0.0769,0.0000,0.0000,0.0000,0,0,0,0,0,0,345,251,222,215,172,118,88,342,300,212,236,143,114,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2971,0,1470,0,1501,0,0,0,0,0,0,0,0,0,0.0646,0,0,0,240,0.5503,0.3743,0.0754,0.0000,0.0000,0.0000,0,0,0,0,0,0,340,293,225,226,176,115,95,327,356,226,234,149,112,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3083,0,1518,0,1565,0,0,0,0,0,0,0,0,0,0.0652,0,0,0,275,0.5524,0.3730,0.0746,0.0000,0.0000,0.0000,0,0,0,0,0,0,328,332,219,247,177,120,95,338,383,242,235,155,115,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3167,0,1561,0,1606,0,0,0,0,0,0,0,0,0,0.0653,0,0,0,320,0.5548,0.3716,0.0736,0.0000,0.0000,0.0000,0,0,0,0,0,0,290,387,234,254,179,122,95,307,436,244,252,165,115,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3294,0,1619,0,1675,0,0,0,0,0,0,0,0,0,0.0679,0,0,0,364,0.5516,0.3758,0.0726,0.0000,0.0000,0.0000,0,0,0,0,0,0,285,401,273,264,181,123,92,316,425,308,251,174,114,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
