Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2176,0,1097,0,1079,0,0,0,0,0,0,0,0,0,0.0565,0,0,0,27,0.4688,0.3915,0.1397,0.0000,0.0000,0.0000,0,0,0,0,0,0,196,176,196,211,155,77,86,191,184,199,195,139,86,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2298,0,1156,0,1142,0,0,0,0,0,0,0,0,0,0.0571,0,0,0,64,0.4682,0.3921,0.1397,0.0000,0.0000,0.0000,0,0,0,0,0,0,240,178,197,216,164,70,91,232,193,198,203,142,88,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2426,0,1234,0,1192,0,0,0,0,0,0,0,0,0,0.0535,0,0,0,101,0.4604,0.3982,0.1414,0.0000,0.0000,0.0000,0,0,0,0,0,0,291,183,193,238,155,86,88,273,184,205,208,146,83,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2539,0,1285,0,1254,0,0,0,0,0,0,0,0,0,0.0553,0,0,0,156,0.4596,0.3962,0.1442,0.0000,0.0000,0.0000,0,0,0,0,0,0,331,181,203,239,160,89,82,321,184,213,202,157,87,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2641,0,1348,0,1293,0,0,0,0,0,0,0,0,0,0.0549,0,0,0,187,0.4646,0.3919,0.1435,0.0000,0.0000,0.0000,0,0,0,0,0,0,326,235,205,241,166,93,82,290,241,205,210,171,91,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2779,0,1409,0,1370,0,0,0,0,0,0,0,0,0,0.0554,0,0,0,223,0.4624,0.3947,0.1429,0.0000,0.0000,0.0000,0,0,0,0,0,0,327,266,228,237,171,100,80,302,265,236,217,166,95,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2914,0,1478,0,1436,0,0,0,0,0,0,0,0,0,0.0535,0,0,0,255,0.4647,0.3946,0.1407,0.0000,0.0000,0.0000,0,0,0,0,0,0,323,325,233,245,173,97,82,304,302,239,229,171,97,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3063,0,1551,0,1512,0,0,0,0,0,0,0,0,0,0.0548,0,0,0,293,0.4649,0.3934,0.1417,0.0000,0.0000,0.0000,0,0,0,0,0,0,337,360,238,262,169,103,82,315,351,236,237,169,107,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3193,0,1595,0,1598,0,0,0,0,0,0,0,0,0,0.0539,0,0,0,345,0.4607,0.3968,0.1425,0.0000,0.0000,0.0000,0,0,0,0,0,0,336,390,245,261,176,105,82,361,370,248,245,168,109,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3307,0,1647,0,1660,0,0,0,0,0,0,0,0,0,0.0553,0,0,0,383,0.4599,0.3967,0.1433,0.0000,0.0000,0.0000,0,0,0,0,0,0,328,390,287,265,177,117,83,346,377,296,259,173,111,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1910,0.000000,0.000000,0,0,0,0,0.000000,0,3445,0,1719,0,1726,0,0,0,0,0,0,0,0,0,0.0558,0,0,0,418,0.4569,0.3994,0.1437,0.0000,0.0000,0.0000,0,0,0,0,0,0,335,402,320,268,182,128,84,350,369,339,269,172,119,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1911,0.000000,0.000000,0,0,0,0,0.000000,0,3567,0,1766,0,1801,0,0,0,0,0,0,0,0,0,0.0572,0,0,0,467,0.4572,0.4003,0.1424,0.0000,0.0000,0.0000,0,0,0,0,0,0,312,401,382,263,189,135,84,358,387,378,271,180,118,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
