Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2148,0,1090,0,1058,0,0,0,0,0,0,0,0,0,0.0587,0,0,0,32,0.5661,0.3110,0.1229,0.0000,0.0000,0.0000,0,0,0,0,0,0,196,160,218,209,136,91,80,193,166,193,194,152,84,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2282,0,1175,0,1107,0,0,0,0,0,0,0,0,0,0.0604,0,0,0,64,0.5675,0.3081,0.1245,0.0000,0.0000,0.0000,0,0,0,0,0,0,261,160,223,209,141,94,87,226,163,204,192,154,91,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2400,0,1213,0,1187,0,0,0,0,0,0,0,0,0,0.0610,0,0,0,98,0.5637,0.3100,0.1263,0.0000,0.0000,0.0000,0,0,0,0,0,0,275,170,212,232,135,96,93,273,173,204,208,150,100,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2520,0,1278,0,1242,0,0,0,0,0,0,0,0,0,0.0642,0,0,0,137,0.5631,0.3091,0.1278,0.0000,0.0000,0.0000,0,0,0,0,0,0,317,181,204,236,149,97,94,299,185,204,217,149,110,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2634,0,1338,0,1296,0,0,0,0,0,0,0,0,0,0.0650,0,0,0,175,0.5626,0.3109,0.1264,0.0000,0.0000,0.0000,0,0,0,0,0,0,321,229,206,232,153,107,90,297,228,204,225,150,113,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2794,0,1422,0,1372,0,0,0,0,0,0,0,0,0,0.0682,0,0,0,218,0.5634,0.3099,0.1267,0.0000,0.0000,0.0000,0,0,0,0,0,0,340,277,222,230,152,111,90,319,256,215,232,154,113,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2906,0,1490,0,1416,0,0,0,0,0,0,0,0,0,0.0698,0,0,0,263,0.5654,0.3087,0.1259,0.0000,0.0000,0.0000,0,0,0,0,0,0,361,308,223,236,155,115,92,300,310,219,229,158,118,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3061,0,1568,0,1493,0,0,0,0,0,0,0,0,0,0.0657,0,0,0,302,0.5629,0.3090,0.1281,0.0000,0.0000,0.0000,0,0,0,0,0,0,376,347,217,256,162,118,92,325,336,227,233,169,121,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3184,0,1636,0,1548,0,0,0,0,0,0,0,0,0,0.0636,0,0,0,341,0.5628,0.3097,0.1275,0.0000,0.0000,0.0000,0,0,0,0,0,0,390,382,227,260,168,113,96,321,362,238,245,179,116,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3302,0,1697,0,1605,0,0,0,0,0,0,0,0,0,0.0631,0,0,0,378,0.5654,0.3074,0.1272,0.0000,0.0000,0.0000,0,0,0,0,0,0,353,426,268,265,181,111,93,306,376,278,261,178,120,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1910,0.000000,0.000000,0,0,0,0,0.000000,0,3418,0,1749,0,1669,0,0,0,0,0,0,0,0,0,0.0606,0,0,0,422,0.5647,0.3092,0.1261,0.0000,0.0000,0.0000,0,0,0,0,0,0,344,415,328,270,183,113,96,320,377,313,262,170,136,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1911,0.000000,0.000000,0,0,0,0,0.000000,0,3537,0,1804,0,1733,0,0,0,0,0,0,0,0,0,0.0615,0,0,0,466,0.5632,0.3107,0.1261,0.0000,0.0000,0.0000,0,0,0,0,0,0,325,450,365,264,185,116,99,304,386,368,270,170,133,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1912,0.000000,0.000000,0,0,0,0,0.000000,0,3673,0,1874,0,1799,0,0,0,0,0,0,0,0,0,0.0619,0,0,0,514,0.5630,0.3101,0.1269,0.0000,0.0000,0.0000,0,0,0,0,0,0,322,459,405,266,204,113,105,329,379,399,273,182,130,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1913,0.000000,0.000000,0,0,0,0,0.000000,0,3794,0,1942,0,1852,0,0,0,0,0,0,0,0,0,0.0618,0,0,0,559,0.5625,0.3100,0.1276,0.0000,0.0000,0.0000,0,0,0,0,0,0,336,453,450,265,205,125,108,329,385,434,271,192,126,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1914,0.000000,0.000000,0,0,0,0,0.000000,0,3838,0,1954,0,1884,0,0,0,0,0,0,0,0,0,0.0609,0,0,0,612,0.5628,0.3103,0.1269,0.0000,0.0000,0.0000,0,0,0,0,0,0,304,416,519,278,199,126,112,300,380,467,292,199,126,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1915,0.000000,0.000000,0,0,0,0,0.000000,0,3883,0,1979,0,1904,0,0,0,0,0,0,0,0,0,0.0616,0,0,0,668,0.5606,0.3111,0.1283,0.0000,0.0000,0.0000,0,0,0,0,0,0,279,415,550,292,197,127,119,263,389,487,307,202,130,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1916,0.000000,0.000000,0,0,0,0,0.000000,0,3959,0,2030,0,1929,0,0,0,0,0,0,0,0,0,0.0616,0,0,0,705,0.5628,0.3099,0.1273,0.0000,0.0000,0.0000,0,0,0,0,0,0,253,411,573,337,202,129,125,218,386,503,354,200,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1917,0.000000,0.000000,0,0,0,0,0.000000,0,4037,0,2066,0,1971,0,0,0,0,0,0,0,0,0,0.0615,0,0,0,748,0.5660,0.3077,0.1263,0.0000,0.0000,0.0000,0,0,0,0,0,0,223,408,580,372,218,139,126,203,396,503,384,203,144,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1918,0.000000,0.000000,0,0,0,0,0.000000,0,4104,0,2095,0,2009,0,0,0,0,0,0,0,0,0,0.0616,0,0,0,809,0.5648,0.3090,0.1262,0.0000,0.0000,0.0000,0,0,0,0,0,0,238,372,589,405,220,147,124,218,372,493,428,214,151,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1919,0.000000,0.000000,0,0,0,0,0.000000,0,4200,0,2146,0,2054,0,0,0,0,0,0,0,0,0,0.0606,0,0,0,866,0.5657,0.3100,0.1243,0.0000,0.0000,0.0000,0,0,0,0,0,0,263,352,583,450,224,154,120,245,333,505,453,228,152,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1920,0.000000,0.000000,0,0,0,0,0.000000,0,4307,0,2198,0,2109,0,0,0,0,0,0,0,0,0,0.0610,0,0,0,929,0.5670,0.3104,0.1226,0.0000,0.0000,0.0000,0,0,0,0,0,0,279,335,581,499,225,159,120,282,300,515,487,236,141,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1921,0.000000,0.000000,0,0,0,0,0.000000,0,4398,0,2239,0,2159,0,0,0,0,0,0,0,0,0,0.0612,0,0,0,999,0.5666,0.3099,0.1235,0.0000,0.0000,0.0000,0,0,0,0,0,0,297,300,564,573,227,155,123,302,273,520,526,242,146,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1922,0.000000,0.000000,0,0,0,0,0.000000,0,4501,0,2295,0,2206,0,0,0,0,0,0,0,0,0,0.0619,0,0,0,1055,0.5654,0.3102,0.1244,0.0000,0.0000,0.0000,0,0,0,0,0,0,321,269,570,609,234,167,125,313,258,527,551,248,153,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1923,0.000000,0.000000,0,0,0,0,0.000000,0,4603,0,2342,0,2261,0,0,0,0,0,0,0,0,0,0.0598,0,0,0,1116,0.5655,0.3098,0.1247,0.0000,0.0000,0.0000,0,0,0,0,0,0,325,303,515,667,232,168,132,319,280,485,609,252,160,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1924,0.000000,0.000000,0,0,0,0,0.000000,0,4722,0,2396,0,2326,0,0,0,0,0,0,0,0,0,0.0580,0,0,0,1190,0.5661,0.3094,0.1245,0.0000,0.0000,0.0000,0,0,0,0,0,0,332,333,475,713,243,167,133,335,318,466,620,270,165,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1925,0.000000,0.000000,0,0,0,0,0.000000,0,4856,0,2450,0,2406,0,0,0,0,0,0,0,0,0,0.0584,0,0,0,1247,0.5671,0.3089,0.1240,0.0000,0.0000,0.0000,0,0,0,0,0,0,343,342,464,734,264,164,139,357,355,436,648,285,170,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
