Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2166,0,1084,0,1082,0,0,0,0,0,0,0,0,0,0.0590,0,0,0,32,0.4497,0.4474,0.1030,0.0000,0.0000,0.0000,0,0,0,0,0,0,201,171,187,214,139,92,80,211,175,194,203,141,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2296,0,1149,0,1147,0,0,0,0,0,0,0,0,0,0.0618,0,0,0,72,0.4490,0.4503,0.1006,0.0000,0.0000,0.0000,0,0,0,0,0,0,236,192,185,214,152,91,79,256,176,203,204,150,76,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2429,0,1217,0,1212,0,0,0,0,0,0,0,0,0,0.0608,0,0,0,97,0.4479,0.4508,0.1013,0.0000,0.0000,0.0000,0,0,0,0,0,0,280,193,196,209,164,95,80,291,184,204,208,159,78,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2592,0,1293,0,1299,0,0,0,0,0,0,0,0,0,0.0619,0,0,0,129,0.4475,0.4506,0.1019,0.0000,0.0000,0.0000,0,0,0,0,0,0,334,198,208,207,160,106,80,356,180,220,207,157,88,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2723,0,1365,0,1358,0,0,0,0,0,0,0,0,0,0.0652,0,0,0,173,0.4451,0.4506,0.1043,0.0000,0.0000,0.0000,0,0,0,0,0,0,349,232,216,212,170,104,82,339,249,213,215,156,91,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2836,0,1428,0,1408,0,0,0,0,0,0,0,0,0,0.0658,0,0,0,211,0.4450,0.4520,0.1030,0.0000,0.0000,0.0000,0,0,0,0,0,0,349,278,215,223,172,108,83,318,292,224,218,166,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2954,0,1481,0,1473,0,0,0,0,0,0,0,0,0,0.0675,0,0,0,245,0.4469,0.4506,0.1026,0.0000,0.0000,0.0000,0,0,0,0,0,0,337,307,231,231,181,111,83,324,325,233,230,168,101,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3068,0,1520,0,1548,0,0,0,0,0,0,0,0,0,0.0664,0,0,0,296,0.4439,0.4566,0.0994,0.0000,0.0000,0.0000,0,0,0,0,0,0,307,361,238,242,179,108,85,324,377,244,243,168,107,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3191,0,1582,0,1609,0,0,0,0,0,0,0,0,0,0.0676,0,0,0,342,0.4447,0.4535,0.1018,0.0000,0.0000,0.0000,0,0,0,0,0,0,302,408,249,243,181,118,81,323,422,234,257,179,107,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3304,0,1632,0,1672,0,0,0,0,0,0,0,0,0,0.0650,0,0,0,378,0.4425,0.4552,0.1023,0.0000,0.0000,0.0000,0,0,0,0,0,0,287,415,288,259,182,117,84,336,394,290,265,180,117,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1910,0.000000,0.000000,0,0,0,0,0.000000,0,3417,0,1686,0,1731,0,0,0,0,0,0,0,0,0,0.0641,0,0,0,438,0.4425,0.4548,0.1027,0.0000,0.0000,0.0000,0,0,0,0,0,0,303,403,332,256,189,114,89,342,386,337,275,181,125,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
