Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2182,0,1118,0,1064,0,0,0,0,0,0,0,0,0,0.0617,0,0,0,30,0.4368,0.3556,0.2076,0.0000,0.0000,0.0000,0,0,0,0,0,0,212,178,205,207,145,90,81,205,165,192,191,151,79,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2297,0,1182,0,1115,0,0,0,0,0,0,0,0,0,0.0618,0,0,0,71,0.4288,0.3609,0.2103,0.0000,0.0000,0.0000,0,0,0,0,0,0,259,179,207,208,154,89,86,233,173,202,195,149,84,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2422,0,1245,0,1177,0,0,0,0,0,0,0,0,0,0.0635,0,0,0,103,0.4306,0.3571,0.2122,0.0000,0.0000,0.0000,0,0,0,0,0,0,297,189,208,213,152,94,92,266,179,209,192,164,87,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2530,0,1296,0,1234,0,0,0,0,0,0,0,0,0,0.0617,0,0,0,139,0.4312,0.3545,0.2142,0.0000,0.0000,0.0000,0,0,0,0,0,0,329,182,217,226,148,103,91,298,187,214,203,156,93,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2632,0,1356,0,1276,0,0,0,0,0,0,0,0,0,0.0619,0,0,0,185,0.4331,0.3552,0.2116,0.0000,0.0000,0.0000,0,0,0,0,0,0,314,249,209,238,152,98,96,281,232,209,210,165,92,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2758,0,1417,0,1341,0,0,0,0,0,0,0,0,0,0.0635,0,0,0,220,0.4398,0.3517,0.2085,0.0000,0.0000,0.0000,0,0,0,0,0,0,305,283,228,234,168,99,100,299,266,216,218,163,94,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2882,0,1480,0,1402,0,0,0,0,0,0,0,0,0,0.0642,0,0,0,271,0.4393,0.3539,0.2068,0.0000,0.0000,0.0000,0,0,0,0,0,0,313,330,227,245,170,100,95,308,294,227,233,163,94,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,2995,0,1541,0,1454,0,0,0,0,0,0,0,0,0,0.0636,0,0,0,316,0.4397,0.3559,0.2043,0.0000,0.0000,0.0000,0,0,0,0,0,0,327,358,230,259,169,107,91,309,325,236,231,173,98,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3103,0,1595,0,1508,0,0,0,0,0,0,0,0,0,0.0639,0,0,0,352,0.4422,0.3590,0.1988,0.0000,0.0000,0.0000,0,0,0,0,0,0,317,399,239,259,179,106,96,315,351,236,248,174,98,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3211,0,1658,0,1553,0,0,0,0,0,0,0,0,0,0.0639,0,0,0,394,0.4413,0.3594,0.1993,0.0000,0.0000,0.0000,0,0,0,0,0,0,329,369,299,266,182,115,98,292,362,279,258,171,104,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
