Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2173,0,1112,0,1061,0,0,0,0,0,0,0,0,0,0.0540,0,0,0,44,0.4197,0.4133,0.1671,0.0000,0.0000,0.0000,0,0,0,0,0,0,234,161,197,221,128,92,79,207,164,188,199,146,85,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2281,0,1168,0,1113,0,0,0,0,0,0,0,0,0,0.0548,0,0,0,88,0.4182,0.4125,0.1692,0.0000,0.0000,0.0000,0,0,0,0,0,0,279,168,186,227,131,91,86,231,182,197,198,145,87,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2410,0,1228,0,1182,0,0,0,0,0,0,0,0,0,0.0562,0,0,0,117,0.4145,0.4154,0.1701,0.0000,0.0000,0.0000,0,0,0,0,0,0,300,198,187,230,136,93,84,273,184,198,205,150,100,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2520,0,1287,0,1233,0,0,0,0,0,0,0,0,0,0.0544,0,0,0,153,0.4155,0.4151,0.1694,0.0000,0.0000,0.0000,0,0,0,0,0,0,335,193,206,223,146,98,86,298,182,209,212,161,100,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2650,0,1350,0,1300,0,0,0,0,0,0,0,0,0,0.0563,0,0,0,190,0.4166,0.4143,0.1691,0.0000,0.0000,0.0000,0,0,0,0,0,0,311,261,205,236,150,104,83,303,234,210,215,163,104,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2793,0,1417,0,1376,0,0,0,0,0,0,0,0,0,0.0565,0,0,0,220,0.4182,0.4125,0.1694,0.0000,0.0000,0.0000,0,0,0,0,0,0,312,305,222,235,156,104,83,322,271,214,218,169,106,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2918,0,1486,0,1432,0,0,0,0,0,0,0,0,0,0.0592,0,0,0,266,0.4212,0.4123,0.1666,0.0000,0.0000,0.0000,0,0,0,0,0,0,326,346,224,250,150,106,84,313,301,232,227,173,102,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3046,0,1561,0,1485,0,0,0,0,0,0,0,0,0,0.0577,0,0,0,300,0.4179,0.4166,0.1655,0.0000,0.0000,0.0000,0,0,0,0,0,0,344,361,244,262,152,114,84,314,337,236,235,173,107,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3166,0,1613,0,1553,0,0,0,0,0,0,0,0,0,0.0620,0,0,0,347,0.4207,0.4138,0.1655,0.0000,0.0000,0.0000,0,0,0,0,0,0,346,402,252,259,166,107,81,315,375,250,240,176,110,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3286,0,1676,0,1610,0,0,0,0,0,0,0,0,0,0.0632,0,0,0,393,0.4236,0.4111,0.1652,0.0000,0.0000,0.0000,0,0,0,0,0,0,351,380,322,255,180,111,77,304,382,291,250,179,115,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1910,0.000000,0.000000,0,0,0,0,0.000000,0,3424,0,1736,0,1688,0,0,0,0,0,0,0,0,0,0.0605,0,0,0,428,0.4209,0.4130,0.1662,0.0000,0.0000,0.0000,0,0,0,0,0,0,334,390,359,266,195,109,83,325,385,314,265,174,131,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1911,0.000000,0.000000,0,0,0,0,0.000000,0,3526,0,1796,0,1730,0,0,0,0,0,0,0,0,0,0.0618,0,0,0,475,0.4217,0.4118,0.1665,0.0000,0.0000,0.0000,0,0,0,0,0,0,330,399,398,268,199,113,89,318,376,366,270,172,129,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1912,0.000000,0.000000,0,0,0,0,0.000000,0,3655,0,1858,0,1797,0,0,0,0,0,0,0,0,0,0.0646,0,0,0,517,0.4213,0.4140,0.1647,0.0000,0.0000,0.0000,0,0,0,0,0,0,335,408,429,273,207,117,89,318,389,400,269,181,131,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
