Time,Year,Timestep,N_m,N_f,NPos_m,NPos_f,N_knowpos_m,N_knowpos_f,NART_m,NART_f,NVS_m,NVS_f,NNotKnowStatus_m,NNotKnowStatus_f,PropMenCirc,Cumulative_Infected_m,Cumulative_Infected_f
1975.0833,1975,4,8659,8597,6,10,0,0,0,0,0,0,6,10,0.0620,6,10
1975.1667,1975,8,8667,8621,6,10,0,0,0,0,0,0,6,10,0.0623,6,10
1975.2500,1975,12,8691,8642,6,10,0,0,0,0,0,0,6,10,0.0620,6,10
1975.3333,1975,16,8700,8662,6,10,0,0,0,0,0,0,6,10,0.0621,6,10
1975.4167,1975,20,8727,8688,6,10,0,0,0,0,0,0,6,10,0.0622,6,10
1975.5000,1975,24,8744,8707,6,10,0,0,0,0,0,0,6,10,0.0623,6,10
1975.5833,1975,28,8760,8728,6,9,0,0,0,0,0,0,6,9,0.0624,6,10
1975.6667,1975,32,8774,8750,6,9,0,0,0,0,0,0,6,9,0.0625,6,10
1975.7500,1975,36,8801,8772,6,9,0,0,0,0,0,0,6,9,0.0623,6,10
1975.8333,1975,40,8822,8787,6,9,0,0,0,0,0,0,6,9,0.0623,6,10
1975.9167,1975,44,8830,8806,7,9,0,0,0,0,0,0,7,9,0.0622,7,10
1976.0000,1976,0,8840,8829,7,9,0,0,0,0,0,0,7,9,0.0623,7,10
1976.0833,1976,4,8866,8857,13,19,0,0,0,0,0,0,13,19,0.0624,13,20
1976.1667,1976,8,8904,8880,13,19,0,0,0,0,0,0,13,19,0.0622,13,20
1976.2500,1976,12,8934,8906,15,18,0,0,0,0,0,0,15,18,0.0619,15,20
1976.3333,1976,16,8966,8934,17,19,0,0,0,0,0,0,17,19,0.0622,17,21
1976.4167,1976,20,8987,8954,18,20,0,0,0,0,0,0,18,20,0.0624,18,22
1976.5000,1976,24,9017,8968,19,20,0,0,0,0,0,0,19,20,0.0623,19,22
1976.5833,1976,28,9037,8996,19,20,0,0,0,0,0,0,19,20,0.0625,19,22
1976.6667,1976,32,9061,9022,19,21,0,0,0,0,0,0,19,21,0.0626,19,23
1976.7500,1976,36,9081,9051,20,22,0,0,0,0,0,0,20,22,0.0627,20,24
1976.8333,1976,40,9105,9075,22,23,0,0,0,0,0,0,22,23,0.0625,22,25
1976.9167,1976,44,9133,9090,22,26,0,0,0,0,0,0,22,26,0.0625,22,28
1977.0000,1977,0,9168,9114,23,27,0,0,0,0,0,0,23,27,0.0625,23,29
1977.0833,1977,4,9204,9133,36,36,0,0,0,0,0,0,36,36,0.0623,36,38
1977.1667,1977,8,9226,9162,39,39,0,0,0,0,0,0,39,39,0.0623,39,41
1977.2500,1977,12,9244,9185,42,39,0,0,0,0,0,0,42,39,0.0624,42,41
1977.3333,1977,16,9257,9197,43,41,0,0,0,0,0,0,43,41,0.0624,43,43
1977.4167,1977,20,9292,9223,43,41,0,0,0,0,0,0,43,41,0.0625,43,43
1977.5000,1977,24,9325,9242,45,41,0,0,0,0,0,0,45,41,0.0627,45,43
1977.5833,1977,28,9358,9279,45,43,0,0,0,0,0,0,45,43,0.0628,45,45
1977.6667,1977,32,9378,9300,45,43,0,0,0,0,0,0,45,43,0.0630,45,45
1977.7500,1977,36,9392,9325,45,43,0,0,0,0,0,0,45,43,0.0631,46,45
1977.8333,1977,40,9423,9356,46,45,0,0,0,0,0,0,46,45,0.0634,47,47
1977.9167,1977,44,9449,9378,46,45,0,0,0,0,0,0,46,45,0.0632,47,48
1978.0000,1978,0,9474,9406,47,46,0,0,0,0,0,0,47,46,0.0632,48,49
1978.0833,1978,4,9508,9433,54,54,0,0,0,0,0,0,54,54,0.0634,55,57
1978.1667,1978,8,9533,9470,54,54,0,0,0,0,0,0,54,54,0.0634,55,58
1978.2500,1978,12,9560,9500,57,55,0,0,0,0,0,0,57,55,0.0634,58,59
1978.3333,1978,16,9587,9523,58,57,0,0,0,0,0,0,58,57,0.0632,59,61
1978.4167,1978,20,9610,9549,58,60,0,0,0,0,0,0,58,60,0.0631,60,64
1978.5000,1978,24,9628,9577,62,63,0,0,0,0,0,0,62,63,0.0631,64,68
1978.5833,1978,28,9663,9592,63,66,0,0,0,0,0,0,63,66,0.0630,65,71
1978.6667,1978,32,9691,9612,65,67,0,0,0,0,0,0,65,67,0.0628,67,72
1978.7500,1978,36,9717,9640,67,67,0,0,0,0,0,0,67,67,0.0627,69,72
1978.8333,1978,40,9750,9676,71,67,0,0,0,0,0,0,71,67,0.0625,73,72
