Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2142,0,1094,0,1048,0,0,0,0,0,0,0,0,0,0.0603,0,0,0,29,0.5514,0.3637,0.0850,0.0000,0.0000,0.0000,0,0,0,0,0,0,206,168,201,214,143,81,81,186,163,189,208,138,85,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2271,0,1150,0,1121,0,0,0,0,0,0,0,0,0,0.0609,0,0,0,67,0.5526,0.3615,0.0859,0.0000,0.0000,0.0000,0,0,0,0,0,0,241,174,203,225,146,82,79,225,176,193,214,144,89,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2394,0,1210,0,1184,0,0,0,0,0,0,0,0,0,0.0595,0,0,0,94,0.5518,0.3613,0.0869,0.0000,0.0000,0.0000,0,0,0,0,0,0,282,174,208,224,150,90,82,267,172,202,222,149,83,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2524,0,1280,0,1244,0,0,0,0,0,0,0,0,0,0.0594,0,0,0,134,0.5511,0.3597,0.0891,0.0000,0.0000,0.0000,0,0,0,0,0,0,322,192,211,228,155,91,81,299,184,205,217,166,82,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2643,0,1339,0,1304,0,0,0,0,0,0,0,0,0,0.0597,0,0,0,174,0.5471,0.3610,0.0919,0.0000,0.0000,0.0000,0,0,0,0,0,0,324,234,222,223,164,94,78,313,214,210,226,158,90,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2781,0,1417,0,1364,0,0,0,0,0,0,0,0,0,0.0621,0,0,0,210,0.5455,0.3621,0.0924,0.0000,0.0000,0.0000,0,0,0,0,0,0,343,275,225,229,163,101,81,300,269,211,235,160,100,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2936,0,1496,0,1440,0,0,0,0,0,0,0,0,0,0.0608,0,0,0,247,0.5443,0.3638,0.0920,0.0000,0.0000,0.0000,0,0,0,0,0,0,366,305,228,241,171,104,81,318,293,228,238,166,104,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3075,0,1563,0,1512,0,0,0,0,0,0,0,0,0,0.0608,0,0,0,286,0.5447,0.3636,0.0917,0.0000,0.0000,0.0000,0,0,0,0,0,0,363,361,225,246,178,114,76,334,333,231,242,169,108,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3176,0,1616,0,1560,0,0,0,0,0,0,0,0,0,0.0619,0,0,0,322,0.5450,0.3637,0.0913,0.0000,0.0000,0.0000,0,0,0,0,0,0,353,393,241,257,177,116,79,320,365,241,249,169,119,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3294,0,1668,0,1626,0,0,0,0,0,0,0,0,0,0.0635,0,0,0,370,0.5440,0.3652,0.0908,0.0000,0.0000,0.0000,0,0,0,0,0,0,333,415,281,267,180,116,76,328,378,263,260,177,119,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
