Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2158,0,1109,0,1049,0,0,0,0,0,0,0,0,0,0.0577,0,0,0,34,0.4782,0.3373,0.1844,0.0000,0.0000,0.0000,0,0,0,0,0,0,216,167,208,213,134,89,82,194,163,194,210,134,79,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2300,0,1175,0,1125,0,0,0,0,0,0,0,0,0,0.0579,0,0,0,64,0.4800,0.3378,0.1822,0.0000,0.0000,0.0000,0,0,0,0,0,0,260,170,216,220,137,92,80,242,168,196,217,144,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2430,0,1239,0,1191,0,0,0,0,0,0,0,0,0,0.0573,0,0,0,98,0.4831,0.3358,0.1811,0.0000,0.0000,0.0000,0,0,0,0,0,0,299,186,214,224,138,96,82,271,196,192,217,153,85,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2552,0,1314,0,1238,0,0,0,0,0,0,0,0,0,0.0594,0,0,0,145,0.4855,0.3335,0.1810,0.0000,0.0000,0.0000,0,0,0,0,0,0,357,190,213,226,151,90,87,312,195,190,223,157,80,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2676,0,1369,0,1307,0,0,0,0,0,0,0,0,0,0.0614,0,0,0,185,0.4817,0.3374,0.1809,0.0000,0.0000,0.0000,0,0,0,0,0,0,335,252,219,222,150,101,90,325,226,207,223,168,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2816,0,1443,0,1373,0,0,0,0,0,0,0,0,0,0.0603,0,0,0,228,0.4769,0.3391,0.1839,0.0000,0.0000,0.0000,0,0,0,0,0,0,341,297,233,221,158,102,91,328,275,216,229,159,87,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2961,0,1516,0,1445,0,0,0,0,0,0,0,0,0,0.0627,0,0,0,257,0.4819,0.3377,0.1803,0.0000,0.0000,0.0000,0,0,0,0,0,0,345,334,231,236,171,105,94,335,317,223,225,172,96,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3077,0,1585,0,1492,0,0,0,0,0,0,0,0,0,0.0637,0,0,0,307,0.4826,0.3347,0.1826,0.0000,0.0000,0.0000,0,0,0,0,0,0,346,385,234,255,173,100,92,328,335,243,229,182,99,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3188,0,1641,0,1547,0,0,0,0,0,0,0,0,0,0.0640,0,0,0,342,0.4824,0.3353,0.1822,0.0000,0.0000,0.0000,0,0,0,0,0,0,347,416,239,272,167,112,88,309,389,243,249,179,103,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3320,0,1714,0,1606,0,0,0,0,0,0,0,0,0,0.0642,0,0,0,376,0.4822,0.3343,0.1834,0.0000,0.0000,0.0000,0,0,0,0,0,0,349,414,301,273,173,118,86,296,403,289,252,179,111,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1910,0.000000,0.000000,0,0,0,0,0.000000,0,3442,0,1784,0,1658,0,0,0,0,0,0,0,0,0,0.0656,0,0,0,420,0.4852,0.3315,0.1833,0.0000,0.0000,0.0000,0,0,0,0,0,0,353,411,351,277,185,111,96,280,402,339,251,193,111,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1911,0.000000,0.000000,0,0,0,0,0.000000,0,3567,0,1857,0,1710,0,0,0,0,0,0,0,0,0,0.0641,0,0,0,466,0.4830,0.3339,0.1831,0.0000,0.0000,0.0000,0,0,0,0,0,0,360,423,393,276,194,110,101,281,390,378,257,199,119,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1912,0.000000,0.000000,0,0,0,0,0.000000,0,3692,0,1916,0,1776,0,0,0,0,0,0,0,0,0,0.0652,0,0,0,509,0.4851,0.3313,0.1836,0.0000,0.0000,0.0000,0,0,0,0,0,0,363,405,438,291,201,113,105,301,384,410,264,196,132,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1913,0.000000,0.000000,0,0,0,0,0.000000,0,3813,0,1972,0,1841,0,0,0,0,0,0,0,0,0,0.0644,0,0,0,551,0.4875,0.3291,0.1833,0.0000,0.0000,0.0000,0,0,0,0,0,0,351,425,464,299,206,127,100,310,368,456,270,203,139,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
