Time,Year,Timestep,N_m,N_f,NPos_m,NPos_f,N_knowpos_m,N_knowpos_f,NART_m,NART_f,NVS_m,NVS_f,NNotKnowStatus_m,NNotKnowStatus_f,PropMenCirc,Cumulative_Infected_m,Cumulative_Infected_f
1975.0833,1975,4,5516,5475,11,15,0,0,0,0,0,0,11,15,0.0662,11,15
1975.1667,1975,8,5529,5499,11,15,0,0,0,0,0,0,11,15,0.0660,11,15
1975.2500,1975,12,5534,5510,11,15,0,0,0,0,0,0,11,15,0.0658,11,15
1975.3333,1975,16,5550,5517,11,15,0,0,0,0,0,0,11,15,0.0658,11,15
1975.4167,1975,20,5585,5544,11,15,0,0,0,0,0,0,11,15,0.0657,11,15
1975.5000,1975,24,5592,5550,11,16,0,0,0,0,0,0,11,16,0.0655,11,16
1975.5833,1975,28,5601,5565,11,16,0,0,0,0,0,0,11,16,0.0653,11,16
1975.6667,1975,32,5624,5575,13,17,0,0,0,0,0,0,13,17,0.0656,13,17
1975.7500,1975,36,5634,5587,14,17,0,0,0,0,0,0,14,17,0.0655,14,17
1975.8333,1975,40,5634,5614,14,17,0,0,0,0,0,0,14,17,0.0653,14,17
1975.9167,1975,44,5672,5633,14,17,0,0,0,0,0,0,14,17,0.0658,14,17
1976.0000,1976,0,5684,5645,15,17,0,0,0,0,0,0,15,17,0.0660,15,17
1976.0833,1976,4,5700,5660,26,28,0,0,0,0,0,0,26,28,0.0658,26,28
1976.1667,1976,8,5718,5681,27,29,0,0,0,0,0,0,27,29,0.0659,27,29
1976.2500,1976,12,5724,5677,27,30,0,0,0,0,0,0,27,30,0.0664,27,30
1976.3333,1976,16,5741,5699,27,31,0,0,0,0,0,0,27,31,0.0662,27,31
1976.4167,1976,20,5754,5722,27,30,0,0,0,0,0,0,27,30,0.0664,27,31
1976.5000,1976,24,5756,5735,28,31,0,0,0,0,0,0,28,31,0.0660,28,32
1976.5833,1976,28,5775,5743,28,32,0,0,0,0,0,0,28,32,0.0661,28,33
1976.6667,1976,32,5806,5756,28,32,0,0,0,0,0,0,28,32,0.0656,28,34
1976.7500,1976,36,5815,5766,28,32,0,0,0,0,0,0,28,32,0.0657,28,34
1976.8333,1976,40,5833,5792,28,33,0,0,0,0,0,0,28,33,0.0657,28,35
1976.9167,1976,44,5850,5812,28,34,0,0,0,0,0,0,28,34,0.0658,28,37
1977.0000,1977,0,5863,5812,28,36,0,0,0,0,0,0,28,36,0.0658,28,38
1977.0833,1977,4,5879,5831,46,50,0,0,0,0,0,0,46,50,0.0660,46,51
1977.1667,1977,8,5886,5853,47,51,0,0,0,0,0,0,47,51,0.0657,47,52
1977.2500,1977,12,5892,5861,47,51,0,0,0,0,0,0,47,51,0.0655,47,52
1977.3333,1977,16,5902,5873,51,54,0,0,0,0,0,0,51,54,0.0654,51,55
1977.4167,1977,20,5929,5916,52,57,0,0,0,0,0,0,52,57,0.0661,52,58
1977.5000,1977,24,5948,5927,56,58,0,0,0,0,0,0,56,58,0.0659,56,59
1977.5833,1977,28,5959,5952,58,59,0,0,0,0,0,0,58,59,0.0663,58,60
1977.6667,1977,32,5978,5976,59,62,0,0,0,0,0,0,59,62,0.0659,59,63
1977.7500,1977,36,5982,5987,62,63,0,0,0,0,0,0,62,63,0.0662,62,64
1977.8333,1977,40,5998,6005,64,63,0,0,0,0,0,0,64,63,0.0662,65,64
1977.9167,1977,44,6027,6024,67,66,0,0,0,0,0,0,67,66,0.0665,69,67
1978.0000,1978,0,6027,6020,69,65,0,0,0,0,0,0,69,65,0.0662,71,67
1978.0833,1978,4,6040,6023,81,75,0,0,0,0,0,0,81,75,0.0659,83,77
1978.1667,1978,8,6065,6052,81,77,0,0,0,0,0,0,81,77,0.0661,83,79
1978.2500,1978,12,6070,6064,81,79,0,0,0,0,0,0,81,79,0.0662,83,81
1978.3333,1978,16,6072,6084,83,82,0,0,0,0,0,0,83,82,0.0662,85,85
1978.4167,1978,20,6102,6107,84,83,0,0,0,0,0,0,84,83,0.0667,86,86
1978.5000,1978,24,6107,6118,85,86,0,0,0,0,0,0,85,86,0.0668,87,89
1978.5833,1978,28,6123,6134,88,87,0,0,0,0,0,0,88,87,0.0670,90,90
1978.6667,1978,32,6142,6172,87,88,0,0,0,0,0,0,87,88,0.0669,90,92
1978.7500,1978,36,6154,6175,87,94,0,0,0,0,0,0,87,94,0.0665,90,98
1978.8333,1978,40,6175,6187,91,101,0,0,0,0,0,0,91,101,0.0664,94,105
1978.9167,1978,44,6197,6218,94,101,0,0,0,0,0,0,94,101,0.0666,97,105
