Year,Prevalence,Incidence,NumberPositive,NewCasesThisYear,NewCasesThisYearFromOutside,NewCasesThisYearFromAcute,PropHIVPosONART,NAnnual,TotalPopulation,NumberPositiveM,PopulationM,NumberPositiveF,PopulationF,CumulativeNonPopartHIVtests,CumulativePopartHIVtests,CumulativeNonPopartCD4tests,CumulativePopartCD4tests,NHIVTestedThisYear,NOnARTM,NNeedARTM,NOnARTF,NNeedARTF,PropMenCirc,NindInSdPart,NDied_from_HIV,NHIV_pos_dead,N_dead,Prop_riskLow,Prop_riskMed,Prop_riskHigh,Prevalence_riskLow,Prevalence_riskMed,Prevalence_riskHigh,NewCasesThisYear_riskLow,NewCasesThisYear_riskMed,NewCasesThisYear_riskHigh,NDied_from_HIV_riskLow,NDied_from_HIV_riskMed,NDied_from_HIV_riskHigh,NMage13-18,NMage18-23,NMage23-30,NMage30-40,NMage40-50,NMage50-60,NMage60-80,NFage13-18,NFage18-23,NFage23-30,NFage30-40,NFage40-50,NFage50-60,NFage60-80,IncMage13-18,IncMage18-23,IncMage23-30,IncMage30-40,IncMage40-50,IncMage50-60,IncMage60-80,IncFage13-18,IncFage18-23,IncFage23-30,IncFage30-40,IncFage40-50,IncFage50-60,IncFage60-80,NPosMage13-18,NPosMage18-23,NPosMage23-30,NPosMage30-40,NPosMage40-50,NPosMage50-60,NPosMage60-80,NPosFage13-18,NPosFage18-23,NPosFage23-30,NPosFage30-40,NPosFage40-50,NPosFage50-60,NPosFage60-80,
1900,0.000000,0.000000,0,0,0,0,0.000000,0,2163,0,1095,0,1068,0,0,0,0,0,0,0,0,0,0.0566,0,0,0,32,0.4605,0.4050,0.1345,0.0000,0.0000,0.0000,0,0,0,0,0,0,204,166,203,206,142,90,84,201,172,189,208,137,87,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1901,0.000000,0.000000,0,0,0,0,0.000000,0,2282,0,1150,0,1132,0,0,0,0,0,0,0,0,0,0.0565,0,0,0,72,0.4606,0.4032,0.1363,0.0000,0.0000,0.0000,0,0,0,0,0,0,238,180,203,206,150,89,84,243,183,196,197,154,86,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1902,0.000000,0.000000,0,0,0,0,0.000000,0,2397,0,1202,0,1195,0,0,0,0,0,0,0,0,0,0.0549,0,0,0,107,0.4577,0.4034,0.1389,0.0000,0.0000,0.0000,0,0,0,0,0,0,262,187,204,217,151,97,84,288,181,207,195,164,81,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1903,0.000000,0.000000,0,0,0,0,0.000000,0,2524,0,1266,0,1258,0,0,0,0,0,0,0,0,0,0.0569,0,0,0,139,0.4572,0.4041,0.1387,0.0000,0.0000,0.0000,0,0,0,0,0,0,296,196,196,230,159,103,86,330,188,206,203,160,96,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1904,0.000000,0.000000,0,0,0,0,0.000000,0,2646,0,1325,0,1321,0,0,0,0,0,0,0,0,0,0.0543,0,0,0,172,0.4588,0.4025,0.1387,0.0000,0.0000,0.0000,0,0,0,0,0,0,293,237,203,228,169,106,89,326,235,213,209,162,97,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1905,0.000000,0.000000,0,0,0,0,0.000000,0,2778,0,1394,0,1384,0,0,0,0,0,0,0,0,0,0.0531,0,0,0,209,0.4568,0.4028,0.1404,0.0000,0.0000,0.0000,0,0,0,0,0,0,300,272,220,232,171,111,88,328,278,219,221,163,97,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1906,0.000000,0.000000,0,0,0,0,0.000000,0,2898,0,1449,0,1449,0,0,0,0,0,0,0,0,0,0.0545,0,0,0,248,0.4600,0.3989,0.1411,0.0000,0.0000,0.0000,0,0,0,0,0,0,314,292,238,229,171,114,91,321,323,228,238,159,101,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1907,0.000000,0.000000,0,0,0,0,0.000000,0,3005,0,1497,0,1508,0,0,0,0,0,0,0,0,0,0.0521,0,0,0,293,0.4576,0.3997,0.1428,0.0000,0.0000,0.0000,0,0,0,0,0,0,310,332,237,239,177,115,87,317,364,234,245,160,109,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1908,0.000000,0.000000,0,0,0,0,0.000000,0,3172,0,1572,0,1600,0,0,0,0,0,0,0,0,0,0.0515,0,0,0,331,0.4628,0.3938,0.1434,0.0000,0.0000,0.0000,0,0,0,0,0,0,327,361,251,251,176,122,84,352,397,245,249,162,109,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1909,0.000000,0.000000,0,0,0,0,0.000000,0,3315,0,1643,0,1672,0,0,0,0,0,0,0,0,0,0.0505,0,0,0,380,0.4627,0.3949,0.1424,0.0000,0.0000,0.0000,0,0,0,0,0,0,342,362,293,261,182,116,87,358,398,289,256,166,118,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1910,0.000000,0.000000,0,0,0,0,0.000000,0,3420,0,1690,0,1730,0,0,0,0,0,0,0,0,0,0.0509,0,0,0,426,0.4599,0.3980,0.1421,0.0000,0.0000,0.0000,0,0,0,0,0,0,332,367,330,268,183,117,93,358,390,341,260,177,111,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1911,0.000000,0.000000,0,0,0,0,0.000000,0,3521,0,1746,0,1775,0,0,0,0,0,0,0,0,0,0.0487,0,0,0,474,0.4601,0.3953,0.1446,0.0000,0.0000,0.0000,0,0,0,0,0,0,337,378,352,275,183,125,96,350,376,390,269,172,125,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1912,0.000000,0.000000,0,0,0,0,0.000000,0,3661,0,1812,0,1849,0,0,0,0,0,0,0,0,0,0.0513,0,0,0,523,0.4611,0.3931,0.1459,0.0000,0.0000,0.0000,0,0,0,0,0,0,334,389,384,284,190,129,102,336,408,422,281,179,132,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1913,0.000000,0.000000,0,0,0,0,0.000000,0,3798,0,1895,0,1903,0,0,0,0,0,0,0,0,0,0.0538,0,0,0,569,0.4600,0.3947,0.1453,0.0000,0.0000,0.0000,0,0,0,0,0,0,346,404,415,285,200,137,108,318,427,454,288,188,134,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
