sex_ratio
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
0.5073892
