RANDOMSEED initial_adult_population_size initial_prop_13_17 initial_prop_18_22 initial_prop_23_30 initial_prop_31_40 initial_prop_41_50 initial_prop_51_60 initial_prop_61_and_older initial_low_risk_male initial_low_risk_female initial_med_not_low_risk_male initial_med_not_low_risk_female initial_prop_HIV_pos_low_risk_male initial_prop_HIV_pos_low_risk_female initial_prop_HIV_pos_med_risk_male initial_prop_HIV_pos_med_risk_female initial_prop_HIV_pos_high_risk_male initial_prop_HIV_pos_high_risk_female log_seed_multiplier n_years_HIV_seeding
264056180 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.512956563384439 0.405252651758045 0.657311657517156 0.685365084757474 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.89274634466445 5
593519496 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.322427871496908 0.320714544868682 0.754895513966885 0.90240488851301 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.484728879305725 5
355884995 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.375773716703466 0.566366174466165 0.895776939881097 0.63943616411303 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.801308966041776 5
1809258626 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.533893557508963 0.589464354314181 0.658461884357865 0.865924490267298 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.89856024008979 5
1529672246 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.514316714342579 0.541220538598152 0.584561932322919 0.790609782245173 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.925694250810632 5
865064681 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.35630930594947 0.404856407225339 0.57667484042408 0.919589403332771 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.53352236482485 5
1019831930 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.592727993670159 0.561832656438825 0.759374561618981 0.629137376070272 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.702046037250412 5
2050037602 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.477604438798006 0.360051161723904 0.550191234556402 0.881954796491101 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.89009442324556 5
323225957 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.311082267475164 0.523875156577674 0.866936697262052 0.608652033968562 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.9762076993593 5
175329262 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.497537116191686 0.535758022903594 0.736785809733602 0.947974742855133 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.83807280707327 5
1480619627 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.583643168277617 0.422751817272395 0.789822519179404 0.714300959487719 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.99749556686542 5
1678869203 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.569328594085661 0.467840866842974 0.859208034682109 0.63319978258781 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.80521795513181 5
2007693255 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.531302252361282 0.456068795860712 0.650461431519261 0.559876038111836 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.696360295034723 5
912879698 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.382459577922933 0.490628284916717 0.881040437308884 0.6383062035622 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.79118522580475 5
1481363804 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.511806620841434 0.564117813630169 0.876899268841769 0.706583375966165 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.83432342198709 5
499304077 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.577263976164869 0.50949453764328 0.560726026879218 0.873564001002142 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.299570861886845 5
1504739238 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.41834108798689 0.366961783616828 0.778878040452774 0.537376774409563 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.62116307907005 5
562144971 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.472564825399475 0.529280452886749 0.730941606022081 0.919463491859262 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.96762512239678 5
1793818826 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.528495922632074 0.512032628772773 0.771474380780527 0.527825219869372 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.41060050929555 5
865458782 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.589748746458053 0.376501471530311 0.512543519899754 0.934564251289685 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.04806596142608 5
380389006 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.562668311930707 0.334536104333727 0.581478464855768 0.659110283574413 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.9234587046777 5
399928369 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.546241057495316 0.589450396720739 0.807966739249084 0.969730073070179 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.393650112410569 5
685141092 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.531293746811346 0.414721850959137 0.589792475300191 0.783183924378756 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.50039093072383 5
1859458341 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.586515660817421 0.55614881869239 0.729540319655931 0.749042452881433 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.88628583372284 5
854030027 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.496831986554916 0.576695505343149 0.605385388978615 0.621118355652662 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.53436637336383 5
854030027 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.496831986554916 0.576695505343149 0.605385388978615 0.621118355652662 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.53436637336383 5
204138470 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.553512543580141 0.335371931359535 0.586624615624344 0.838635534084714 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.5110930392776 5
1048688654 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.588729720871568 0.33617051037639 0.71669038308688 0.757870479201538 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.8870632296889 5
1403690725 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.528623325448916 0.472716153838319 0.802005028188226 0.826609765547158 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.95697860294406 5
35666926 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.46819350709547 0.525186197340513 0.931985913557117 0.559420120816571 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.25666232351741 5
890596108 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.351880035754838 0.513841153439572 0.955899209878308 0.765250001678453 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.66816783762259 5
2099286532 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.498047922026189 0.541744877574933 0.698833782231684 0.934276695694982 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.80883053913476 5
1512009814 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.413492050621164 0.424539359201633 0.583654971344389 0.906024604787533 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.14576617095399 5
1512009814 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.413492050621164 0.424539359201633 0.583654971344389 0.906024604787533 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.14576617095399 5
343899848 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.580790202130673 0.372495704099334 0.816586741821448 0.759755982000224 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.226513714614655 5
1228890603 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.504006010851059 0.464432523473339 0.688854355203241 0.648000996644789 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.820455878827421 5
1740133635 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.43431479780179 0.390707060559151 0.918640191646209 0.906081127781509 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.76986675136674 5
120071259 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.375389936161603 0.453333150827006 0.859019066896679 0.578060316701143 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.640010631368 5
603269185 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.545566680907264 0.493753696787244 0.840254333787665 0.697311213428618 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.33673854144136 5
1375367255 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.466129270605327 0.576630729519399 0.691416181530412 0.843480451594366 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.828991157306948 5
1606437158 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.452165002014575 0.585760870492864 0.750363583965283 0.773629490535825 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.509982186795446 5
890011425 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.575247347542839 0.492613323979136 0.682881643013283 0.7209033647934 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.362902942832901 5
1890808364 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.544233710800185 0.386586848859458 0.607811819213814 0.695078934058754 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.56125771832582 5
655081929 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.515167450975295 0.462796842835707 0.821126701025298 0.588074787580238 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.849808225880929 5
655081929 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.515167450975295 0.462796842835707 0.821126701025298 0.588074787580238 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.849808225880929 5
1795147029 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.56588949825439 0.574447296763225 0.86739074454112 0.908507357022544 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 0.664588455045036 5
324008195 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.535409253182553 0.453224456492324 0.852797198954365 0.63921300671254 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.99607685659533 5
849576419 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.558028132693104 0.530453257434383 0.580825342454459 0.833579659855779 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.75721689820896 5
320727640 2050 0.1583 0.1613 0.1885 0.1983 0.1353 0.0828 0.0755 0.473526190713226 0.583110454648837 0.80622005769548 0.748867756295481 2e-05 2e-05 5e-05 5e-05 8e-05 8e-05 1.50493942100978 5
