p_child_circ eff_circ_vmmc eff_circ_tmc rr_circ_unhealed t0_pmtct t50_pmtct average_log_viral_load average_annual_hazard RRacute_trans RRmale_to_female_trans RRCD4_1 RRCD4_2 RRCD4_3 RRCD4_4 SPVL_beta_k SPVL_beta_50 ART_VS_INITIAL ART_VS_EFFECT ART_VU_EFFECT Dur_acute_range_1 Dur_acute_range_2 p_initial_cd4_gt500_spvl0 p_initial_cd4_350_500_spvl0 p_initial_cd4_200_350_spvl0 p_initial_cd4_lt200_spvl0 p_initial_cd4_gt500_spvl1 p_initial_cd4_350_500_spvl1 p_initial_cd4_200_350_spvl1 p_initial_cd4_lt200_spvl1 p_initial_cd4_gt500_spvl2 p_initial_cd4_350_500_spvl2 p_initial_cd4_200_350_spvl2 p_initial_cd4_lt200_spvl2 p_initial_cd4_gt500_spvl3 p_initial_cd4_350_500_spvl3 p_initial_cd4_200_350_spvl3 p_initial_cd4_lt200_spvl3 initial_SPVL_mu initial_SPVL_sigma SPVL_sigma_M SPVL_sigma_E p_misclassify_cd4_0_1 p_misclassify_cd4_0_2 p_misclassify_cd4_0_3 p_misclassify_cd4_0_4 p_misclassify_cd4_1_1 p_misclassify_cd4_1_2 p_misclassify_cd4_1_3 p_misclassify_cd4_1_4 p_misclassify_cd4_2_1 p_misclassify_cd4_2_2 p_misclassify_cd4_2_3 p_misclassify_cd4_2_4 p_misclassify_cd4_3_1 p_misclassify_cd4_3_2 p_misclassify_cd4_3_3 p_misclassify_cd4_3_4 time_gt500_to_500_spvl0 time_350to500_to_350_spvl0 time_200to350_to_200_spvl0 time_lt200_to_death_spvl0 time_gt500_to_500_spvl1 time_350to500_to_350_spvl1 time_200to350_to_200_spvl1 time_lt200_to_death_spvl1 time_gt500_to_500_spvl2 time_350to500_to_350_spvl2 time_200to350_to_200_spvl2 time_lt200_to_death_spvl2 time_gt500_to_500_spvl3 time_350to500_to_350_spvl3 time_200to350_to_200_spvl3 time_lt200_to_death_spvl3 cox_RRspvl_gt500_to_500 cox_RRspvl_500_to_350 cox_RRspvl_350_to_200 cox_RRspvl_200_to_death factor_for_slower_progression_ART_VU
0.0659 0.6 0 0.33 1990 2000 4 0.070958539561432 5.3 2.35158532850449 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.122227511232578 5.3 2.78430295715888 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.122227511232578 5.3 2.78430295715888 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.076781816121722 5.3 2.9369367373985 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0834324786793224 5.3 2.39871183583991 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.117619298763909 5.3 2.54949925893354 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.102044177278451 5.3 2.34746971501049 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.196487611086937 5.3 2.85788355205085 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0529976315158311 5.3 2.26954270400666 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0821345077224882 5.3 2.39107309488014 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0890760557554995 5.3 2.58699301302924 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.171439722981643 5.3 2.49682730789528 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.171439722981643 5.3 2.49682730789528 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.177094339370205 5.3 2.76302304852191 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.120440019744539 5.3 1.74961078202125 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.103617925709399 5.3 1.41622765887412 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0698263135847491 5.3 1.16415528275358 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.165560556525419 5.3 2.63656897760673 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.103361994494704 5.3 1.66699419444827 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.11559722474239 5.3 1.59775667607938 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.124290099962482 5.3 2.66467899709578 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.248608644001266 5.3 2.05528875322926 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.150006415339802 5.3 2.06928749202568 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.122271493065184 5.3 1.72386963858213 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0825358518429593 5.3 1.21457055915278 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.223072566796747 5.3 2.53612576481253 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.102300198283233 5.3 2.60024404991082 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.105639155274296 5.3 1.39714267674302 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0869911124593839 5.3 1.37786248441539 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.188447592076242 5.3 1.50898244410507 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.188656486017039 5.3 2.12871553669597 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0741463855383775 5.3 2.58209127953818 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.0928029435087656 5.3 2.75119844878934 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.142120795217411 5.3 2.38061178959907 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
0.0659 0.6 0 0.33 1990 2000 4 0.179208843352647 5.3 1.9564445891458 1 1 1 2.34 1.02 13938 0.5 1 0.3 0.08 0.25 0.864 0.113 0.023 0 0.78 0.19 0.03 0 0.74 0.21 0.05 0 0.71 0.25 0.04 0 4.74 0.61 0 0.61 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 5.35 3.66 7.62 2.3 3.12 3.09 8.39 2.3 2.35 2.32 6.57 2.3 1.51 1.44 2.93 2.3 2.17 1.88 1.96 1.63 1
