time year t_step prop_hiv_status_known_3MM18 prop_hiv_status_known_3MM19 prop_hiv_status_known_3MM20 prop_hiv_status_known_3MM21 prop_hiv_status_known_3MM22 prop_hiv_status_known_3MM23 prop_hiv_status_known_3MM24 prop_hiv_status_known_3MM25 prop_hiv_status_known_3MM26 prop_hiv_status_known_3MM27 prop_hiv_status_known_3MM28 prop_hiv_status_known_3MM29 prop_hiv_status_known_3MM30 prop_hiv_status_known_3MM31 prop_hiv_status_known_3MM32 prop_hiv_status_known_3MM33 prop_hiv_status_known_3MM34 prop_hiv_status_known_3MM35 prop_hiv_status_known_3MM36 prop_hiv_status_known_3MM37 prop_hiv_status_known_3MM38 prop_hiv_status_known_3MM39 prop_hiv_status_known_3MM40 prop_hiv_status_known_3MM41 prop_hiv_status_known_3MM42 prop_hiv_status_known_3MM43 prop_hiv_status_known_3MM44 prop_hiv_status_known_3MM45 prop_hiv_status_known_3MM46 prop_hiv_status_known_3MM47 prop_hiv_status_known_3MM48 prop_hiv_status_known_3MM49 prop_hiv_status_known_3MM50 prop_hiv_status_known_3MM51 prop_hiv_status_known_3MM52 prop_hiv_status_known_3MM53 prop_hiv_status_known_3MM54 prop_hiv_status_known_3MM55 prop_hiv_status_known_3MM56 prop_hiv_status_known_3MM57 prop_hiv_status_known_3MM58 prop_hiv_status_known_3MM59 prop_hiv_status_known_3MM60 prop_hiv_status_known_3MM61 prop_hiv_status_known_3MM62 prop_hiv_status_known_3MM63 prop_hiv_status_known_3MM64 prop_hiv_status_known_3MM65 prop_hiv_status_known_3MM66 prop_hiv_status_known_3MM67 prop_hiv_status_known_3MM68 prop_hiv_status_known_3MM69 prop_hiv_status_known_3MM70 prop_hiv_status_known_3MM71 prop_hiv_status_known_3MM72 prop_hiv_status_known_3MM73 prop_hiv_status_known_3MM74 prop_hiv_status_known_3MM75 prop_hiv_status_known_3MM76 prop_hiv_status_known_3MM77 prop_hiv_status_known_3MM78 prop_hiv_status_known_3MM79 prop_hiv_status_known_3MM80 prop_hiv_status_known_3MF18 prop_hiv_status_known_3MF19 prop_hiv_status_known_3MF20 prop_hiv_status_known_3MF21 prop_hiv_status_known_3MF22 prop_hiv_status_known_3MF23 prop_hiv_status_known_3MF24 prop_hiv_status_known_3MF25 prop_hiv_status_known_3MF26 prop_hiv_status_known_3MF27 prop_hiv_status_known_3MF28 prop_hiv_status_known_3MF29 prop_hiv_status_known_3MF30 prop_hiv_status_known_3MF31 prop_hiv_status_known_3MF32 prop_hiv_status_known_3MF33 prop_hiv_status_known_3MF34 prop_hiv_status_known_3MF35 prop_hiv_status_known_3MF36 prop_hiv_status_known_3MF37 prop_hiv_status_known_3MF38 prop_hiv_status_known_3MF39 prop_hiv_status_known_3MF40 prop_hiv_status_known_3MF41 prop_hiv_status_known_3MF42 prop_hiv_status_known_3MF43 prop_hiv_status_known_3MF44 prop_hiv_status_known_3MF45 prop_hiv_status_known_3MF46 prop_hiv_status_known_3MF47 prop_hiv_status_known_3MF48 prop_hiv_status_known_3MF49 prop_hiv_status_known_3MF50 prop_hiv_status_known_3MF51 prop_hiv_status_known_3MF52 prop_hiv_status_known_3MF53 prop_hiv_status_known_3MF54 prop_hiv_status_known_3MF55 prop_hiv_status_known_3MF56 prop_hiv_status_known_3MF57 prop_hiv_status_known_3MF58 prop_hiv_status_known_3MF59 prop_hiv_status_known_3MF60 prop_hiv_status_known_3MF61 prop_hiv_status_known_3MF62 prop_hiv_status_known_3MF63 prop_hiv_status_known_3MF64 prop_hiv_status_known_3MF65 prop_hiv_status_known_3MF66 prop_hiv_status_known_3MF67 prop_hiv_status_known_3MF68 prop_hiv_status_known_3MF69 prop_hiv_status_known_3MF70 prop_hiv_status_known_3MF71 prop_hiv_status_known_3MF72 prop_hiv_status_known_3MF73 prop_hiv_status_known_3MF74 prop_hiv_status_known_3MF75 prop_hiv_status_known_3MF76 prop_hiv_status_known_3MF77 prop_hiv_status_known_3MF78 prop_hiv_status_known_3MF79 prop_hiv_status_known_3MF80
2015.47916666667 2015 23 0.00151883140593844 0 0.00148138718021422 0.00368360260520701 0.00659636555718031 0 0.00400591783316263 0 0.00452433072921897 0.00255018641898947 0.00230556422052525 0 0.00652547701329659 0.00289584421674407 0.00473606049240902 0 0 0 0.00352168600717594 0 0.00886101640515235 0 0 0 0.00431130170385215 0 0.00654027401332674 0 0 0 0 0.0103378524726777 0.00866144396359487 0 0.00971131595918212 0 0 0 0.0131701408213566 0 0 0 0 0 0.0200295891658131 0 0.0223586111618379 0 0 0 0.0246518020502315 0 0 0 0 0 0 0 0 0 0 0 0.00763031968221453 0.00412037262839584 0.00680892549546055 0.00678969124264852 0.0043767235809971 0.00568887739620728 0.0067326350137187 0.00324256418198661 0.00519686637815692 0.00716141735537453 0 0.0140012662129956 0.00232789414033664 0.0105418890346385 0.00577429597572991 0.00495577463896407 0.00602771335397511 0.0124859776618056 0.00638817461766798 0 0.00862260340770431 0.00381515984110726 0.0085081440704339 0.00377027560768247 0.00568887739620728 0 0.00478318547243299 0.0196208220399802 0 0 0 0.00801183566632525 0.00924442576883683 0 0 0 0 0 0 0 0.0108024750557194 0.0237387723446674 0.010120213473253 0 0 0 0 0.0121698769615067 0 0.0274691508559723 0.0118693861723337 0 0 0 0 0 0 0 0 0 0 0 0 0
2015.5 2015 24 0.00455649421781531 0.00313677089709308 0.00592554872085689 0.011050807815621 0.00824545694647539 0.00172917316539394 0.00400591783316263 0.00797859153492971 0.00904866145843793 0.0102007456759579 0.00461112844105051 0.00491775079262931 0.00652547701329659 0.00579168843348813 0.00710409073861352 0.00616295051255789 0.00297653337448616 0.00291339478775464 0.00352168600717594 0.00397281107421087 0.00443050820257618 0 0 0.0046670887376652 0.00431130170385215 0 0.00654027401332674 0.0104502204343373 0.0124054229672133 0 0.00915638361865743 0 0 0 0.00971131595918212 0.0133530594438754 0 0.0133530594438754 0.0131701408213566 0 0 0 0 0 0 0 0 0 0.0213648951102007 0 0 0 0 0 0 0 0 0 0 0 0 0.0437009218163196 0 0.00824074525679169 0.00953249569364478 0 0.00729453930166184 0.00568887739620728 0.0134652700274374 0.00810641045496653 0.00692915517087589 0.00716141735537453 0.00210376428875061 0.00700063310649779 0.00931157656134654 0.00843351122771079 0.0144357399393248 0.00743366195844611 0.00904157003096267 0.00624298883090279 0.00958226192650196 0 0.00431130170385215 0.00381515984110726 0 0.00377027560768247 0 0.0108024750557194 0 0.00654027401332674 0.0184888515376737 0.00645248510039618 0 0.00801183566632525 0.00924442576883683 0.00722872390946639 0.0165762117234316 0 0.0178040792585006 0 0 0.00836017634746983 0 0 0.010120213473253 0 0 0 0 0 0 0.0137345754279861 0.0118693861723337 0.0178040792585006 0 0 0 0.0384568111983612 0.0282770670576185 0 0 0 0 0.0331524234468631 0 0
2015.52083333333 2015 25 0.0212636396831381 0.0219573962796516 0.0237021948834276 0.0128926091182245 0.00989454833577047 0.0138333853231515 0.0160236713326505 0.00997323941866214 0.0135729921876569 0.0102007456759579 0.027666770646303 0.0122943769815733 0.00870063601772878 0.0144792210837203 0.00710409073861352 0.00616295051255789 0.0208357336214031 0.0145669739387732 0.00704337201435187 0.0158912442968435 0.0132915246077285 0.0169413265191019 0.0108430858641996 0.0186683549506608 0.00431130170385215 0.0153418129780696 0 0.00522511021716864 0.0124054229672133 0.0170162881408678 0.0183127672373149 0 0.0346457758543795 0 0.00971131595918212 0.0267061188877508 0 0.0133530594438754 0.0131701408213566 0 0.0157609881960497 0.0165762117234316 0 0 0.0200295891658131 0.0468985502419039 0 0 0.0213648951102007 0.0223586111618379 0 0 0.0274691508559723 0.0343364385699654 0 0 0 0.0343364385699654 0.0457819180932872 0 0 0.0437009218163196 0.0152606393644291 0.0192284055991806 0.0204267764863817 0.0203690737279456 0.0189658021843208 0.0270221676319846 0.0175048510356686 0.0226979492739063 0.0155905991344708 0.0179035433884363 0.0231414071762567 0.0256689880571586 0.0279347296840396 0.0231921558762047 0.0230971839029196 0.0198230985558563 0.0180831400619253 0.0124859776618056 0.0191645238530039 0.018071809773666 0.0129339051115565 0.0152606393644291 0.0297785042465186 0.0263919292537773 0.0227555095848291 0.00540123752785972 0.014349556417299 0.0130805480266535 0.00616295051255789 0.0387149106023771 0.0356081585170011 0 0.00924442576883683 0.0289148956378656 0.0165762117234316 0.0126502668415662 0.0178040792585006 0.0096142027995903 0.011050807815621 0.0418008817373491 0.0216049501114389 0.0237387723446674 0.0404808538930118 0.0118693861723337 0.0406233921109449 0 0.0379508005246986 0 0.0124859776618056 0.0137345754279861 0.0356081585170011 0.0356081585170011 0.0171682192849827 0 0.0209004408686746 0.0384568111983612 0 0 0 0.0291339478775464 0 0 0 0.030280953699497
2015.54166666667 2015 26 0.0227824710890765 0.0235257817281981 0.0192580333427849 0.0128926091182245 0.0115436397250655 0.00691669266157576 0.0280414248321384 0.0119678873023946 0.00904866145843793 0.0357026098658526 0.027666770646303 0.00491775079262931 0.00870063601772878 0.0173750653004644 0.0165762117234316 0.0123259010251158 0.00892960012345849 0.0116535791510185 0.0105650580215278 0.00397281107421087 0.0132915246077285 0.0169413265191019 0.0144574478189328 0.0046670887376652 0.0215565085192608 0.0204557506374262 0 0.00522511021716864 0.0124054229672133 0.0085081440704339 0.00915638361865743 0.0516892623633887 0 0 0.00971131595918212 0 0.0155067787090166 0.0267061188877508 0 0.0349607374530556 0.0315219763920994 0.0165762117234316 0.0488857769470693 0.0331524234468631 0.0200295891658131 0 0 0.0600887674974394 0.0213648951102007 0 0.0246518020502315 0.0506010673662648 0.0274691508559723 0.0686728771399307 0 0 0 0.0343364385699654 0.0457819180932872 0.0457819180932872 0.0400591783316263 0.0874018436326391 0.00763031968221453 0.0343364385699654 0.0258739168827501 0.0339484562132426 0.027719249346315 0.0412443611225028 0.0336631750685935 0.0162128209099331 0.0225197543053467 0.0143228347107491 0.027348935753758 0.0280025324259912 0.0395742003857228 0.0168670224554216 0.0288714798786496 0.00743366195844611 0.0301385667698756 0.0249719553236112 0.00958226192650196 0.0253005336831324 0.0215565085192608 0.0228909590466436 0.0255244322113017 0.0150811024307299 0.0227555095848291 0.00540123752785972 0.00956637094486597 0.0261610960533069 0.00616295051255789 0.0322624255019809 0 0.0480710139979515 0.0184888515376737 0.0578297912757312 0.0414405293085789 0.0189754002623493 0.00890203962925028 0.0096142027995903 0.0331524234468631 0.0418008817373491 0.0108024750557194 0 0.0202404269465059 0.0712163170340022 0.0406233921109449 0.011050807815621 0.0253005336831324 0 0.0249719553236112 0.0137345754279861 0.0237387723446674 0.0356081585170011 0.0171682192849827 0.0181400052822459 0.0627013226060237 0.0576852167975418 0 0.0274691508559723 0.0565541341152371 0.0291339478775464 0.0480710139979515 0 0 0
2015.5625 2015 27 0.0227824710890765 0.0235257817281981 0.0148138718021422 0.0165762117234316 0.00494727416788523 0.0155625584885455 0.0160236713326505 0.00598394365119728 0.0135729921876569 0.00255018641898947 0.00691669266157576 0.0122943769815733 0.00870063601772878 0.0144792210837203 0.00710409073861352 0.00924442576883683 0.00892960012345849 0.00874018436326391 0 0.00397281107421087 0.00886101640515235 0.00847066325955093 0 0.0140012662129956 0.0129339051115565 0.0153418129780696 0.00654027401332674 0 0.0124054229672133 0.0085081440704339 0 0 0 0 0 0.0133530594438754 0 0.0133530594438754 0 0 0 0 0 0 0.0200295891658131 0 0 0.0200295891658131 0 0.0223586111618379 0 0.0253005336831324 0.0549383017119446 0.0686728771399307 0 0.0686728771399307 0 0 0.0228909590466436 0 0.0400591783316263 0.0437009218163196 0.00763031968221453 0.0164814905135834 0.0204267764863817 0.0298746414676535 0.0131301707429913 0.0270221676319846 0.0242374860493873 0.0129702567279464 0.0155905991344708 0.01969389772728 0.0189338785987555 0.0140012662129956 0.00931157656134654 0.021083778069277 0.0115485919514598 0.0223009858753383 0.0120554267079502 0.00624298883090279 0.0223586111618379 0.018071809773666 0.0172452068154086 0.0114454795233218 0.0170162881408678 0 0.0341332643772437 0.00540123752785972 0.00956637094486597 0.00654027401332674 0.0246518020502315 0.0193574553011885 0 0.0240355069989758 0.0277332773065105 0 0 0.0253005336831324 0.00890203962925028 0.0192284055991806 0 0.00836017634746983 0.0216049501114389 0.0118693861723337 0 0.0237387723446674 0.0270822614072966 0.011050807815621 0.0126502668415662 0.0121698769615067 0 0.0274691508559723 0.0118693861723337 0.0178040792585006 0 0.0181400052822459 0 0.0192284055991806 0 0 0 0 0.0480710139979515 0.0331524234468631 0 0.00757023842487425
2015.58333333333 2015 28 0.00607532562375375 0.00470515634563963 0 0.00184180130260351 0.00164909138929508 0 0.00200295891658131 0.00199464788373243 0.00452433072921897 0.00255018641898947 0.00461112844105051 0.00245887539631466 0 0 0.00236803024620451 0.00616295051255789 0 0.00582678957550927 0.00352168600717594 0 0 0 0.0036143619547332 0 0 0.0102278753187131 0 0 0 0 0 0 0 0.0114454795233218 0 0.0133530594438754 0 0.0133530594438754 0.0131701408213566 0 0.0157609881960497 0 0 0 0 0 0 0 0 0.0223586111618379 0 0.0253005336831324 0 0 0 0 0 0 0 0 0.0400591783316263 0 0.00763031968221453 0.00412037262839584 0.00272357019818422 0.00407381474558911 0.00291781572066474 0.00284443869810364 0.00134652700274374 0.00810641045496653 0.00346457758543795 0.00895177169421816 0 0.0023335443688326 0.00465578828067327 0.00632513342078309 0 0 0.00904157003096267 0.0031214944154514 0.00319408730883399 0 0.00431130170385215 0.00763031968221453 0 0.00377027560768247 0 0.00540123752785972 0.00956637094486597 0.00654027401332674 0.00616295051255789 0 0 0.00801183566632525 0 0 0 0.00632513342078309 0 0.0192284055991806 0 0 0 0 0 0 0 0.011050807815621 0 0 0.0124859776618056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2015.60416666667 2015 29 0.0288577967128303 0.0235257817281981 0.00888832308128533 0.0202598143286386 0.0296836450073114 0.0242084243155152 0.0100147945829066 0.0119678873023946 0.0113108268230474 0.0229516777709052 0.0207500779847273 0.0221298785668319 0.0195764310398898 0.0260625979506966 0.0165762117234316 0.0215703267939526 0.00595306674897232 0.00582678957550927 0.0105650580215278 0.0238368664452652 0.00886101640515235 0.0127059948893264 0.0108430858641996 0 0 0.0153418129780696 0.00654027401332674 0.0261255510858432 0.0248108459344266 0.0340325762817356 0.00915638361865743 0 0.0173228879271897 0.0114454795233218 0 0 0 0.0267061188877508 0.0131701408213566 0.0174803687265278 0 0 0 0.0331524234468631 0 0 0.0223586111618379 0 0 0.0223586111618379 0 0 0.0274691508559723 0 0 0 0.0418008817373491 0 0.0228909590466436 0 0.0400591783316263 0 0 0.0302160659415695 0.0272357019818422 0.013579382485297 0.0189658021843208 0.0213332902357773 0.030970121063106 0.021076667182913 0.0242520430980656 0.0161131890495927 0.0336602286200098 0.0326696211636564 0.0232789414033664 0.0147586446484939 0.0202100359150547 0.0123894365974102 0.0150692833849378 0.00624298883090279 0.012776349235336 0.0108430858641996 0.0258678102231129 0.0114454795233218 0.0212703601760847 0.0301622048614598 0.0284443869810364 0.0162037125835792 0.0239159273621649 0.0261610960533069 0.0246518020502315 0.0258099404015847 0.00890203962925028 0.00801183566632525 0 0.0216861717283992 0 0.0126502668415662 0.0534122377755017 0.0192284055991806 0.011050807815621 0.00836017634746983 0.0108024750557194 0.0118693861723337 0.0303606404197589 0.0237387723446674 0.0135411307036483 0 0.0253005336831324 0.0243397539230134 0.0249719553236112 0.0274691508559723 0.0118693861723337 0.0178040792585006 0.0171682192849827 0 0.0209004408686746 0.0384568111983612 0.0282770670576185 0 0.0565541341152371 0 0 0 0 0.0151404768497485
2015.625 2015 30 0.0197448082771997 0.0219573962796516 0.0148138718021422 0.0184180130260351 0.021438188060836 0.0155625584885455 0.0160236713326505 0.00797859153492971 0.00904866145843793 0.0102007456759579 0.0115278211026263 0.00983550158525862 0.00435031800886439 0.0086875326502322 0.014208181477227 0.00616295051255789 0.00892960012345849 0.00874018436326391 0.00352168600717594 0.00794562214842174 0.00443050820257618 0.00847066325955093 0.0036143619547332 0.0140012662129956 0.00862260340770431 0 0.0130805480266535 0 0.00620271148360665 0.0255244322113017 0 0.0103378524726777 0.0173228879271897 0.0343364385699654 0 0 0.0155067787090166 0 0 0.0174803687265278 0 0.0165762117234316 0 0.0165762117234316 0.0200295891658131 0 0 0.0200295891658131 0 0.0223586111618379 0.0493036041004631 0 0 0.0343364385699654 0.0267061188877508 0.0343364385699654 0.0418008817373491 0 0 0 0 0 0.00763031968221453 0.017854948056382 0.0258739168827501 0.0176531972308861 0.016047986463656 0.0113777547924146 0.0228909590466436 0.021076667182913 0.0155905991344708 0.0161131890495927 0.0126225857325037 0.0140012662129956 0.0232789414033664 0.00843351122771079 0.0202100359150547 0.0123894365974102 0.0120554267079502 0.00624298883090279 0.012776349235336 0.00722872390946639 0.0129339051115565 0.0152606393644291 0.0255244322113017 0.0150811024307299 0.00568887739620728 0.0162037125835792 0.0239159273621649 0.0196208220399802 0.0184888515376737 0.00645248510039618 0.00890203962925028 0.00801183566632525 0.00924442576883683 0.0289148956378656 0.0165762117234316 0.00632513342078309 0.0267061188877508 0.0192284055991806 0.011050807815621 0.00836017634746983 0 0.0118693861723337 0 0.0118693861723337 0.0270822614072966 0.0221016156312421 0 0.0243397539230134 0.0124859776618056 0.0137345754279861 0 0 0.0171682192849827 0 0.0209004408686746 0 0.0282770670576185 0 0 0 0 0 0 0.0151404768497485
2015.64583333333 2015 31 0.0121506512475075 0.00941031269127925 0.0148138718021422 0.0184180130260351 0.0131927311143606 0.00691669266157576 0.00400591783316263 0.00598394365119728 0.00678649609382845 0.0102007456759579 0.0138333853231515 0.0122943769815733 0.010875795022161 0.0115833768669763 0.0118401512310225 0.00616295051255789 0 0.00874018436326391 0.0105650580215278 0.00397281107421087 0.00443050820257618 0.0169413265191019 0.0036143619547332 0.0186683549506608 0.00431130170385215 0.00511393765935654 0 0.00522511021716864 0 0.0170162881408678 0 0 0 0.0114454795233218 0.00971131595918212 0 0.0155067787090166 0.0133530594438754 0 0 0 0 0.0162952589823564 0.0165762117234316 0 0 0 0.0200295891658131 0 0 0.0246518020502315 0 0.0274691508559723 0 0 0.0343364385699654 0.0418008817373491 0 0 0.0457819180932872 0 0 0.0228909590466436 0.0151080329707848 0.0108942807927369 0.013579382485297 0.0131301707429913 0.0127999741414664 0.00403958100823122 0.0113489746369531 0.00866144396359487 0.00895177169421816 0.00841505715500245 0.00933417747533039 0.00931157656134654 0.00632513342078309 0.00866144396359487 0.00247788731948204 0.00904157003096267 0.0124859776618056 0.012776349235336 0.00722872390946639 0.00431130170385215 0.0152606393644291 0.0085081440704339 0.0113108268230474 0.00568887739620728 0.00540123752785972 0.0286991128345979 0.0261610960533069 0.0123259010251158 0 0.0178040792585006 0.00801183566632525 0.00924442576883683 0 0.0248643175851473 0.00632513342078309 0 0 0 0.0167203526949397 0.0216049501114389 0 0.0303606404197589 0.0118693861723337 0 0.0221016156312421 0 0 0 0 0.0118693861723337 0 0.0171682192849827 0.0181400052822459 0 0 0 0 0 0 0 0 0.0437009218163196 0.0227107152746228
2015.66666666667 2015 32 0.00911298843563062 0.00941031269127925 0.013332484621928 0.00552540390781052 0.00659636555718031 0.0086458658269697 0.00600887674974394 0.00797859153492971 0.00678649609382845 0.00255018641898947 0.00691669266157576 0.00491775079262931 0.00435031800886439 0.00289584421674407 0.00710409073861352 0.00924442576883683 0.00297653337448616 0.00874018436326391 0.00352168600717594 0.00397281107421087 0.0177220328103047 0.0254119897786528 0.0036143619547332 0.00933417747533039 0.00431130170385215 0.0102278753187131 0 0.0104502204343373 0.0124054229672133 0.0085081440704339 0 0 0 0.0114454795233218 0 0 0 0.0267061188877508 0.0131701408213566 0 0.0157609881960497 0.0165762117234316 0.0162952589823564 0.0165762117234316 0 0 0 0 0 0.0223586111618379 0 0 0 0 0 0 0 0.0686728771399307 0 0 0 0 0.00763031968221453 0.00824074525679169 0.0108942807927369 0.00543175299411882 0.00875344716199421 0.0142221934905182 0.0134652700274374 0.00648512836397322 0.0155905991344708 0.00716141735537453 0.00841505715500245 0.0140012662129956 0.0139673648420198 0.0147586446484939 0.0144357399393248 0.00743366195844611 0.0210969967389129 0.00936448324635419 0.0159704365441699 0.0216861717283992 0.0172452068154086 0.0152606393644291 0.0085081440704339 0.00377027560768247 0.00568887739620728 0.00540123752785972 0.00478318547243299 0.0130805480266535 0 0.0322624255019809 0.0267061188877508 0.0240355069989758 0.0184888515376737 0.00722872390946639 0.0165762117234316 0 0 0.0096142027995903 0.0221016156312421 0 0.0108024750557194 0.0118693861723337 0 0 0 0.011050807815621 0 0 0.0124859776618056 0.0137345754279861 0.0237387723446674 0.0178040792585006 0 0 0 0.0384568111983612 0.0282770670576185 0 0 0 0 0 0 0
